X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12
894,239,284,11,0,0,0,0,680,187,214,9,1288,339,408,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,116,127,4,0,0,0,0,1171,325,347,11,0,0,0,0,183,49,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,953,1037,77,521,147,168,15,411,109,132,11,585,159,184,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,936,985,27,767,190,201,2,2766,738,777,31,161,45,49,1,183,44,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,506,532,20,382,107,116,3,876,218,240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4415,1058,1176,62,865,204,233,12,174,48,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,585,484,17,120,37,28,1,322,96,78,2,511,150,134,7,0,0,0,0,0,0,0,0,108,36,27,1,0,0,0,0,0,0,0,0
1120,264,292,5,227,51,62,1,900,215,224,1,0,0,0,0,224,52,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,704,699,46,0,0,0,0,627,177,177,12,0,0,0,0,0,0,0,0,210,59,61,3,0,0,0,0,0,0,0,0,0,0,0,0
1760,526,449,35,776,228,207,19,771,239,217,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,546,477,35,253,62,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,81,77,5,0,0,0,0,0,0,0,0
925,322,258,18,139,49,37,3,1212,407,319,24,0,0,0,0,0,0,0,0,200,65,52,4,0,0,0,0,0,0,0,0,0,0,0,0
1317,361,458,41,372,106,124,9,280,82,105,8,0,0,0,0,145,39,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,208,186,8,361,105,96,4,366,107,94,6,164,47,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,291,315,0,228,59,59,0,837,219,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,560,626,9,464,122,133,3,2096,564,631,11,0,0,0,0,346,96,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,600,658,44,0,0,0,0,414,112,124,8,0,0,0,0,0,0,0,0,203,57,66,4,0,0,0,0,0,0,0,0,0,0,0,0
2439,693,755,62,423,118,128,10,194,52,58,3,0,0,0,0,0,0,0,0,206,54,71,5,0,0,0,0,0,0,0,0,0,0,0,0
3089,728,878,22,392,95,109,2,1649,393,470,9,0,0,0,0,0,0,0,0,222,51,68,2,0,0,0,0,0,0,0,0,0,0,0,0
4051,1173,1161,27,832,258,250,5,2265,620,652,25,0,0,0,0,608,166,178,6,205,56,62,1,0,0,0,0,0,0,0,0,0,0,0,0
3706,966,1003,55,204,53,61,3,590,159,163,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,235,258,14,0,0,0,0,697,191,217,11,177,48,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,691,726,33,1106,291,306,13,908,247,255,13,0,0,0,0,0,0,0,0,171,44,45,2,0,0,0,0,0,0,0,0,0,0,0,0
1128,343,303,20,0,0,0,0,1301,376,335,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,492,596,31,1109,273,329,20,675,166,193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,176,205,9,209,63,67,3,632,168,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,742,735,37,372,95,85,4,1582,410,373,17,0,0,0,0,0,0,0,0,213,54,46,2,0,0,0,0,0,0,0,0,0,0,0,0
928,256,276,0,0,0,0,0,758,206,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,496,542,8,867,233,251,1,808,206,231,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,705,623,35,389,136,113,6,892,294,255,16,0,0,0,0,0,0,0,0,198,62,57,3,0,0,0,0,0,0,0,0,0,0,0,0
1718,442,476,18,400,109,117,4,1245,325,343,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,1305,1437,18,0,0,0,0,4394,1116,1220,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,350,412,17,155,31,36,2,297,58,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,353,418,17,155,30,37,2,296,57,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,379,399,1,0,0,0,0,280,71,87,0,0,0,0,0,0,0,0,0,72,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0
549,182,163,16,0,0,0,0,255,89,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,400,485,40,203,57,61,5,0,0,0,0,0,0,0,0,0,0,0,0,173,49,63,4,0,0,0,0,117,35,45,2,0,0,0,0
2184,539,584,0,215,55,58,0,1626,393,430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,274,285,5,225,53,58,1,913,226,222,1,0,0,0,0,228,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,541,502,35,361,110,98,7,741,209,206,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,920,1066,73,655,173,202,17,320,86,103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,609,537,26,0,0,0,0,804,259,225,15,358,111,100,3,199,63,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,368,396,35,413,114,118,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,204,201,3,0,0,0,0,1348,397,389,8,0,0,0,0,0,0,0,0,219,68,66,1,0,0,0,0,0,0,0,0,0,0,0,0
1659,409,389,6,500,119,122,2,985,246,229,5,0,0,0,0,0,0,0,0,166,41,36,1,0,0,0,0,0,0,0,0,0,0,0,0
2953,599,750,15,417,84,104,2,860,172,220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,587,648,7,411,107,114,2,845,213,243,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,1289,1300,140,625,153,152,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,826,991,8,906,230,282,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,806,869,15,1053,310,308,7,1927,491,561,7,0,0,0,0,161,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,331,403,32,376,107,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,758,829,34,1297,331,362,13,1124,303,321,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,287,256,22,366,123,103,10,722,227,196,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,504,506,34,592,175,181,14,1448,449,450,22,0,0,0,0,126,43,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,212,272,1,646,187,230,0,472,136,175,1,0,0,0,0,0,0,0,0,299,92,118,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,519,578,24,194,54,61,2,404,107,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,639,786,22,831,252,332,7,133,45,55,2,119,37,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,441,545,3,262,52,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,470,531,16,982,250,279,8,1652,431,482,16,0,0,0,0,328,90,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,273,288,5,231,52,59,1,909,223,219,0,0,0,0,0,227,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,630,753,37,175,47,56,3,234,60,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,40,49,2
1479,411,485,36,378,104,122,8,0,0,0,0,0,0,0,0,0,0,0,0,197,54,65,6,0,0,0,0,0,0,0,0,126,37,45,3
1467,511,460,22,179,63,53,3,1011,338,294,15,0,0,0,0,0,0,0,0,162,55,49,2,0,0,0,0,0,0,0,0,0,0,0,0
2227,709,684,18,211,62,65,2,1559,507,475,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,267,295,4,0,0,0,0,1445,394,439,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,370,391,8,153,37,45,1,458,115,116,2,0,0,0,0,0,0,0,0,195,51,52,1,0,0,0,0,0,0,0,0,0,0,0,0
3462,929,1063,25,1844,462,554,18,1011,282,311,5,0,0,0,0,0,0,0,0,276,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,317,372,11,617,152,185,6,0,0,0,0,630,161,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,410,333,18,455,148,126,8,1035,340,261,10,0,0,0,0,129,46,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,225,203,12,138,36,37,4,251,76,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,379,465,39,386,109,123,9,0,0,0,0,184,52,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,546,599,21,375,114,128,4,799,233,257,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,876,779,57,269,61,56,2,142,34,29,1,0,0,0,0,0,0,0,0,0,0,0,0,342,78,75,6,0,0,0,0,0,0,0,0
2399,640,724,25,480,142,161,6,109,29,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,1032,896,50,212,71,58,2,585,184,146,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,619,753,57,582,162,195,15,419,121,151,11,0,0,0,0,0,0,0,0,63,17,19,2,0,0,0,0,0,0,0,0,0,0,0,0
2836,885,920,10,193,65,60,0,1183,388,392,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,468,632,32,693,167,230,18,327,76,116,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,408,506,15,82,22,29,1,742,208,250,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,566,598,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1315,404,402,0,0,0,0,0,385,116,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,630,617,20,0,0,0,0,567,160,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,312,400,6,182,43,60,1,414,105,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,963,791,58,0,0,0,0,1280,381,335,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,620,764,58,577,167,198,15,407,122,155,12,0,0,0,0,0,0,0,0,61,16,22,2,0,0,0,0,0,0,0,0,0,0,0,0
1194,331,409,33,380,106,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,343,298,26,310,83,78,8,1128,337,300,23,0,0,0,0,138,47,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,378,427,10,697,194,209,5,1188,350,390,10,0,0,0,0,215,64,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,535,537,22,933,269,268,11,3029,835,886,34,0,0,0,0,727,210,217,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,612,662,3,1059,302,335,0,2469,662,755,8,0,0,0,0,544,142,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,898,983,53,880,213,241,12,181,50,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,763,907,30,1261,311,354,11,1089,260,298,10,0,0,0,0,0,0,0,0,194,45,59,2,0,0,0,0,0,0,0,0,0,0,0,0
3238,886,890,49,362,95,99,8,354,102,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,655,712,49,164,37,38,3,506,107,121,9,0,0,0,0,0,0,0,0,0,0,0,0,203,51,55,2,0,0,0,0,0,0,0,0
1644,529,551,11,208,67,68,0,1452,465,476,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,625,809,50,1334,366,476,37,548,148,201,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,1052,1015,100,216,45,50,5,860,218,194,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,699,670,14,361,101,97,2,1018,285,282,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,949,1030,0,1478,384,416,0,1254,320,340,0,0,0,0,0,0,0,0,0,38,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,343,385,2,607,161,186,2,155,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,288,332,31,234,56,70,8,466,113,130,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,113,110,3,0,0,0,0,767,219,216,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,679,779,8,185,51,52,1,857,209,251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,766,752,4,1015,288,278,0,1891,547,547,6,0,0,0,0,151,48,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,522,584,19,755,180,200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,53,55,0,0,0,0,0,0,0,0,0
1315,381,452,18,638,188,229,12,2214,593,670,21,0,0,0,0,521,139,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,315,351,6,824,225,256,2,343,90,98,4,0,0,0,0,0,0,0,0,122,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,370,406,37,403,108,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,500,498,34,594,175,179,14,1452,443,455,22,0,0,0,0,125,43,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,712,614,28,66,26,22,2,681,219,193,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,1088,1144,15,585,194,183,0,985,315,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,573,682,61,647,189,225,16,133,38,46,5,0,0,0,0,0,0,0,0,0,0,0,0,91,26,31,3,0,0,0,0,0,0,0,0
1785,504,637,56,756,218,260,21,141,37,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,536,482,23,382,115,107,5,578,178,171,8,0,0,0,0,0,0,0,0,325,111,106,5,157,50,47,2,0,0,0,0,0,0,0,0
2025,503,619,17,418,101,128,4,0,0,0,0,0,0,0,0,0,0,0,0,217,48,63,4,0,0,0,0,0,0,0,0,0,0,0,0
1875,467,474,21,0,0,0,0,936,242,229,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,600,717,35,278,74,87,4,281,67,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,39,50,2
3325,920,984,9,144,37,40,0,149,42,47,0,137,37,37,1,0,0,0,0,308,86,89,1,146,35,36,1,0,0,0,0,0,0,0,0
1452,386,396,30,352,97,93,8,1618,473,472,20,0,0,0,0,283,93,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,665,651,1,521,182,181,0,982,364,348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,469,447,1,0,0,0,0,1070,333,317,2,216,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,328,272,5,181,61,55,1,745,256,227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,1445,1324,11,0,0,0,0,4559,1411,1335,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,457,458,0,839,204,215,0,769,200,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,1013,1135,17,800,204,238,8,2148,584,674,10,0,0,0,0,349,96,109,0,164,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,549,525,0,244,65,67,0,920,277,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,118,128,4,0,0,0,0,1152,315,351,9,0,0,0,0,187,51,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,570,662,5,386,94,118,2,180,45,53,0,0,0,0,0,0,0,0,0,182,51,57,0,157,40,46,0,0,0,0,0,0,0,0,0
1373,439,317,23,144,49,27,3,555,181,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5911,1839,2117,21,1178,361,447,3,1102,369,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,295,331,16,207,62,65,3,408,109,130,3,0,0,0,0,0,0,0,0,218,58,63,3,0,0,0,0,0,0,0,0,0,0,0,0
1026,300,388,0,577,160,218,0,1122,312,417,4,0,0,0,0,211,59,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,1283,1309,4,640,181,197,0,675,192,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604,1112,1087,115,651,155,150,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,560,600,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,581,524,25,314,107,91,5,901,293,269,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,504,456,21,179,61,53,3,905,297,268,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,41,32,2
4074,1182,1300,13,844,242,261,3,844,243,257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,1291,1418,86,723,191,217,13,1329,352,396,25,0,0,0,0,192,50,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,552,580,0,294,96,103,0,960,301,334,0,0,0,0,0,0,0,0,0,330,104,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,639,645,1,362,119,122,0,1141,403,397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,991,1040,0,152,47,53,0,917,285,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,370,389,13,587,144,156,8,1289,325,338,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,220,259,14,239,57,66,4,148,34,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,476,449,19,180,57,62,3,1481,504,445,20,0,0,0,0,321,106,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,297,387,0,132,33,39,0,953,209,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,851,952,4,542,144,167,2,150,45,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,337,416,12,47,12,16,1,827,228,273,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,890,834,41,430,122,116,6,1756,548,526,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,367,408,33,212,56,65,5,684,194,203,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,783,712,44,431,115,104,4,185,43,40,3,0,0,0,0,0,0,0,0,32,8,9,1,351,82,76,6,0,0,0,0,0,0,0,0
1852,584,614,11,629,197,195,0,1248,396,405,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,245,277,18,0,0,0,0,1119,313,342,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,671,673,44,787,230,229,17,1314,407,397,31,0,0,0,0,364,117,113,10,171,53,57,3,0,0,0,0,0,0,0,0,0,0,0,0
1077,341,390,1,390,119,141,1,338,102,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,990,910,10,1584,473,452,5,2218,707,635,7,0,0,0,0,314,102,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5920,1645,1755,7,1619,459,486,3,1287,361,389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,387,378,6,230,63,61,1,954,259,257,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,770,845,20,366,93,110,2,3178,858,939,24,0,0,0,0,356,108,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,1089,1178,22,1218,330,366,7,2399,610,686,13,0,0,0,0,0,0,0,0,398,114,137,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,834,909,2,259,58,58,0,256,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,579,567,26,0,0,0,0,1170,288,278,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,407,383,13,545,157,151,3,1480,409,375,14,0,0,0,0,148,39,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,721,626,38,471,121,102,8,412,107,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,55,44,1,0,0,0,0
3485,942,854,3,689,181,163,0,987,261,218,2,0,0,0,0,0,0,0,0,124,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,688,607,31,138,49,44,1,868,278,250,15,357,117,98,4,200,66,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,597,648,0,1027,258,260,0,216,58,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,566,623,0,1005,247,261,0,205,55,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,704,752,41,285,90,89,4,1177,364,370,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,217,69,81,1,1266,401,441,6,0,0,0,0,425,140,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,1001,936,29,145,48,45,0,633,207,181,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,666,783,1,0,0,0,0,1085,321,365,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,522,499,11,434,127,120,2,582,171,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,419,498,20,232,61,76,3,476,123,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,564,560,0,1065,283,274,1,2193,615,630,10,0,0,0,0,389,112,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,747,711,59,480,132,131,12,909,238,247,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,260,291,7,161,38,42,1,317,78,84,2,0,0,0,0,0,0,0,0,121,30,36,1,0,0,0,0,0,0,0,0,0,0,0,0
3258,765,996,33,1136,257,351,11,920,207,285,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,398,464,5,350,86,106,0,1955,526,612,10,0,0,0,0,305,80,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,521,571,21,195,54,64,2,603,161,177,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,691,618,62,873,250,248,26,1741,548,475,37,0,0,0,0,265,89,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5265,1507,1514,13,823,231,236,4,995,285,289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,709,844,71,1077,288,342,31,919,215,288,16,0,0,0,0,0,0,0,0,205,49,57,5,0,0,0,0,0,0,0,0,0,0,0,0
1165,347,411,5,670,203,239,4,1182,347,415,1,0,0,0,0,211,63,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,820,864,30,550,150,158,8,1469,416,442,14,0,0,0,0,0,0,0,0,88,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,870,1053,77,686,193,225,16,322,79,96,8,210,53,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
