X1_CC_4,X2_CN_4,X3_CO_4,X4_CS_4,X5_NC_4,X6_NN_4,X7_NO_4,X8_NS_4,X9_OC_4,X10_ON_4,X11_OO_4,X12_OS_4,X13_FC_4,X14_FN_4,X15_FO_4,X16_FS_4,X17_PC_4,X18_PN_4,X19_PO_4,X20_PS_4,X21_SC_4,X22_SN_4,X23_SO_4,X24_SS_4,X25_cC_4,X26_cN_4,X27_cO_4,X28_cS_4,X29_bC_4,X30_bN_4,X31_bO_4,X32_bS_4,X33_IC_4,X34_IN_4,X35_IO_4,X36_IS_4,X37_CC_8,X38_CN_8,X39_CO_8,X40_CS_8,X41_NC_8,X42_NN_8,X43_NO_8,X44_NS_8,X45_OC_8,X46_ON_8,X47_OO_8,X48_OS_8,X49_FC_8,X50_FN_8,X51_FO_8,X52_FS_8,X53_PC_8,X54_PN_8,X55_PO_8,X56_PS_8,X57_SC_8,X58_SN_8,X59_SO_8,X60_SS_8,X61_cC_8,X62_cN_8,X63_cO_8,X64_cS_8,X65_bC_8,X66_bN_8,X67_bO_8,X68_bS_8,X69_IC_8,X70_IN_8,X71_IO_8,X72_IS_8,X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12,X109_CC_16,X110_CN_16,X111_CO_16,X112_CS_16,X113_NC_16,X114_NN_16,X115_NO_16,X116_NS_16,X117_OC_16,X118_ON_16,X119_OO_16,X120_OS_16,X121_FC_16,X122_FN_16,X123_FO_16,X124_FS_16,X125_PC_16,X126_PN_16,X127_PO_16,X128_PS_16,X129_SC_16,X130_SN_16,X131_SO_16,X132_SS_16,X133_cC_16,X134_cN_16,X135_cO_16,X136_cS_16,X137_bC_16,X138_bN_16,X139_bO_16,X140_bS_16,X141_IC_16,X142_IN_16,X143_IO_16,X144_IS_16,X145_CC_20,X146_CN_20,X147_CO_20,X148_CS_20,X149_NC_20,X150_NN_20,X151_NO_20,X152_NS_20,X153_OC_20,X154_ON_20,X155_OO_20,X156_OS_20,X157_FC_20,X158_FN_20,X159_FO_20,X160_FS_20,X161_PC_20,X162_PN_20,X163_PO_20,X164_PS_20,X165_SC_20,X166_SN_20,X167_SO_20,X168_SS_20,X169_cC_20,X170_cN_20,X171_cO_20,X172_cS_20,X173_bC_20,X174_bN_20,X175_bO_20,X176_bS_20,X177_IC_20,X178_IN_20,X179_IO_20,X180_IS_20,X181_CC_24,X182_CN_24,X183_CO_24,X184_CS_24,X185_NC_24,X186_NN_24,X187_NO_24,X188_NS_24,X189_OC_24,X190_ON_24,X191_OO_24,X192_OS_24,X193_FC_24,X194_FN_24,X195_FO_24,X196_FS_24,X197_PC_24,X198_PN_24,X199_PO_24,X200_PS_24,X201_SC_24,X202_SN_24,X203_SO_24,X204_SS_24,X205_cC_24,X206_cN_24,X207_cO_24,X208_cS_24,X209_bC_24,X210_bN_24,X211_bO_24,X212_bS_24,X213_IC_24,X214_IN_24,X215_IO_24,X216_IS_24
5,1,5,0,3,1,2,0,16,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,118,89,0,84,32,25,0,309,108,77,1,0,0,0,0,27,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,325,298,27,305,80,76,8,1200,356,318,25,0,0,0,0,121,42,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,794,790,86,680,199,198,23,2685,769,773,81,0,0,0,0,278,79,84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,1299,1412,108,1031,308,337,24,4297,1264,1370,108,0,0,0,0,466,135,144,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5094,1508,1699,108,1136,337,382,24,5086,1503,1688,108,0,0,0,0,569,170,186,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,20,0,11,1,5,0,18,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,225,302,11,344,71,95,3,336,70,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,882,1035,42,1256,283,330,15,1222,259,339,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007,1931,2057,178,2607,628,661,58,2448,590,644,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11710,2983,3243,265,3931,1001,1082,94,3505,887,945,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13886,3590,4019,295,4784,1236,1374,104,4226,1083,1219,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,22,0,1,1,2,0,31,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,159,224,1,67,9,13,0,663,117,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758,897,999,26,216,50,55,1,2459,603,650,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8755,2247,2355,88,455,123,121,6,5813,1484,1586,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16096,4180,4361,170,827,210,215,8,10883,2853,2990,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25801,6702,7010,239,1288,328,344,12,17586,4599,4800,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,7,0,20,4,3,0,34,15,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,104,78,0,215,57,48,0,491,151,126,0,0,0,0,0,52,17,15,0,57,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,448,456,0,787,222,223,0,1860,538,560,5,0,0,0,0,203,59,57,0,210,61,63,1,0,0,0,0,0,0,0,0,0,0,0,0,3346,947,1007,21,1554,443,477,5,3813,1070,1103,40,0,0,0,0,411,112,114,6,395,108,115,4,0,0,0,0,0,0,0,0,0,0,0,0,4942,1421,1444,57,2246,663,672,19,6039,1723,1740,78,0,0,0,0,651,185,190,9,635,183,180,7,0,0,0,0,0,0,0,0,0,0,0,0,6835,1934,2003,88,3067,859,910,41,8221,2320,2392,105,0,0,0,0,873,244,257,12,830,238,249,10,0,0,0,0,0,0,0,0,0,0,0,0
7,2,10,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,365,120,137,18,158,45,63,8,0,0,0,0,0,0,0,0,0,0,0,0,62,19,23,2,0,0,0,0,0,0,0,0,0,0,0,0,1214,347,436,34,531,153,182,13,0,0,0,0,0,0,0,0,0,0,0,0,194,53,61,6,0,0,0,0,0,0,0,0,0,0,0,0,2907,806,919,62,1160,323,370,27,0,0,0,0,0,0,0,0,0,0,0,0,430,117,132,11,0,0,0,0,0,0,0,0,0,0,0,0,4825,1275,1474,99,1862,494,558,37,0,0,0,0,0,0,0,0,0,0,0,0,675,176,204,13,0,0,0,0,0,0,0,0,0,0,0,0,6381,1722,1966,112,2389,643,742,42,0,0,0,0,0,0,0,0,0,0,0,0,842,228,263,14,0,0,0,0,0,0,0,0,0,0,0,0
18,8,10,1,15,1,8,1,15,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,166,150,17,263,73,86,7,255,86,78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,590,598,26,1013,290,295,12,1020,300,303,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846,1379,1486,31,2414,695,728,15,2408,662,723,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,2374,2483,53,4155,1148,1205,24,4442,1203,1281,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13238,3639,3714,69,6397,1746,1776,37,6784,1864,1904,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,15,1,4,1,4,0,12,2,3,0,0,0,0,0,0,0,0,0,3,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,824,219,245,22,135,28,39,4,198,44,44,3,0,0,0,0,0,0,0,0,37,14,14,2,65,15,21,0,0,0,0,0,0,0,0,0,3195,861,995,84,584,162,181,19,735,181,210,15,0,0,0,0,0,0,0,0,158,42,53,4,213,53,65,7,0,0,0,0,0,0,0,0,7718,2066,2352,138,1522,423,473,31,1618,430,486,30,0,0,0,0,0,0,0,0,376,95,112,6,481,128,143,8,0,0,0,0,0,0,0,0,13732,3749,3933,212,2888,776,829,42,2799,778,792,42,0,0,0,0,0,0,0,0,658,169,190,9,800,209,223,12,0,0,0,0,0,0,0,0,20010,5511,5630,253,4367,1212,1246,60,4076,1119,1127,50,0,0,0,0,0,0,0,0,943,256,267,12,1080,297,307,13,0,0,0,0,0,0,0,0
8,0,3,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,80,79,13,100,23,17,3,84,16,19,2,0,0,0,0,0,0,0,0,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,242,315,19,367,66,92,6,258,51,66,4,0,0,0,0,0,0,0,0,103,18,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2626,580,679,35,792,172,202,14,481,99,116,8,0,0,0,0,0,0,0,0,229,49,57,4,0,0,0,0,0,0,0,0,0,0,0,0,4477,1002,1204,56,1329,309,359,18,831,188,222,11,0,0,0,0,0,0,0,0,390,85,111,6,0,0,0,0,0,0,0,0,0,0,0,0,6831,1614,1962,84,1809,438,543,23,1200,285,350,15,0,0,0,0,0,0,0,0,547,132,168,7,0,0,0,0,0,0,0,0,0,0,0,0
19,11,10,2,16,5,6,0,22,5,5,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,943,279,257,11,360,121,106,4,293,80,75,3,0,0,0,0,0,0,0,0,90,22,29,2,0,0,0,0,0,0,0,0,0,0,0,0,3515,917,872,31,1118,332,312,10,1076,266,255,11,0,0,0,0,0,0,0,0,427,111,104,2,0,0,0,0,0,0,0,0,0,0,0,0,7987,2089,1974,45,2490,668,641,14,2409,618,584,15,0,0,0,0,0,0,0,0,1035,259,241,9,0,0,0,0,0,0,0,0,0,0,0,0,13702,3674,3570,75,4414,1191,1152,21,4115,1101,1073,25,0,0,0,0,0,0,0,0,1703,451,447,10,0,0,0,0,0,0,0,0,0,0,0,0,18670,5181,5239,85,6178,1724,1706,27,5568,1553,1555,25,0,0,0,0,0,0,0,0,2272,637,640,10,0,0,0,0,0,0,0,0,0,0,0,0
5,2,5,0,8,2,3,0,21,8,9,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,89,119,0,183,39,49,0,307,77,107,0,0,0,0,0,39,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,421,459,0,666,158,183,0,1300,334,379,2,0,0,0,0,156,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,965,1064,23,1591,371,414,8,3014,768,825,18,0,0,0,0,338,94,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755,1646,1779,55,2617,655,700,19,5078,1219,1334,42,0,0,0,0,578,133,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9470,2411,2579,87,3724,942,1013,33,7240,1809,1948,68,0,0,0,0,831,199,221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,5,0,0,0,0,0,13,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,193,165,4,0,0,0,0,458,169,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,669,703,24,0,0,0,0,1892,599,636,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4923,1393,1627,112,0,0,0,0,4385,1250,1465,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,2308,2725,205,0,0,0,0,7786,2090,2462,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767,3356,4049,235,0,0,0,0,11481,3041,3640,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,3,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,129,137,0,301,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,474,511,0,1005,252,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4153,943,1018,9,2144,488,513,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848,1685,1778,38,3447,871,914,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623,2494,2576,57,4754,1240,1280,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,5,0,3,1,2,0,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,127,101,0,99,34,30,0,190,64,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,458,391,29,385,110,100,8,717,210,194,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3635,1068,1060,111,899,268,265,28,1599,458,469,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175,1813,1962,157,1448,428,465,36,2484,736,810,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7635,2250,2506,168,1680,502,557,36,2848,838,952,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,5,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,130,68,0,0,0,0,0,248,99,62,0,0,0,0,0,0,0,0,0,24,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,420,346,4,0,0,0,0,903,337,282,4,0,0,0,0,0,0,0,0,87,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,757,737,18,0,0,0,0,1988,612,600,14,0,0,0,0,0,0,0,0,194,63,58,1,0,0,0,0,0,0,0,0,0,0,0,0,4042,1107,1131,35,0,0,0,0,3337,913,932,29,0,0,0,0,0,0,0,0,326,88,91,3,0,0,0,0,0,0,0,0,0,0,0,0,5783,1552,1635,46,0,0,0,0,4769,1286,1352,37,0,0,0,0,0,0,0,0,471,124,134,4,0,0,0,0,0,0,0,0,0,0,0,0
18,5,14,0,4,1,4,0,37,15,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,243,155,1,127,40,27,0,725,227,160,0,0,0,0,0,83,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,911,806,13,506,148,127,3,3095,925,823,16,0,0,0,0,384,111,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7711,2237,2180,40,1337,375,382,6,7732,2249,2143,49,0,0,0,0,908,269,245,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15461,4221,4408,115,2672,733,761,19,15554,4228,4424,113,0,0,0,0,1857,505,526,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26119,7063,7527,199,4550,1244,1314,32,26220,7102,7545,199,0,0,0,0,3144,843,894,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,6,0,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,133,137,18,266,65,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,573,583,30,1102,306,300,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009,1295,1396,52,2753,704,744,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9402,2381,2632,112,5228,1310,1447,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15155,3766,4227,205,8445,2123,2329,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,7,0,13,1,8,0,16,9,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,162,140,0,252,77,73,0,400,147,125,0,0,0,0,0,78,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,504,522,5,911,242,264,3,1682,486,522,7,0,0,0,0,322,94,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,1071,1226,16,1982,512,592,6,4075,1083,1251,14,0,0,0,0,788,213,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7123,1922,2185,20,3334,906,1021,10,7269,1915,2208,20,0,0,0,0,1428,373,436,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10207,2829,3148,20,4654,1293,1456,10,10982,3001,3366,22,0,0,0,0,2174,601,664,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,16,0,1,0,0,0,17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,332,300,16,44,18,17,0,303,101,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,1172,1129,31,193,58,56,2,1173,326,325,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9694,2592,2504,57,457,124,115,2,2690,738,719,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16580,4508,4431,85,784,211,204,4,4582,1231,1229,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22834,6373,6446,110,1068,290,295,6,6341,1763,1770,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,6,0,0,0,1,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,50,80,0,52,9,17,0,101,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,226,263,4,185,47,54,1,359,83,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,536,586,8,439,108,120,2,842,209,233,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,924,1079,17,773,186,221,3,1491,354,421,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5380,1295,1509,20,1090,264,307,4,2085,507,587,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,18,1,2,0,6,1,11,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,211,269,10,108,23,36,2,188,60,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,930,1028,26,413,127,144,4,750,220,255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831,2182,2426,60,1016,275,303,7,1964,523,613,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15838,4005,4553,99,2064,510,567,16,4061,1004,1143,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26835,6586,7471,180,3408,838,957,23,6779,1682,1917,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,20,1,6,2,5,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,225,292,18,178,43,57,6,78,24,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,902,1050,75,654,173,205,18,319,84,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640,2087,2272,140,1538,405,461,28,768,197,227,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12724,3528,3601,185,2566,712,728,38,1289,360,363,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18170,4959,4996,235,3633,992,1007,45,1796,491,497,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,120,111,2,0,0,0,0,72,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,557,531,22,0,0,0,0,228,56,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,999,940,36,0,0,0,0,420,120,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4707,1345,1285,56,0,0,0,0,570,162,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5641,1595,1625,63,0,0,0,0,672,188,193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,5,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,351,100,85,4,37,9,12,0,113,33,32,0,0,0,0,0,0,0,0,0,61,22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1177,356,351,15,127,35,38,2,409,123,124,6,0,0,0,0,0,0,0,0,188,60,58,2,0,0,0,0,0,0,0,0,0,0,0,0,2746,780,890,23,303,91,102,3,929,271,307,8,0,0,0,0,0,0,0,0,408,104,127,3,0,0,0,0,0,0,0,0,0,0,0,0,4796,1252,1455,27,531,135,160,3,1597,414,479,9,0,0,0,0,0,0,0,0,696,182,204,3,0,0,0,0,0,0,0,0,0,0,0,0,7041,1810,2080,32,776,202,229,4,2366,601,687,12,0,0,0,0,0,0,0,0,947,241,270,4,0,0,0,0,0,0,0,0,0,0,0,0
33,10,5,0,3,0,1,0,28,6,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,193,134,2,118,19,19,0,353,80,56,1,0,0,0,0,33,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838,709,717,32,398,105,106,4,1218,307,287,15,0,0,0,0,124,31,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6281,1636,1639,72,858,228,221,9,2695,710,725,33,0,0,0,0,290,74,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10467,2606,2636,86,1351,340,344,10,4569,1157,1153,41,0,0,0,0,507,130,128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14039,3552,3531,96,1710,443,428,12,6192,1585,1550,41,0,0,0,0,718,182,180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,11,0,13,2,6,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,138,195,0,201,46,61,0,167,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,562,715,0,749,200,247,0,563,150,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5416,1478,1668,0,1776,482,556,0,1370,378,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10197,2655,2989,0,3238,836,959,0,2526,665,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15745,3934,4390,0,4928,1236,1387,0,3919,987,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,7,0,9,1,0,0,20,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,113,117,0,220,57,54,0,320,121,115,0,0,0,0,0,55,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,361,370,0,704,192,185,0,1470,425,419,0,0,0,0,0,316,98,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,768,821,3,1460,366,405,2,3571,908,921,0,0,0,0,0,798,203,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,1214,1317,10,2377,592,643,5,6292,1527,1651,4,0,0,0,0,1443,349,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6794,1724,1906,10,3160,801,869,5,9323,2323,2585,19,0,0,0,0,2175,540,602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,11,1,0,0,2,0,15,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,141,145,24,42,16,16,1,371,98,113,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,642,685,48,180,44,50,6,1638,478,507,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5693,1370,1536,83,499,121,130,7,4167,1011,1133,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,2544,2796,125,983,235,261,11,8113,1856,2030,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17813,4454,4823,173,1535,386,411,15,13039,3255,3541,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
