X1_estat,X2_hb,X3_vdw,X4_dsolv,X5_tors,Y1_AD4Score
-0.3418,-1.0248,-13.2068,3.2825,3.2813,-8.0096
-0.9618,-1.2738,-15.464,3.3514,4.1762,-10.1719
0.0413,-0.7662,-7.8633,3.5918,1.4915,-3.505
-0.1554,-0.9716,-6.9951,3.2023,1.4915,-3.4283
-0.1211,-1.4301,-7.9724,3.8437,1.7898,-3.8902
0.1775,-0.5482,-6.504,1.6039,0.8949,-4.376
0.2618,-0.5507,-5.0669,1.367,0.5966,-3.3922
0.02,-0.7117,-5.4501,1.6954,0.5966,-3.8498
-1.2873,-2.6009,-18.9986,9.0417,8.949,-4.8961
-0.029,-0.0084,-11.1827,3.4501,1.7898,-5.9801
0.2177,-0.8391,-8.482,2.9286,0.8949,-5.2799
-0.7736,-0.5736,-7.86,1.29,1.7898,-6.1274
-0.79,-1.3144,-17.3427,5.9298,5.6677,-7.8496
-0.735,-0.0412,-11.6237,3.9801,4.1762,-4.2436
-0.1865,-0.0124,-8.1241,1.7413,1.1932,-5.3886
0.0438,-0.0014,-9.0694,1.4726,1.1932,-6.3612
-0.9612,-0.4862,-10.8937,2.2488,1.7898,-8.3025
-0.0967,-1.3081,-8.6622,2.7594,2.6847,-4.623
-0.2863,-0.2821,-10.5982,2.4904,2.0881,-6.5882
0.6945,-0.8575,-10.5956,2.6416,2.0881,-6.0289
-0.1954,-1.4327,-13.2207,5.3648,2.3864,-7.0977
0.1272,-1.3457,-12.9156,5.3315,3.2813,-5.5213
-0.0536,-1.5121,-13.2325,5.2158,2.983,-6.5994
-1.2149,-1.9405,-18.6105,7.3701,7.7558,-6.64
0.0883,-1.196,-8.0636,1.9381,1.4915,-5.7417
0.0259,-1.5667,-8.194,1.9784,1.4915,-6.2648
0.3612,-0.8439,-8.8277,3.7398,1.7898,-3.7808
-0.6057,-1.1582,-9.5312,5.3578,2.6847,-3.2527
-1.4269,-0.9634,-13.9044,7.3655,4.7728,-4.1565
-0.3299,-0.466,-9.3115,5.1965,2.3864,-2.5245
0.4936,-0.0651,-9.4892,5.385,2.0881,-1.5877
-2.7099,-2.4534,-18.0507,9.7848,6.5626,-6.8666
0.0698,-0.0019,-10.5673,0.3431,2.3864,-7.7699
0.0259,-0.3454,-6.6623,0.3248,0.2983,-6.3587
-0.0431,-0.001,-9.4735,1.5055,0.8949,-7.1173
-0.0239,-0.8884,-5.042,1.81,0.5966,-3.5477
0.2684,-0.2789,-9.0846,2.4203,1.7898,-4.8851
-0.0285,-1.773,-17.3428,5.2655,7.1592,-6.7196
-0.9681,-0.9143,-14.1199,4.3861,5.6677,-5.9484
-0.4381,-0.8908,-16.9475,3.8054,5.6677,-8.8033
-1.4021,-0.7262,-14.411,6.7515,5.6677,-4.1201
0.4863,-0.875,-10.5631,4.5917,3.8779,-2.4823
-0.145,-1.2605,-15.1565,3.3221,4.1762,-9.0638
-0.1665,-1.1014,-18.1035,3.0559,4.4745,-11.841
0.0766,-1.2897,-3.6715,1.2507,0.8949,-2.7391
-0.1277,-0.2296,-6.8905,2.209,0,-5.0388
-0.3715,-0.5496,-8.8942,3.1319,2.6847,-3.9987
-0.7314,-1.3136,-7.5291,3.8473,2.0881,-3.6387
-0.7884,-1.3552,-8.2821,4.9641,2.0881,-3.3735
0.3101,-0.8599,-10.3162,5.1979,2.0881,-3.5801
0.1044,-0.4568,-11.8115,3.0043,2.0881,-7.0714
-0.0029,-0.0716,-8.6307,1.4096,1.4915,-5.8041
1.5646,-0.0015,-7.6833,0.4534,4.4745,-1.1922
0.9131,-4e-04,-12.0474,2.5322,2.3864,-6.2162
1.6892,-0.9251,-10.6461,2.2714,1.4915,-6.1191
1.9322,-0.2497,-9.5467,1.7454,1.4915,-4.6273
1.1762,-0.3922,-5.3836,2.251,1.1932,-1.1554
1.79,-0.1871,-5.1697,1.6423,0.8949,-1.0296
1.0735,-0.0156,-3.9018,1.0054,0.5966,-1.2419
-2.2225,-0.4135,-7.0644,1.5949,0.2983,-7.8071
-1.9144,-1.0072,-14.0115,2.3234,4.4745,-10.1352
-0.0564,-0.1386,-8.5134,1.3551,0.5966,-6.7568
-4.4859,-2.8326,-7.5633,4.1759,4.1762,-6.5297
-3.9526,-1.3112,-10.3504,3.9905,5.3694,-6.2543
-3.9702,-1.2393,-10.4016,4.0628,5.6677,-5.8806
-0.1367,-1.4997,-5.9485,2.5139,1.7898,-3.2812
0.1715,-1.7594,-13.8567,5.9871,5.0711,-4.3864
-0.6108,-3.3605,-18.8375,9.1898,10.1422,-3.4769
-5e-04,-1.1802,-5.5278,2.3963,1.4915,-2.8207
0.0313,-0.7869,-5.4915,2.7327,1.4915,-2.0229
0.1686,-0.7006,-9.2658,2.8262,2.3864,-4.5852
0.9839,-1.0444,-7.441,3.6557,2.983,-0.8628
0.4003,-2.3053,-7.4931,3.8343,2.6847,-2.8792
-1.5207,-1.5319,-8.5335,4.7013,2.6847,-4.2001
-0.8883,-1.3982,-4.805,2.6951,1.4915,-2.9049
0.1797,-1.006,-5.4801,2.9392,1.7898,-1.5773
-0.0272,-0.903,-9.3381,2.857,2.3864,-5.025
4.6804,-0.5317,-8.8311,3.5868,2.0881,0.9924
1.5781,-0.63,-6.6914,3.1829,1.7898,-0.7705
4.2479,-0.5541,-7.7764,3.4722,2.0881,1.4777
-0.4207,-0.011,-12.7814,2.2256,4.4745,-6.513
-0.3529,-1.9154,-19.594,6.5279,9.2473,-6.0872
-0.0489,-0.5684,-15.4063,2.5904,5.966,-7.4672
3.1513,-0.1083,-10.0891,3.8891,2.3864,-0.7705
2.6367,-0.8028,-9.9756,3.8677,2.6847,-1.5893
2.4379,-0.0092,-10.515,4.1052,2.6847,-1.2964
3.0207,-0.2803,-3.835,2.0576,0.5966,1.5596
1.2528,-0.1601,-5.1842,1.2155,0.8949,-1.9811
1.2423,-0.1673,-5.1818,1.2183,0.8949,-1.9935
-0.3873,-1.5932,-6.5488,2.2468,0.8949,-5.3876
-1.1526,-0.6693,-7.6401,3.0278,1.1932,-5.241
-1.2713,-0.5963,-5.1166,1.9557,0.2983,-4.7302
-0.1315,-0.207,-7.7652,1.8045,0.8949,-5.4043
-2.0977,-0.006,-15.8857,3.5125,2.983,-11.4939
0.0142,-0.1059,-9.8666,1.4864,1.1932,-7.2786
-0.1489,-1.7595,-8.0417,2.2845,2.0881,-5.5775
-0.0518,-0.8569,-10.026,1.8519,2.0881,-6.9947
0.0366,-0.6083,-14.5499,3.3735,3.2813,-8.4668
1.7807,-0.0014,-3.4689,0.9978,0.2983,-0.3935
0.4359,-1.1552,-7.308,1.8353,1.1932,-4.9987
1.098,-0.9398,-8.4172,3.1024,1.7898,-3.3667
-2.0375,-0.5617,-6.8235,1.8472,1.1932,-6.3822
-1.916,-0.1343,-10.6766,2.2054,2.3864,-8.135
-1.7281,-0.436,-13.1754,2.4443,2.6847,-10.2105
0.2148,-1.0472,-15.9903,7.0326,7.1592,-2.6309
-1.1841,-2.6297,-19.8612,7.9706,9.5456,-6.1587
-1.516,-0.8616,-19.7198,5.6577,7.4575,-8.9822
1.1655,-0.3783,-7.2919,2.4077,0.8949,-3.2021
3.1221,-0.0017,-8.5473,2.2838,0.5966,-2.5466
-1.1961,-0.004,-6.8735,1.2163,0.2983,-6.559
3.8041,-0.2392,-6.6767,2.6045,1.1932,0.6858
2.1511,-0.0348,-13.9109,3.5919,4.7728,-3.4299
3.8592,-0.4185,-18.0775,4.0459,4.7728,-5.8181
-1.2423,-0.5213,-14.0067,2.9874,5.6677,-7.1153
-0.1793,-1.3556,-21.1144,5.0331,7.7558,-9.8605
0.4625,-0.9254,-16.6168,3.3877,7.1592,-6.5329
0.9811,-0.4816,-16.3427,3.2649,5.0711,-7.5072
-0.2944,-0.6881,-13.1684,2.7979,4.4745,-6.8784
0.4485,-0.9346,-11.0043,2.4516,2.983,-6.0558
1.0867,-1.1353,-8.0461,3.7904,1.4915,-2.8127
1.0917,-1.2142,-7.9887,3.6134,1.4915,-3.0063
1.3649,-1.5281,-8.0776,3.8023,1.4915,-2.9472
-2.0541,-1.8063,-4.4662,1.8087,1.4915,-5.0263
2.33,-0.7161,-14.7872,3.5795,3.8779,-5.716
2.2755,-1.2377,-14.0843,3.8127,4.1762,-5.0576
-1.2337,-1.402,-7.0525,3.7436,2.0881,-3.8565
-1.3478,-1.1983,-8.6111,4.3487,2.3864,-4.4222
-2.0419,-2.1561,-6.7227,3.3316,1.7898,-5.7994
3.1725,-0.4361,-7.374,3.831,2.0881,1.2815
2.0816,-1.7442,-6.1913,3.6857,1.7898,-0.3784
5.972,-0.7357,-5.7224,3.5255,1.7898,4.8291
1.988,-0.0476,-5.1064,1.4482,1.1932,-0.5246
3.4003,-0.9453,-12.497,3.6457,3.5796,-2.8167
3.2314,-0.4585,-15.4341,3.2148,4.4745,-4.9719
-2.6834,-1.3612,-7.1472,2.3693,1.1932,-7.6294
3.7493,-0.6064,-12.4144,6.4494,3.2813,0.4592
1.0421,-1.106,-9.0272,2.7965,1.4915,-4.8032
-0.0729,-0.6248,-7.7037,2.2659,0.2983,-5.8372
-1.1618,-0.0546,-11.3743,2.878,1.7898,-7.9229
-0.1591,-0.3574,-12.8102,2.9156,2.6847,-7.7264
0.206,-0.1288,-11.3863,2.6552,1.7898,-6.864
0.2299,-0.1515,-11.3849,2.871,1.7898,-6.6457
-2.1385,-0.8533,-11.8987,3.0935,0.8949,-10.9022
-0.3133,-1.5206,-10.6973,4.8414,2.983,-4.7068
-1.7235,-0.5634,-7.1031,2.5818,0.8949,-5.9134
-0.0559,-0.8024,-10.3001,1.9758,2.0881,-7.0945
-1.0974,-0.4958,-3.8367,1.7397,0.5966,-3.0936
-2.6936,-0.8884,-3.1629,1.9003,0.2983,-4.5462
1.283,-0.8222,-6.3052,1.8317,0.5966,-3.4161
-0.1046,-0.6155,-4.2515,1.855,0,-3.1166
1.9293,-1.5196,-7.708,3.6312,2.0881,-1.5789
-1.0851,-0.945,-6.8279,3.4643,1.4915,-3.9023
-0.2057,-0.9759,-5.9778,2.6325,1.1932,-3.3337
0.4678,-0.8675,-6.4992,2.837,1.1932,-2.8689
-0.1786,-0.7431,-5.9584,2.6334,1.1932,-3.0535
0.8023,-0.0479,-11.3634,1.6939,1.1932,-7.7219
0.7406,-0.1301,-11.7761,1.6753,1.1932,-8.2969
0.7832,-0.2773,-9.7062,0.4999,1.1932,-7.5071
1.5281,-0.5056,-6.6659,1.3556,0.8949,-3.3929
3.0985,-0.4595,-11.134,3.812,2.6847,-1.9983
4.0431,-0.6021,-12.4579,3.9759,3.5796,-1.4614
-0.0769,-0.9233,-4.0178,1.3535,0.5966,-3.0678
0.0625,-1.0596,-9.7602,3.0114,1.7898,-5.9562
-0.5225,-1.3314,-11.6666,3.6597,2.3864,-7.4743
0.1918,-0.0518,-7.1701,1.3506,1.1932,-4.4865
-0.0461,-0.6265,-7.6864,1.5863,1.1932,-5.5795
-0.5185,-0.3106,-13.7861,2.0475,2.6847,-9.8829
-2.481,-1.4379,-4.1096,2.0765,0.8949,-5.0571
-0.059,-0.5521,-7.775,1.6671,0.8949,-5.824
0.2963,-0.4293,-10.9266,2.2953,2.0881,-6.6762
-1.7226,-0.8038,-10.9764,2.9499,2.0881,-8.4649
0.0398,-0.0805,-12.1234,2.2772,1.7898,-8.0971
-0.0117,-0.1397,-13.8557,3.1309,2.3864,-8.4898
-0.1465,-0.0278,-11.2624,1.8766,2.6847,-6.8754
-3.0068,-1.3727,-13.817,3.9789,5.966,-8.2516
2.2393,-0.0258,-18.219,2.8631,5.3694,-7.773
0.0724,-0.5281,-9.1453,3.2776,1.4915,-4.832
1.6217,-1.0994,-12.5399,4.149,2.983,-4.8856
3.0015,-1.2108,-14.342,5.2807,2.983,-4.2876
3.5846,-0.7933,-8.5853,4.0195,1.7898,0.0153
0.8587,-1.6297,-9.0951,4.4417,1.7898,-3.6346
2.0309,-1.9626,-8.4978,4.508,1.7898,-2.1317
2.9044,-0.6982,-4.4063,2.8436,1.4915,2.1349
4.489,-0.5699,-3.7456,2.4628,0.8949,3.5312
1.3797,-1.3281,-4.4856,2.4643,1.1932,-0.7766
-0.0421,-0.7006,-3.9832,1.3075,0.5966,-2.8219
-0.0272,-0.7514,-4.0551,1.3599,0.5966,-2.8772
0.2474,-0.01,-12.1182,1.5113,1.1932,-9.1763
-3.0624,-0.8189,-5.0031,1.0356,1.4915,-6.3573
-0.0156,-1.0412,-12.115,3.096,3.2813,-6.7945
0.0614,-1.3641,-9.5832,2.4456,1.4915,-6.9487
0.0088,-0.7604,-3.9212,2.0496,0,-2.6232
0.2807,-0.4944,-7.8072,2.9491,1.7898,-3.282
0.2424,-0.2889,-9.5688,2.741,1.7898,-5.0845
-0.9387,-0.6198,-13.2402,2.8182,3.5796,-8.4009
-1.365,-0.6105,-13.0404,3.4777,3.2813,-8.2568
-0.5713,-0.3257,-12.4984,2.5116,4.1762,-6.7076
-0.0558,-1.2594,-7.6095,3.3492,1.4915,-4.0839
0.3561,-0.9933,-7.3448,3.4587,1.4915,-3.0317
-0.2495,-1.5145,-7.4249,3.6038,1.7898,-3.7953
1.6156,-0.0317,-5.3203,1.3429,0.8949,-1.4986
0.5298,-0.6377,-4.3422,1.5534,0.5966,-2.3002
0.9982,-0.926,-5.4418,1.7498,0.5966,-3.0233
0.301,-0.8674,-21.9889,6.9172,8.949,-6.6891
1.2704,-0.336,-11.2469,2.6448,1.7898,-5.8778
1.5647,-0.3148,-9.1464,2.3841,0.8949,-4.6176
0.8183,-0.8749,-7.9473,1.6323,1.7898,-4.5819
0.5695,-1.8904,-13.5587,5.0621,5.6677,-4.1498
-0.2318,-1.597,-12.7148,3.8293,4.1762,-6.5382
0.0974,-7e-04,-8.6385,1.2981,1.1932,-6.0505
0.1194,-8e-04,-8.0495,1.1387,1.1932,-5.599
-0.9073,-0.5205,-10.3599,1.3747,1.7898,-8.6232
-0.2668,-2.3095,-8.1675,3.0609,2.6847,-4.9982
2.6919,-0.2027,-8.6355,1.9091,2.0881,-2.1491
2.6647,-0.3495,-8.6371,1.9656,2.0881,-2.2681
-0.3267,-0.9733,-11.0989,4.5096,2.983,-4.9062
-1.2413,-1.2925,-12.561,4.716,2.983,-7.3958
-1.0887,-1.3058,-12.2016,4.4607,2.983,-7.1524
-0.2148,-2.1368,-19.7933,7.5191,7.7558,-6.87
0.9978,-0.8796,-6.9775,2.3909,1.4915,-2.9769
1.1741,-0.9978,-7.0579,2.4469,1.4915,-2.9432
0.803,-0.7413,-9.0135,3.4505,1.7898,-3.7115
2.7216,-0.8193,-10.1666,5.0752,2.6847,-0.5045
3.4996,-2.0308,-15.3252,7.1262,4.7728,-1.9575
2.3019,-0.5297,-11.095,5.5586,2.3864,-1.3779
2.4507,-1.0564,-10.2347,5.44,2.0881,-1.3122
4.1076,-0.8426,-18.9956,9.2889,6.5626,0.1208
0.719,-0.0042,-8.8889,0.4975,2.3864,-5.2903
0.1703,-0.059,-5.2793,0.5568,0.2983,-4.313
0.0899,-0.1411,-8.7984,1.8149,0.8949,-6.1399
1.72,-5e-04,-4.5367,1.1993,0.5966,-1.0212
-0.0154,-0.3673,-9.0191,1.7861,1.7898,-5.826
-0.1845,-0.5978,-16.6931,5.0998,7.1592,-5.2165
2.169,-0.5926,-15.1668,4.0692,5.6677,-3.8535
2.219,-0.4717,-15.0247,3.8182,5.6677,-3.7915
5.5332,-0.7871,-14.9104,5.2208,5.6677,0.7241
3.3356,-1.2014,-9.664,4.5451,3.8779,0.8932
-0.0476,-0.2009,-13.2131,2.3948,4.1762,-6.8905
0.0585,-0.1276,-16.3316,2.3481,4.4745,-9.578
0.0225,-1.0471,-3.6571,0.774,0.8949,-3.0128
-0.0656,-0.3838,-7.3834,1.0252,0,-6.8076
-0.0953,-0.1255,-8.6568,1.3521,2.6847,-4.8408
1.4858,-0.9919,-8.9935,4.0755,2.0881,-2.336
-0.5073,-1.4395,-8.3022,4.6739,2.0881,-3.487
0.7119,-0.2835,-9.2215,4.5846,2.0881,-2.1204
0.2075,-0.722,-10.6518,3.851,2.0881,-5.2272
-0.1754,-0.3342,-7.7804,2.3903,1.4915,-4.4081
-0.8534,-0.5288,-7.5968,1.245,4.4745,-3.2595
-0.8863,-0.6597,-8.7429,2.9065,2.3864,-4.9961
-0.4661,-1.1884,-8.6716,2.5059,1.4915,-6.3287
-0.439,-0.8596,-8.9174,2.4454,1.4915,-6.279
-1.1487,-0.9181,-5.1844,2.2861,1.1932,-3.7719
-0.8528,-0.5982,-5.1778,2.0409,0.8949,-3.6931
-0.8417,-0.3036,-3.5984,1.4927,0.5966,-2.6545
0.3717,-0.6349,-6.6072,1.5845,0.2983,-4.9876
0.3392,-0.4426,-10.6148,3.1741,4.4745,-3.0694
-0.0041,-0.625,-7.0775,2.1537,0.5966,-4.9564
-0.1076,-1.7393,-7.2964,3.861,4.1762,-1.106
-0.9677,-3.9303,-10.6206,5.376,5.3694,-4.7731
-0.6729,-3.2333,-10.4328,5.3689,5.6677,-3.3023
-0.1851,-1.3756,-5.3306,2.3114,1.7898,-2.7901
-0.4148,-3.0665,-10.9773,5.6275,5.0711,-3.7602
0.2747,-4.6201,-16.7078,9.5372,10.1422,-1.3738
0.1909,-2.0284,-6.1059,2.169,1.4915,-4.2829
-0.1775,-1.2759,-5.5033,2.6834,1.4915,-2.7819
0.0068,-0.7755,-8.3447,3.3184,2.3864,-3.4085
-0.668,-1.4016,-7.2183,4.1795,2.983,-2.1254
-0.259,-1.7955,-7.3024,4.5565,2.6847,-2.1158
-0.6844,-1.7838,-8.4241,4.7091,2.6847,-3.4985
0.4697,-0.4306,-4.7644,2.8704,1.4915,-0.3634
0.203,-1.7931,-5.5861,2.7813,1.7898,-2.6052
0.1092,-1.2676,-7.5775,3.0801,2.3864,-3.2695
-1.8109,-1.3711,-8.5676,4.4687,2.0881,-5.1928
-1.3219,-1.0385,-6.165,3.5582,1.7898,-3.1773
-2.4868,-1.2285,-7.2487,4.1225,2.0881,-4.7533
0.1369,-0.3675,-13.1698,4.1029,4.4745,-4.823
-3.1077,-3.7897,-18.34,7.768,9.2473,-8.2222
-0.2365,-1.4789,-14.4883,4.2384,5.966,-5.9994
-1.6683,-0.1563,-9.1402,4.2044,2.6847,-4.0758
-1.7825,-0.8985,-8.6369,4.3498,2.6847,-4.2834
-1.8162,-0.6717,-8.6936,4.3667,2.6847,-4.1301
-1.603,-0.7064,-3.6173,2.2453,0.5966,-3.0848
-0.0054,-0.8882,-4.538,1.3749,0.8949,-3.1617
-0.0197,-0.8963,-4.5313,1.3739,0.8949,-3.1786
0.0094,-1.0976,-6.5114,2.419,0.8949,-4.2857
0.0819,-1.642,-7.437,3.752,1.1932,-4.0519
0.0931,-1.4819,-4.5047,2.2825,0.2983,-3.3128
0.105,-0.1056,-7.0089,2.1123,0.8949,-4.0023
0.4121,-0.3128,-13.2501,4.3232,2.983,-5.8446
0.0122,-0.0519,-9.2878,2.2357,1.1932,-5.8985
0.1095,-0.7279,-7.8537,2.7453,2.0881,-3.6388
-0.1838,-0.3974,-8.8694,2.4212,2.0881,-4.9413
-0.0689,-1.4424,-12.1354,4.1101,3.2813,-6.2553
-0.8886,-0.8811,-3.6526,1.3746,0.2983,-3.7494
-1.0627,-0.9923,-6.8906,2.484,1.1932,-5.2683
-1.595,-1.9232,-7.721,3.4958,1.7898,-5.9535
-0.4596,-0.4465,-6.6846,2.1783,1.1932,-4.2193
0.4553,-0.6272,-10.6032,2.9096,2.3864,-5.4791
-0.1288,-0.68,-11.1902,3.6326,2.6847,-5.6816
-0.5937,-3.638,-17.9068,8.9305,7.1592,-6.0487
0.5661,-2.7512,-17.9735,8.5022,9.5456,-2.1109
-0.4286,-2.3919,-20.2818,7.5502,7.4575,-8.0947
-0.6238,-1.4903,-6.7901,2.9662,0.8949,-5.0431
-0.7904,-1.3803,-7.4549,3.0549,0.5966,-5.9741
0.6036,-0.2485,-7.0951,2.123,0.2983,-4.3188
-1.1566,-0.3037,-5.9432,2.8616,1.1932,-3.3487
-0.1211,-0.9833,-11.542,5.2231,4.7728,-2.6505
-2.0651,-2.2455,-15.6884,6.3138,4.7728,-8.9124
1.7065,-1.1451,-11.0974,4.5715,5.6677,-0.2968
-0.0836,-1.1584,-17.78,5.6135,7.7558,-5.6527
-0.3373,-2.2998,-13.8402,5.3814,7.1592,-3.9367
-0.6378,-1.3537,-12.2804,4.2202,5.0711,-4.9807
-0.2433,-0.885,-12.0151,3.9292,4.4745,-4.7397
-0.6052,-1.0731,-10.8647,3.9073,2.983,-5.6527
-1.1869,-1.0266,-7.985,4.2871,1.4915,-4.42
-1.4154,-1.3144,-8.0647,4.2625,1.4915,-5.0405
-1.1795,-0.9209,-7.775,4.2216,1.4915,-4.1623
0.2643,-0.6435,-4.4434,1.8134,1.4915,-1.5177
-1.6762,-0.6908,-12.274,4.9053,3.8779,-5.8578
-1.8398,-1.3944,-11.037,4.3372,4.1762,-5.7579
0.5724,-1.1494,-6.3468,3.6907,2.0881,-1.145
0.4708,-2.5864,-6.9447,4.2141,2.3864,-2.4598
0.0027,-1.4709,-6.1165,3.398,1.7898,-2.3968
-1.8707,-0.2871,-6.7341,3.9949,2.0881,-2.809
-1.6764,-1.5175,-6.3003,3.9222,1.7898,-3.7822
-2.5812,-1.788,-6.3579,4.0713,1.7898,-4.8661
-0.5442,-0.7231,-5.281,1.9458,1.1932,-3.4094
-1.6729,-1.4146,-10.4743,4.2706,3.5796,-5.7117
-1.5078,-0.6741,-12.3899,4.4998,4.4745,-5.5975
-1.0489,-1.3629,-7.4669,2.5633,1.1932,-6.1221
-2.3374,-2.1422,-10.2197,6.1736,3.2813,-5.2445
-1.1198,-1.9162,-9.3521,3.3889,1.4915,-7.5077
-0.0208,-1.0236,-5.9485,2.1597,0.2983,-4.5349
0.3936,-0.9603,-9.8579,4.164,1.7898,-4.4708
-0.2659,-0.567,-10.9022,4.0636,2.3864,-5.2852
-0.0119,-0.5384,-8.0275,2.6021,1.7898,-4.1859
-0.0273,-0.7501,-7.803,3.1927,1.1932,-4.1944
-1.2576,-0.3785,-8.5573,3.2023,0.8949,-6.0962
-0.7969,-3.4171,-9.6136,5.3065,3.2813,-5.2399
0.6723,-0.507,-6.2623,2.8099,0.8949,-2.3922
0.089,-0.3919,-8.514,2.3355,2.0881,-4.3933
-0.697,-0.9949,-3.7661,1.8201,0.5966,-3.0413
-1.3734,-1.4788,-3.8167,1.871,0.2983,-4.4996
-0.9474,-0.9903,-6.4486,2.4457,0.5966,-5.3441
-0.218,-1.2934,-5.3567,2.2495,0,-4.6186
-1.3528,-1.7445,-8.8743,4.2789,2.0881,-5.6045
0.1587,-0.6036,-6.5998,3.5107,1.4915,-2.0425
-0.068,-1.4825,-5.5895,3.1784,1.1932,-2.7685
-0.412,-0.666,-6.2751,3.3865,1.1932,-2.7734
-0.1297,-1.6647,-5.6771,3.1985,1.1932,-3.0798
0.4507,-0.5597,-8.831,2.4869,1.1932,-5.26
0.0649,-0.7072,-9.5451,2.4386,1.1932,-6.5556
-0.1443,-0.7001,-9.3371,1.7642,1.1932,-7.2241
-0.9848,-1.0132,-6.9775,2.1503,0.8949,-5.9303
-2.3647,-1.4627,-9.6776,4.3858,2.6847,-6.4345
-1.1186,-0.4738,-10.0829,4.5549,3.5796,-3.5408
0.0219,-0.2157,-4.2307,1.6759,0.5966,-2.1519
0.0013,-0.9414,-7.9615,3.4442,1.7898,-3.6676
0.6898,-2.0931,-11.6783,4.379,2.3864,-6.3162
-0.0159,-0.9004,-5.975,1.7765,1.1932,-3.9216
0.0318,-0.2819,-6.361,1.4975,1.1932,-3.9205
0.0788,-0.5133,-10.8927,2.5247,2.6847,-6.1178
-0.9533,-1.4807,-5.0278,2.2869,0.8949,-4.28
-0.2343,-1.5448,-6.9823,2.2582,0.8949,-5.6084
-0.0571,-0.8204,-10.022,2.5538,2.0881,-6.2576
0.2249,-0.9732,-8.0798,3.2014,2.0881,-3.5387
-0.0651,-0.7068,-9.3346,2.7985,1.7898,-5.5182
-0.0421,-0.3321,-12.3807,4.158,2.3864,-6.2105
-0.1261,-0.8325,-9.8305,2.9825,2.6847,-5.1219
-0.5807,-1.8242,-11.7963,4.8954,5.966,-3.3398
-0.3804,-0.4271,-14.222,4.1427,5.3694,-5.5174
-0.0638,-1.5399,-8.9355,3.8173,1.4915,-5.2303
-0.9258,-1.4416,-9.8697,4.4641,2.983,-4.7901
-1.5463,-1.8154,-12.029,6.0503,3.5796,-5.7608
-1.3199,-0.6517,-6.9755,3.8647,1.7898,-3.2926
-0.131,-2.3645,-7.7133,4.445,1.7898,-3.974
-1.13,-0.8461,-7.634,4.2003,1.7898,-3.62
-1.8921,-1.1188,-5.1398,3.3118,1.4915,-3.3473
-1.7989,-0.2148,-3.908,2.6415,0.8949,-2.3853
-1.0315,-0.8319,-4.4652,2.7961,1.1932,-2.3393
0.0274,-0.6333,-4.2169,1.3307,0.5966,-2.8954
0.0711,-0.6584,-4.2179,1.6632,0.5966,-2.5454
-0.0126,-0.6909,-11.4268,2.9443,1.1932,-7.9928
-0.2621,-0.5474,-5.0427,1.4781,1.4915,-2.8826
-0.157,-1.3985,-10.6793,3.9946,3.2813,-4.9589
0.0219,-0.355,-8.8804,3.0576,1.4915,-4.6645
-0.0459,-1.1536,-5.2845,2.2611,0,-4.223
-0.0743,-0.8013,-6.4376,2.8576,1.7898,-2.6658
0.1727,-1.0653,-5.9766,2.854,1.7898,-2.2254
0.448,-0.5386,-11.0534,2.979,3.5796,-4.5853
0.1308,-0.4121,-10.2915,3.5968,3.2813,-3.6947
0.146,-0.6844,-10.3279,3.7623,4.1762,-2.9278
-0.1637,-0.8231,-6.6994,3.1643,1.7898,-2.7321
-0.1139,-0.872,-6.5937,3.619,1.4915,-2.4692
-0.0866,-1.2147,-7.1982,3.7906,1.7898,-2.919
-1.0515,-0.6332,-4.5465,1.7878,0.8949,-3.5485
-0.8296,-0.8729,-4.2626,1.706,0.5966,-3.6626
-0.9716,-1.1512,-4.0243,1.9779,0.5966,-3.5725
-0.2385,-2.3091,-17.2369,7.9467,8.949,-2.8888
0.0061,-0.9967,-9.2934,3.4066,1.7898,-5.0876
-0.8948,-1.2023,-6.9205,2.9954,0.5966,-5.4256
-0.9211,-0.1818,-7.2613,2.5322,1.7898,-4.0422
-0.8958,-0.9945,-14.7616,6.4911,5.6677,-4.4932
-1.0891,-1.0289,-10.0861,4.9548,4.1762,-3.0731
-0.0438,-0.3221,-7.8061,1.9583,1.1932,-5.0206
-0.0658,-0.2955,-7.3163,1.7897,1.1932,-4.6946
0.313,-0.6523,-10.4097,2.5118,1.7898,-6.4473
-0.2019,-1.3288,-7.5304,3.5566,2.6847,-2.8197
-1.5515,-0.9924,-8.2451,3.1381,2.0881,-5.5628
-1.3138,-1.0413,-8.6369,3.6303,2.0881,-5.2736
-1.4259,-1.4102,-11.9431,5.5499,2.6847,-6.5445
-0.6894,-2.2461,-11.0786,5.4673,2.983,-5.5637
-1.1821,-1.5567,-10.1003,4.7893,2.983,-5.0669
1.1444,-2.4581,-18.1479,8.5221,7.7558,-3.1836
-0.9054,-1.2569,-6.3953,2.9494,1.4915,-4.1167
-0.3693,-0.9927,-6.3221,2.345,1.4915,-3.8477
-0.8441,-1.5836,-8.8166,4.1915,1.7898,-5.2631
-1.7026,-0.7685,-9.6816,5.3146,2.6847,-4.1535
-2.8263,-2.3869,-14.411,8.1517,4.7728,-6.6997
-1.9022,-1.0797,-9.2888,5.4304,2.3864,-4.4538
-2.7904,-1.415,-7.2577,4.6402,2.0881,-4.7349
-2.9037,-1.8985,-16.9075,9.76,6.5626,-5.3872
-0.8085,-0.3687,-7.4387,1.5937,2.3864,-4.6357
