X1_VDW,X2_HB,X3_HP,X4_HM,X5_HS,X6_RT,Y1_HPScore,Y2_HMScore,Y3_HSScore,Y4_affinity_score
653.64,1.11,104.83,3.22,265.87,6,6.69,6.96,6.55,6.73
562.34,0.87,95.82,1.94,245.81,0,6.6,6.65,6.62,6.63
247.7,1.49,0,0,0,0,4.51,4.71,4.43,4.55
435.8,1.4,18.51,0,52.19,3,5.24,5.16,5.11,5.17
512.57,1.24,12.48,0.3,46.01,4,5.43,5.47,5.29,5.4
772.08,1.07,117.27,4.45,379.64,8,7.15,7.71,7.29,7.39
667.13,1.95,67.69,2.49,281.15,7,6.4,6.72,6.63,6.58
693.24,1.62,114.65,3.76,325.13,9,6.78,7.08,6.71,6.86
455.05,2.61,26.66,0.63,29.61,2,5.52,5.7,5.28,5.5
421.67,2.45,0,0,0,2,5.14,5.31,5.01,5.15
444.28,1.56,0,0,0,2,5.18,5.31,5.04,5.18
304.37,1.73,83.19,1.64,135.47,2,5.38,5.4,5.03,5.27
271.27,2.6,69.17,1.64,105.52,0,5.29,5.55,5.02,5.29
300.59,1.04,40.15,0.97,51.94,0,5.06,5.25,4.81,5.04
1124.14,6.6,85.83,2.68,310.1,24,7.6,7.44,7.39,7.48
541.14,0.85,93.82,2.66,268.6,6,6.13,6.26,6.09,6.16
471.45,0.82,96.91,1.58,204.25,0,6.24,6.15,6.09,6.16
460.81,0.76,44.05,2.53,215.36,4,5.48,6.08,5.73,5.76
722.39,2.64,32.58,2.82,167.38,15,5.85,6.36,5.73,5.98
689.83,2.5,96.43,2.32,284.97,11,6.53,6.41,6.42,6.45
395.13,2.04,47.2,2.92,301.87,4,5.31,6.1,5.9,5.77
409.82,1,64.44,3.76,362.58,4,5.47,6.37,6.13,5.99
550.94,0.23,76.36,1.98,257.2,4,6.1,6.17,6.22,6.16
431.98,4.33,52.77,2.07,197.96,7,5.45,5.85,5.53,5.61
528.19,1.45,77.95,2.7,239.54,3,6.15,6.58,6.23,6.32
509.56,1.05,81.48,2.7,221.24,3,6.09,6.46,6.06,6.2
762.34,2.85,33.78,0.36,108.91,6,6.58,6.46,6.48,6.51
692.6,1.72,17.74,0.36,87.09,6,6.1,6.07,6.03,6.07
742.27,2.64,35.42,0.36,105.09,6,6.51,6.36,6.37,6.41
1014.22,4.34,110.73,2.51,260.3,18,7.63,7.29,7.12,7.35
403.77,1.64,62.72,1.07,120.76,5,5.4,5.28,5.1,5.26
403.97,1.06,63.35,1.07,135.46,5,5.38,5.22,5.11,5.24
513.7,2.08,35.84,0.72,77.5,4,5.69,5.72,5.48,5.63
561.09,3.24,0,0,0,6,5.49,5.56,5.27,5.44
919.09,7.98,24.83,0.92,85.05,14,6.92,7.05,6.67,6.88
569.05,3.81,0,0,0,6,5.56,5.65,5.34,5.52
545,4.35,0,0,0,6,5.49,5.6,5.29,5.46
1097.17,6.64,0,0,0,16,7.21,7.07,6.76,7.02
536.47,1.18,128.12,2.67,395.69,8,6.32,6.09,6.42,6.28
239.73,0.33,40.84,3.19,234.88,0,4.79,5.79,5.25,5.28
427.89,0.17,86.4,3.92,252.77,0,5.94,6.81,6.06,6.27
293.46,0.83,57.02,1.64,94.94,1,5.11,5.36,4.85,5.11
510.27,0,67.34,1.6,310.41,3,5.91,5.94,6.34,6.06
969.15,5.27,160.6,4.68,344.42,16,8.07,8.24,7.53,7.94
856.17,2.08,107.31,2.43,344.61,17,6.91,6.49,6.75,6.72
807.94,3.24,102.88,2.83,347.44,17,6.74,6.57,6.66,6.65
928.62,1.31,112.8,2.22,314.12,16,7.27,6.72,6.95,6.98
505.59,5.02,50.13,1.54,193.97,10,5.58,5.72,5.59,5.63
682.75,3.72,90.32,3.08,306.35,9,6.64,6.99,6.75,6.79
807.01,1.83,103.78,3.98,340.61,9,7.15,7.65,7.24,7.35
175.94,1.85,16.43,0,102.84,2,4.27,4.26,4.4,4.31
510.5,0.5,49.09,1.06,296.31,0,5.95,6.07,6.59,6.2
661.55,2.61,50.46,5.17,272.43,6,6.32,7.9,6.71,6.98
451.64,3.03,0,0,0,4,5.17,5.29,5,5.15
404.14,3.66,0,0,0,4,5.01,5.17,4.85,5.01
475.62,2.22,0,0,0,4,5.22,5.31,5.03,5.19
413.34,1.43,52.22,5.11,308.29,5,5.34,6.86,5.87,6.02
444.14,1.87,92.37,2.8,260.17,3,5.97,6.33,6.01,6.1
448.9,0.79,131.05,4.22,326.38,15,5.54,5.62,5.14,5.43
529.93,1.06,82.59,4.28,253.94,5,6.06,6.96,6.09,6.37
467.27,1.24,80.63,3.55,180.36,0,6.1,6.94,6.01,6.35
466.98,2.55,84.81,3.85,204.06,0,6.21,7.18,6.2,6.53
309.61,2.41,49.02,1.31,102.19,2,5.13,5.36,4.97,5.15
329.55,1.59,47.76,1.31,104.98,2,5.15,5.36,5,5.17
217.95,0.17,37.78,0.67,87.73,2,4.54,4.52,4.38,4.48
367.9,1.53,75.77,1.42,232.03,0,5.68,5.74,5.84,5.75
612,0.15,128.53,5.98,307.87,15,6.14,6.89,5.67,6.23
374.41,0.71,84.26,3.32,296.6,1,5.67,6.33,5.97,5.99
455.12,3.06,69.03,2.15,100.35,10,5.44,5.56,4.87,5.29
533.37,4.2,78.51,3.33,196.46,13,5.71,6.15,5.38,5.75
481.31,4.09,74.29,3.75,180.77,14,5.4,6,5.01,5.47
289.19,3.68,0,0,0,2,4.67,4.9,4.57,4.72
589.95,3.52,0,0,0,8,5.5,5.51,5.22,5.41
1001.14,6.35,18.63,1.04,46.87,15,7.04,7.16,6.63,6.95
270.61,3.62,0,0,0,2,4.6,4.82,4.49,4.64
343.57,0.25,0,0,0,1,4.77,4.87,4.63,4.76
476.74,1.57,64.79,0.67,175.16,4,5.77,5.51,5.69,5.66
402.1,2.49,16.03,0.36,95.62,5,5.02,5.08,5.05,5.05
410.81,3.79,15.07,0,82.48,4,5.18,5.21,5.22,5.2
459.36,3.17,11.61,0.27,59.18,5,5.25,5.34,5.18,5.26
244.84,3.66,0,0,0,1,4.56,4.82,4.48,4.62
324.19,1.41,0,0,0,1,4.75,4.91,4.64,4.77
419.61,1.33,53.58,1.98,130.43,4,5.43,5.76,5.26,5.48
517.48,3.44,59.14,1.58,156.63,5,5.92,6.11,5.83,5.95
351.59,3.85,21.22,0.86,69.08,4,5,5.31,4.93,5.08
359.06,2.52,22.83,1.39,120.47,5,4.91,5.31,4.98,5.07
826.39,2.68,187.11,7.25,404.91,10,7.97,8.98,7.55,8.17
1158.41,5.77,188.22,6.12,457.37,23,8.68,8.92,8.14,8.58
682.55,3.8,120.34,5.66,435.5,15,6.54,7.42,6.73,6.9
503.45,4.42,28.71,0,165.75,8,5.46,5.25,5.61,5.44
459.73,6.36,25.37,0.83,129.98,8,5.36,5.59,5.43,5.46
459.18,1.73,33.62,0.83,145.4,8,5.19,5.12,5.15,5.15
166.44,2.31,18.07,0.27,45.41,0,4.39,4.57,4.34,4.44
306.11,1.96,96.85,1.98,175.89,3,5.46,5.46,5.13,5.35
305.77,1.76,96.97,1.98,177.36,3,5.45,5.44,5.12,5.34
381.53,1.57,70.98,1.24,157.37,3,5.51,5.44,5.33,5.43
429.6,1.95,25.26,1.27,61.2,3,5.31,5.68,5.16,5.38
314.79,0.39,69.82,1.64,117.5,0,5.35,5.5,5.09,5.31
392.87,0.56,82.25,3.59,277.09,0,5.78,6.59,6.05,6.14
782.09,0.95,85.3,2.99,183.96,5,7.08,7.46,6.81,7.12
447.74,0.07,93.42,5.94,349.23,0,6.08,7.66,6.52,6.75
404.96,1.7,62.44,2.34,120.92,4,5.47,5.88,5.2,5.51
430.52,1.75,86.97,3.6,166.41,4,5.8,6.47,5.48,5.92
718.08,1.99,99.68,2.99,233.73,7,6.89,7.12,6.65,6.89
219.13,1,28.05,0.67,60.16,0,4.62,4.81,4.52,4.65
317.56,0.59,38.19,2.01,129.99,0,5.09,5.67,5.16,5.31
365.14,3.21,28.97,1.01,82.25,0,5.34,5.74,5.35,5.48
346.37,2.48,53.76,1.94,184.54,2,5.32,5.76,5.45,5.51
561,0.99,138.82,4.73,264.5,5,6.68,7.26,6.25,6.73
655.67,2.3,107.6,4.93,213.5,3,6.97,8.04,6.7,7.24
914.58,5.87,60.96,3.37,292.58,18,6.87,7.38,6.97,7.07
1162.95,6.24,179.68,6.73,365.47,24,8.58,9.12,7.74,8.48
1101.2,8.12,172.23,6.01,543.14,20,8.61,9.18,8.7,8.83
394.29,2.19,58.22,2.28,104.81,0,5.66,6.25,5.48,5.8
473.93,1.96,103.92,3.58,183.62,2,6.26,6.85,5.92,6.34
256.88,0.12,36.74,3.36,202.23,0,4.81,5.91,5.17,5.29
367.04,2.41,31.28,0.97,48.88,3,5.14,5.36,4.9,5.13
728.2,5.24,95.96,3.92,262.45,13,6.71,7.27,6.5,6.83
925.95,3.37,197.67,8.15,387.22,10,8.5,9.8,7.93,8.74
690.94,2.68,128.24,6.25,353.25,14,6.65,7.66,6.44,6.92
1005.48,5.96,137.57,7.36,424.03,19,7.86,9.2,7.77,8.28
925.43,4.43,176.93,7.16,560.5,18,7.88,8.74,7.98,8.2
781.58,2.33,151.26,5.19,391.28,15,7.14,7.48,6.84,7.15
615.41,3.01,109.01,4.96,364.29,11,6.38,7.19,6.48,6.68
661.29,1.44,109.19,5.38,346.87,9,6.6,7.57,6.66,6.94
412.35,3.44,16.38,0.7,51.92,4,5.18,5.45,5.08,5.23
422.79,3.52,15.55,0.7,52.48,4,5.22,5.49,5.13,5.28
407.94,4.18,10.41,0.36,47.28,4,5.15,5.37,5.09,5.2
234.08,1.74,29.75,1.18,118.77,3,4.56,4.85,4.6,4.67
604.18,1.27,120.82,4.49,266.41,10,6.4,6.88,6,6.43
613.06,2.39,121.25,5.36,319.89,12,6.38,7.17,6.15,6.57
377.62,3.89,0,0,0,2,5.04,5.28,4.94,5.09
404.33,4.73,0,0,0,2,5.19,5.47,5.11,5.26
303.96,3.51,5.71,0.36,22.66,2,4.78,5.08,4.71,4.86
284.09,3.46,0,0,0,7,4.34,4.37,4.09,4.27
293.6,3.26,6.25,0,30.88,5,4.54,4.59,4.41,4.51
294.11,2.53,6.28,0,30.63,5,4.51,4.51,4.36,4.46
268.58,0.55,63.94,1.98,128.31,3,4.94,5.17,4.69,4.93
563.77,1.61,94.7,4.49,195.45,11,5.96,6.66,5.49,6.04
694.76,1.92,120.92,5.78,286.81,12,6.68,7.61,6.31,6.87
386.71,1.48,49.02,1.92,123.01,3,5.33,5.71,5.2,5.41
567.2,5.85,0,0,0,8,5.54,5.65,5.3,5.5
429.85,1.06,44.26,1.95,151.18,0,5.62,6.15,5.73,5.83
303.17,0.15,65.11,2.61,129.25,0,5.25,5.81,5.07,5.37
527.67,2.99,50.06,3.27,124.18,3,5.98,6.95,5.88,6.27
595.2,1.27,54.75,3.41,140.26,8,5.89,6.62,5.64,6.05
430.63,1.97,67.32,3.29,169.43,2,5.75,6.57,5.69,6
432.5,1.5,76.01,3.25,204.45,2,5.81,6.51,5.81,6.04
580,1.52,75.95,3.27,220.43,3,6.34,7.01,6.37,6.58
515.96,3.51,16.15,0.61,41.83,7,5.41,5.54,5.19,5.38
377.73,2.07,31.95,2.52,149.52,0,5.35,6.26,5.59,5.73
530.52,0.68,104.66,4.67,283.27,3,6.36,7.27,6.36,6.66
257.17,0.98,62.11,1.43,126.49,1,5.02,5.15,4.84,5.01
164.16,2.52,0,0,0,0,4.23,4.48,4.17,4.29
363.26,0.36,63.17,2.63,168.49,0,5.48,6.07,5.48,5.68
221.42,2,0,0,0,0,4.43,4.65,4.36,4.48
445.8,4.06,21.64,0.72,56.27,6,5.27,5.46,5.09,5.27
354.6,2.32,4.46,0,1.17,2,4.9,5.03,4.74,4.89
334.67,1.91,43.06,0.56,95.03,3,5.09,5.03,4.92,5.01
331.02,1.74,27.74,0.65,90.08,3,4.93,5.03,4.87,4.94
315.52,1.99,33.01,0.56,93.04,3,4.92,4.96,4.84,4.91
496.6,0.46,138.49,7.93,253.17,2,6.58,8.48,6.18,7.08
514.51,0.38,142.79,7.93,268.52,0,6.8,8.73,6.49,7.34
589.58,0.47,174.87,5.97,365.08,0,7.4,8.28,7.18,7.62
343.08,2.53,69.03,2.27,173.28,1,5.51,5.98,5.49,5.66
471.64,2.52,52.92,2.72,120.21,5,5.64,6.28,5.43,5.78
570.64,3.78,65.83,2.36,186.48,8,6.03,6.37,5.91,6.1
252.89,1,80.25,1.98,142.88,0,5.23,5.45,4.98,5.22
535.09,3.17,89.24,2.42,235.41,2,6.43,6.77,6.46,6.56
568.21,2.03,92.7,4.51,175.78,1,6.6,7.69,6.36,6.88
381.55,3.1,59.68,0.96,175.04,2,5.55,5.58,5.6,5.58
393.86,2.27,67.39,1.72,210.7,2,5.62,5.85,5.73,5.73
572.06,0.58,96.76,5.63,249.69,6,6.27,7.51,6.12,6.63
241.5,0.37,17.48,0,26.64,2,4.46,4.38,4.25,4.36
333.39,1.03,69.43,2.97,137.72,1,5.39,6.06,5.2,5.55
531.23,0.95,114.51,4.15,234.73,4,6.4,7.01,6.1,6.5
454.31,1.42,61.58,1.98,125.63,4,5.65,5.91,5.39,5.65
516.94,2.03,65.66,3.61,186.35,2,6.09,7.04,6.11,6.41
583.78,0.61,50.15,3.93,148.15,3,6.08,7.19,6.03,6.43
538.63,3.73,122.29,3.29,241.89,6,6.53,6.79,6.18,6.5
602.74,4.25,112.64,4.85,241.61,17,6.06,6.63,5.49,6.06
802.26,2.04,166.77,9.84,355.65,13,7.47,9.53,6.94,7.98
468.07,2.75,67.29,1.94,162.38,0,6.07,6.47,6.05,6.2
518.94,3.15,49.86,2.19,173.8,6,5.77,6.23,5.79,5.93
671.29,1.92,92.53,4.13,137.65,5,6.76,7.56,6.25,6.86
397.69,4.43,7.83,0.34,27.02,4,5.1,5.35,4.99,5.15
423.72,2.81,0,0,0,4,5.04,5.16,4.87,5.02
412.26,4.7,0.83,0,2.74,4,5.11,5.3,4.97,5.13
255.79,3.75,0,0,0,3,4.48,4.68,4.36,4.51
195.1,3.98,0,0,0,3,4.25,4.46,4.13,4.28
212.25,1.32,0,0,0,3,4.18,4.26,4,4.15
243.2,1.92,54.97,1.01,123.38,0,5.01,5.13,4.93,5.02
256.09,0.39,84,1.98,137.94,0,5.24,5.4,4.93,5.19
652.39,1,121.43,3.64,237.86,1,7.14,7.59,6.87,7.2
301.04,1.06,99.65,1.98,179.58,4,5.36,5.26,4.97,5.19
511.4,1.78,88.04,3.85,169.97,6,6.01,6.7,5.64,6.12
485.36,0.87,122.51,5.52,217.85,0,6.53,7.73,6.2,6.82
254.01,0.83,0,0,0,0,4.5,4.67,4.4,4.52
419.29,1.47,16.97,0.63,56.44,3,5.17,5.35,5.07,5.19
394.04,3.69,21.56,0.68,31.8,4,5.17,5.39,4.94,5.17
586.03,1.86,111.03,5.55,341.57,8,6.4,7.47,6.45,6.77
554.77,1.78,80.75,3.1,270.96,7,6.06,6.49,6.13,6.22
590.61,2.24,94.2,4.28,255.76,9,6.22,6.94,6.07,6.41
347.33,2.38,16.69,0.63,26.79,2,4.99,5.25,4.82,5.02
365.76,3.11,0,0,0,2,4.95,5.15,4.84,4.98
358.93,4.12,0,0,0,2,4.98,5.23,4.88,5.03
290.43,1.29,63.85,1.64,125.32,2,5.12,5.3,4.91,5.11
271.82,0.8,61.36,1.64,109.04,0,5.12,5.37,4.91,5.13
258.53,1.98,19.93,0.97,43.71,0,4.76,5.18,4.68,4.87
1069,5.14,100,2.96,293.15,24,7.43,7.18,6.99,7.2
575.64,2.08,102.12,4.64,207.97,6,6.41,7.29,6.07,6.59
468.98,0.33,59.78,2.25,168.85,0,5.87,6.35,5.9,6.04
437.52,0.61,101.41,3.26,231.99,4,5.89,6.25,5.69,5.95
701.12,2.3,67.87,3.8,152.06,15,6.07,6.62,5.56,6.08
546.79,2.31,88.77,3.9,207.22,11,5.88,6.43,5.52,5.94
390.38,1.89,80.54,4.56,281.28,4,5.59,6.7,5.79,6.03
437.47,1.54,103.5,5.04,313.28,4,5.96,7.04,6.08,6.36
526.78,1.04,120.9,4.28,220.53,4,6.45,7.05,6.03,6.51
392.76,2.76,41.73,2.07,172.06,7,5.11,5.54,5.16,5.27
476.73,1.93,97.84,4.13,222.71,3,6.15,6.98,6,6.37
483.05,2.9,91.91,4.13,222.43,3,6.17,7.1,6.09,6.46
665.38,4.05,53.37,1.33,96.78,6,6.44,6.57,6.13,6.38
602.13,2.61,51.49,1.64,73.81,6,6.09,6.29,5.68,6.02
665.8,1.93,53.27,1.31,107.66,6,6.32,6.35,6.02,6.23
970.45,4.21,129.38,3.58,302.11,18,7.62,7.52,7.11,7.41
332.72,1.47,37.08,0.36,110.06,5,4.88,4.7,4.76,4.78
333.77,2.59,28.27,1.07,116.28,5,4.87,5.09,4.87,4.94
431.65,1.9,28.11,0.7,86.02,4,5.28,5.37,5.18,5.27
466.36,4.53,0,0,0,6,5.18,5.31,4.98,5.16
807.65,6.44,13.88,0.92,60.96,14,6.29,6.45,6.01,6.25
463.67,7.16,0,0,0,6,5.32,5.56,5.17,5.35
463.36,3.56,0,0,0,6,5.12,5.2,4.9,5.07
899.05,5.73,0,0,0,16,6.37,6.19,5.9,6.15
436.95,0.67,126.22,3.2,333.95,6,6,6.04,5.92,5.98
270.71,0.05,60.38,3.19,226.88,0,5.07,5.89,5.32,5.43
321.05,0.4,62.39,4.59,186.44,0,5.31,6.67,5.39,5.79
314.4,0.81,61.32,1.64,100.11,1,5.23,5.45,4.95,5.21
423.77,0.49,95.47,3.62,319.05,3,5.84,6.42,6.07,6.11
885.83,5.05,184.93,5.88,358.17,16,7.95,8.34,7.23,7.84
663.03,1.44,112.52,5.14,285.62,17,6.15,6.7,5.7,6.18
683.09,5.34,111.28,4.06,337.01,17,6.43,6.76,6.27,6.49
729.79,4.29,77.43,3.9,214.92,16,6.31,6.88,5.98,6.39
432.13,1.68,48.56,1.9,124,10,5.09,5.23,4.78,5.03
636.98,2.01,109.77,4.32,265.64,9,6.54,7.12,6.28,6.64
803.34,1.38,129.82,4.85,341.56,9,7.35,7.92,7.2,7.49
183.27,0.87,36.39,0.27,119.27,2,4.43,4.3,4.42,4.38
466.63,1.2,83.69,4.99,282.61,0,6.13,7.49,6.41,6.67
658.55,2.71,95.87,7.74,348.54,6,6.72,8.89,7.01,7.54
369.18,2.31,0,0,0,4,4.8,4.89,4.61,4.77
381.42,3.15,0,0,0,4,4.89,5.02,4.72,4.88
427.01,3.72,0,0,0,4,5.11,5.26,4.95,5.11
481.37,1.52,79.07,6.08,323.04,5,5.86,7.51,6.21,6.53
539.68,0,157.42,4.13,279.06,3,6.83,7.03,6.33,6.73
510.17,0.6,209.02,5.4,337.42,15,6.48,6.3,5.41,6.06
678.39,0,123.45,3.6,290.29,5,6.96,7.19,6.75,6.97
535.9,0.49,118.66,3.22,238.64,0,6.68,7.01,6.46,6.72
536.22,2.85,103.16,2.28,228.64,0,6.67,6.88,6.6,6.71
330.97,0.71,78.36,1.31,108.07,2,5.39,5.27,4.96,5.21
335.97,0.59,97.84,1.64,118.95,2,5.58,5.41,5.01,5.33
252.04,0.37,51.78,0.67,92.7,2,4.81,4.68,4.55,4.68
310.36,0.56,36.8,0.97,213.13,0,5.04,5.24,5.46,5.25
799.23,0.85,215.02,5.58,351.2,15,7.7,7.56,6.64,7.3
442.09,0,161.96,2.99,332.14,1,6.61,6.4,6.33,6.45
471.63,0.36,76.82,2.15,122.01,10,5.43,5.35,4.83,5.2
634.83,3.51,78.12,2.13,201.94,13,6.08,6.02,5.76,5.96
600.75,3.81,89.81,2.32,213.39,14,6,5.89,5.6,5.83
264.46,3.76,0,0,0,2,4.58,4.81,4.48,4.62
687.62,3.09,0,0,0,8,5.87,5.85,5.58,5.77
1020.85,7.19,11.3,1.04,23.56,15,7.1,7.33,6.68,7.03
255.44,3.52,0,0,0,2,4.53,4.75,4.43,4.57
301.96,2.01,0,0,0,1,4.7,4.88,4.59,4.72
550.63,1.54,130.99,1.98,181.96,4,6.66,6.3,6.01,6.33
388.96,1.54,9.92,0.36,88.89,5,4.86,4.93,4.9,4.9
392.75,4.47,6.77,0,80.1,4,5.07,5.2,5.19,5.15
538.11,2,17.84,0.73,77.11,5,5.56,5.72,5.48,5.59
243.23,4.21,0,0,0,1,4.58,4.87,4.52,4.66
296.23,3.41,0,0,0,1,4.75,5,4.67,4.81
549.99,1.72,131.37,1.98,180.04,4,6.67,6.32,6.01,6.34
579.92,2.13,63.04,1.58,164.84,5,6.14,6.23,6.01,6.13
384.89,1.01,46.05,0.86,77.24,4,5.21,5.15,4.89,5.08
484.21,1.19,54.07,1.39,125.51,5,5.62,5.68,5.4,5.57
902.02,1.51,166.98,4.91,444.63,10,8.02,8.26,7.92,8.07
1220.34,6.57,140.66,4.47,419,23,8.54,8.61,8.3,8.48
899.11,2.13,98.08,4.57,458.13,15,7.12,7.69,7.56,7.46
545.92,1.51,38.47,0.83,124.91,8,5.56,5.45,5.4,5.47
543.95,1.54,36.98,0.83,123.19,8,5.54,5.44,5.39,5.46
543.09,1.54,38.09,0.83,126.91,8,5.55,5.44,5.4,5.46
206.67,0.66,33.05,0.27,47.84,0,4.6,4.57,4.39,4.52
316.79,0.84,124.05,1.98,173.13,3,5.69,5.39,5.08,5.39
315.95,0.85,124.14,1.98,170.06,3,5.68,5.39,5.06,5.38
377.89,0.44,62.04,1.24,152.89,3,5.35,5.31,5.21,5.29
466.81,0.72,63.05,1.52,71.45,3,5.73,5.8,5.26,5.6
321.86,0.56,77.22,1.64,111.86,0,5.45,5.55,5.1,5.37
511.09,0.08,99.7,3.59,276.04,0,6.39,7.01,6.48,6.63
889.66,0.43,91.99,3.26,155.13,5,7.55,7.95,7.09,7.53
574.47,0,122.12,5.94,395.87,0,6.84,8.16,7.21,7.4
482.64,1.58,123.75,2.34,155.89,4,6.33,6.17,5.64,6.05
558.6,2.88,164.72,3.6,188.88,4,7.07,7.1,6.17,6.78
831.03,1.96,123.94,1.98,218.56,7,7.56,7.18,7.04,7.26
217.04,0.46,33.54,0.67,59.92,0,4.64,4.74,4.47,4.62
405.25,1.01,61.23,2.01,167.03,0,5.67,6.07,5.69,5.81
461.48,1.23,65.77,1.64,80.13,0,5.95,6.17,5.58,5.9
460.53,0,121.65,2.76,202.68,2,6.26,6.28,5.8,6.11
566.75,1.83,140.79,5.02,213.99,5,6.77,7.48,6.13,6.79
699.87,0.98,144.61,4.55,239.11,3,7.41,7.94,6.89,7.41
1093.43,3.85,70.06,3.02,227.09,18,7.56,7.75,7.27,7.53
1169.06,3.8,89.06,2.83,280.14,24,7.66,7.39,7.24,7.43
1291.16,3.01,164.49,4.81,495.03,20,9.03,8.96,8.89,8.96
480.04,0.58,84.37,2.28,127.37,0,6.15,6.43,5.8,6.13
507.6,0.68,131.05,2.57,215.86,2,6.57,6.47,6.09,6.37
373.16,0,51.36,3.36,212.64,0,5.4,6.36,5.67,5.81
417.61,0.9,47.35,0.97,44.65,3,5.4,5.41,4.97,5.26
761.39,3.85,151.88,3.58,290.47,13,7.27,7.13,6.65,7.01
924.71,3.05,182.34,4.32,358.63,8,8.46,8.47,7.96,8.3
783.83,1.68,135.48,5.28,388.07,14,7.03,7.56,6.88,7.16
1163.94,4.1,143.89,5.68,439.69,19,8.45,8.99,8.33,8.59
990.36,3.17,161.42,6.06,532.11,18,7.93,8.45,8.03,8.14
859.7,0,185.99,6.43,385.07,15,7.64,8.04,6.96,7.55
694.99,2.27,89.25,4.48,396.66,11,6.48,7.24,6.87,6.86
867.82,0.82,145.64,3.55,384.23,9,7.72,7.62,7.59,7.64
462.9,2.32,20.83,0.7,50.98,4,5.36,5.53,5.19,5.36
463.36,2.28,20.76,0.7,52.64,4,5.36,5.53,5.2,5.36
476.06,1.53,29.38,0.7,50.02,4,5.45,5.51,5.18,5.38
290.93,1.53,66.53,1.54,132.97,3,5.1,5.19,4.87,5.05
774.2,1.92,169.19,3.39,390.27,10,7.55,7.2,7.23,7.33
776.26,1.46,177.15,5.55,376.22,12,7.49,7.8,6.96,7.42
424.92,1.41,0,0,0,2,5.09,5.21,4.95,5.09
340.21,3.72,0,0,0,2,4.88,5.11,4.78,4.92
405.7,1.28,16.11,0.36,30.13,2,5.16,5.26,4.98,5.13
325.14,2.92,0,0,0,7,4.47,4.48,4.21,4.39
308.01,1.63,7.6,0,33.86,5,4.52,4.48,4.36,4.46
319.86,2.92,6.04,0,31.12,5,4.63,4.66,4.5,4.59
335.01,0,113.57,1.98,155.81,3,5.62,5.38,5.02,5.34
701.89,2.12,180.41,4.49,248.03,11,7.32,7.26,6.29,6.96
861.19,2.72,188.2,5.02,382.05,12,7.99,8.06,7.42,7.83
425.47,1.08,99.31,1.92,156.87,3,5.91,5.83,5.47,5.74
628.29,4.02,0,0,0,8,5.68,5.71,5.41,5.6
520.35,2,67.75,1.69,147.88,0,6.24,6.5,6.15,6.3
422.85,0.16,129.79,2.95,176.25,0,6.31,6.42,5.74,6.15
606.23,1.53,72.73,1.31,163.21,3,6.42,6.36,6.25,6.34
745.53,0.14,74.62,3.08,200.19,8,6.61,6.98,6.4,6.66
536.15,2.37,145.34,4.55,207.27,2,6.9,7.52,6.29,6.9
538.96,1.33,141.3,4.55,199.75,2,6.82,7.43,6.2,6.81
672.68,0.74,101.28,2.78,209.25,3,6.9,7.12,6.64,6.89
551.9,1.9,22.01,0.61,34.36,7,5.52,5.52,5.18,5.41
432.67,0.94,108.21,3.2,208.96,0,6.2,6.63,5.96,6.26
580.76,0.27,104.72,4.67,307.95,3,6.54,7.43,6.63,6.87
236.72,0,65.33,1.43,125,1,4.91,4.97,4.68,4.86
192.89,0.78,0,0,0,0,4.25,4.42,4.16,4.28
392.27,0.33,84.56,2.63,172.2,0,5.79,6.19,5.61,5.86
256.29,0.42,0,0,0,0,4.49,4.63,4.38,4.5
498.19,0.15,31.07,0.36,65.74,6,5.36,5.13,5.05,5.18
447.05,2.19,9.76,0.3,0.47,2,5.31,5.5,5.1,5.3
330.23,0.62,50.86,0.56,92.32,3,5.07,4.88,4.79,4.91
432.68,0.88,63.02,0.65,94.24,3,5.6,5.35,5.23,5.39
350.97,0.55,45.81,0.56,72.35,3,5.1,4.95,4.79,4.95
610.17,0,178.57,6.29,303.92,2,7.37,8.25,6.8,7.47
608.8,0,176,6.31,292.63,0,7.46,8.44,6.93,7.61
598.13,0.82,174.71,5.65,323.41,0,7.45,8.23,7.07,7.58
341.67,0.59,90.9,2.27,199.67,1,5.6,5.77,5.45,5.61
574.53,2.07,78.58,2,135.43,5,6.25,6.36,5.87,6.16
662.59,1.79,55.99,0.99,164.4,8,6.2,6.01,6.05,6.09
254.65,0.04,94.42,1.98,134.65,0,5.31,5.36,4.89,5.19
589.82,0.89,141.92,4.05,248.58,2,7,7.39,6.57,6.99
690.17,1.66,153.13,3.54,185.88,1,7.61,7.77,6.86,7.41
391.2,1.54,96.55,2.52,197.73,2,5.84,6.07,5.62,5.84
363.37,1.19,34.77,1.5,198.83,2,5.15,5.53,5.48,5.39
810.79,2.3,123.69,1.07,334.85,6,7.56,6.88,7.54,7.32
237.26,0.68,17.71,0,26.39,2,4.46,4.39,4.25,4.37
477.47,0.78,140.34,2.64,187.96,1,6.6,6.48,5.96,6.34
588.85,1.39,135.13,2.64,236.88,4,6.84,6.7,6.37,6.64
634.3,0.89,108.85,2.38,179.19,4,6.76,6.73,6.29,6.59
572.94,1.02,84.15,2.6,186.42,2,6.42,6.78,6.26,6.49
714.14,1.18,75.04,3.3,215.6,3,6.85,7.53,6.86,7.08
616.2,0,148.04,3.96,284.27,6,6.87,6.98,6.39,6.75
731.4,4.09,189.82,4.09,322.85,17,7.26,6.84,6.31,6.8
