X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12
2383,775,709,25,340,102,100,2,566,166,164,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,540,518,18,153,45,43,2,1485,444,435,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,545,535,19,267,87,87,2,1222,369,351,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,541,518,16,503,159,146,6,1118,340,314,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,200,197,12,111,34,32,2,450,145,126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,332,317,13,354,100,100,3,892,278,259,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,738,685,24,309,90,90,2,556,166,161,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,560,514,19,299,92,87,3,1313,406,380,16,0,0,0,0,337,104,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,418,387,14,352,108,96,4,802,235,236,7,0,0,0,0,157,46,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,461,417,16,295,90,88,3,1314,405,382,16,0,0,0,0,333,102,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,1426,1284,50,524,166,159,5,440,141,125,5,89,34,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,1626,1517,72,923,283,272,10,1661,510,477,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,1049,930,39,659,191,196,7,1029,318,290,12,0,0,0,0,0,0,0,0,154,47,44,2,0,0,0,0,0,0,0,0,0,0,0,0
1638,551,497,22,465,168,140,8,1048,289,286,7,0,0,0,0,297,84,81,2,149,38,41,1,0,0,0,0,0,0,0,0,0,0,0,0
1658,554,503,22,464,166,140,8,997,277,272,7,0,0,0,0,286,79,80,2,152,39,43,1,0,0,0,0,0,0,0,0,0,0,0,0
1623,547,487,22,450,162,137,8,967,272,277,7,0,0,0,0,280,79,80,2,145,37,39,1,0,0,0,0,0,0,0,0,0,0,0,0
669,191,190,4,0,0,0,0,717,206,201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,459,409,21,0,0,0,0,389,112,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,463,411,21,0,0,0,0,390,114,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,462,436,14,618,182,180,4,296,85,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,560,535,17,911,284,267,9,154,40,39,1,0,0,0,0,0,0,0,0,146,45,44,2,0,0,0,0,0,0,0,0,0,0,0,0
1259,358,353,8,419,123,122,3,121,34,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,654,628,21,670,206,198,6,140,47,45,1,0,0,0,0,0,0,0,0,0,0,0,0,77,25,23,2,0,0,0,0,0,0,0,0
3957,1272,1178,50,804,269,233,12,534,163,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,911,815,37,623,192,182,5,135,41,38,1,0,0,0,0,0,0,0,0,0,0,0,0,215,82,77,4,0,0,0,0,0,0,0,0
1965,650,608,26,502,152,135,4,343,105,106,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,798,761,30,477,140,134,3,334,106,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,1116,1082,52,945,301,282,11,432,133,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,189,183,5,0,0,0,0,337,94,99,2,0,0,0,0,0,0,0,0,124,36,34,1,0,0,0,0,0,0,0,0,0,0,0,0
1606,546,487,22,167,59,49,2,714,220,204,8,0,0,0,0,0,0,0,0,327,102,92,4,91,39,33,2,0,0,0,0,0,0,0,0
1716,515,489,16,155,44,47,1,1136,337,326,12,0,0,0,0,0,0,0,0,322,99,99,3,0,0,0,0,0,0,0,0,0,0,0,0
1999,564,545,17,465,135,124,4,180,47,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,881,827,28,433,132,124,4,339,92,95,2,0,0,0,0,0,0,0,0,159,46,47,1,0,0,0,0,119,45,37,2,0,0,0,0
3454,1105,1036,37,217,60,55,1,871,282,258,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,1155,1043,38,1197,388,338,13,1447,458,437,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,1651,1485,61,1483,458,431,15,1320,426,390,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707,1514,1401,52,1192,366,336,11,1339,412,379,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,647,612,21,183,60,52,3,1035,305,274,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,768,699,25,319,91,96,2,541,165,147,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,420,411,11,468,136,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,201,175,9,0,0,0,0
1489,438,412,13,126,44,31,2,883,252,247,9,0,0,0,0,0,0,0,0,161,51,47,2,0,0,0,0,0,0,0,0,0,0,0,0
3544,1119,1050,48,364,129,112,6,1280,405,380,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,1623,1560,71,322,108,100,5,1440,441,427,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,1217,1098,44,550,173,171,5,808,257,227,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914,1569,1442,57,1153,359,333,13,907,292,256,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,1230,1131,41,602,183,174,6,1084,328,307,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,1111,1026,39,478,142,136,4,1251,377,356,11,0,0,0,0,121,33,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,1024,949,34,580,194,182,8,788,258,231,9,312,94,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,1016,970,29,370,106,107,2,1188,346,341,9,0,0,0,0,162,43,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,396,367,11,445,117,118,3,1222,383,361,14,0,0,0,0,181,57,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,423,400,13,309,87,86,2,1336,414,391,20,0,0,0,0,180,57,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,386,372,10,445,118,118,3,1211,377,360,13,0,0,0,0,181,55,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,217,215,5,245,76,79,2,303,85,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,1068,989,35,403,120,117,2,876,252,245,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,1049,966,35,460,148,139,5,976,306,289,10,0,0,0,0,183,58,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,473,460,15,120,37,33,1,1174,344,340,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,444,414,15,360,119,111,5,1144,347,340,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,498,473,15,166,56,51,2,895,257,260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,273,265,6,283,89,85,2,1322,399,390,16,0,0,0,0,339,103,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,290,286,10,308,88,93,2,1158,348,335,12,0,0,0,0,183,57,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,278,276,6,164,48,50,1,1311,401,387,14,0,0,0,0,183,58,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,463,411,18,0,0,0,0,572,173,165,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,898,814,30,311,104,92,4,1265,368,348,13,0,0,0,0,147,43,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,1242,1122,50,223,74,65,2,979,300,277,7,0,0,0,0,139,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,578,554,17,666,189,190,5,180,49,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,485,432,20,597,206,167,8,1968,595,577,20,0,0,0,0,448,129,126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,624,579,21,822,273,251,10,285,81,84,2,0,0,0,0,0,0,0,0,121,44,37,2,0,0,0,0,0,0,0,0,0,0,0,0
1937,666,591,29,422,150,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,1010,949,37,461,140,141,7,646,196,180,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,872,828,31,1361,422,385,17,429,134,131,4,233,78,68,2,0,0,0,0,0,0,0,0,252,79,66,3,0,0,0,0,0,0,0,0
2673,853,791,30,536,170,158,7,331,101,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,907,836,36,584,191,170,8,179,47,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,1088,975,33,522,167,141,5,516,158,151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,578,561,17,966,290,277,10,708,195,197,4,0,0,0,0,0,0,0,0,110,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0
1678,534,506,16,621,171,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,88,77,3,0,0,0,0,0,0,0,0
2625,846,806,31,403,134,120,5,174,49,51,1,0,0,0,0,0,0,0,0,0,0,0,0,63,20,19,1,0,0,0,0,0,0,0,0
842,235,224,6,130,38,39,1,348,95,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,172,161,8,363,113,103,4,372,116,113,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,513,463,22,165,56,49,3,538,170,149,8,0,0,0,0,0,0,0,0,0,0,0,0,222,80,69,4,0,0,0,0,0,0,0,0
555,168,159,9,428,134,122,7,145,43,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,477,456,15,771,213,211,5,563,188,178,6,293,102,99,6,140,49,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,543,534,16,635,192,183,4,624,199,188,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,175,211,0,227,51,62,0,499,112,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,380,377,10,467,129,130,3,700,193,195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,350,341,10,344,102,88,4,714,209,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,1106,1034,34,0,0,0,0,335,88,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,1088,1036,33,161,46,48,1,309,85,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,1085,983,51,0,0,0,0,394,124,121,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,475,466,13,159,44,45,1,696,205,200,8,0,0,0,0,0,0,0,0,163,44,45,1,0,0,0,0,0,0,0,0,0,0,0,0
2254,717,665,23,265,89,72,3,1226,403,366,15,0,0,0,0,0,0,0,0,159,44,39,1,0,0,0,0,0,0,0,0,0,0,0,0
2759,881,805,32,407,134,117,4,1439,466,412,20,0,0,0,0,0,0,0,0,159,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0
749,230,215,12,258,79,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,901,812,34,481,157,151,9,330,94,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,816,754,59,776,234,212,22,150,47,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,756,676,31,0,0,0,0,430,135,126,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,794,713,32,0,0,0,0,418,135,126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,1195,1107,57,126,38,36,2,519,163,152,8,0,0,0,0,0,0,0,0,53,15,18,1,0,0,0,0,0,0,0,0,0,0,0,0
576,179,160,9,354,113,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,659,587,23,153,41,39,1,761,233,236,6,0,0,0,0,0,0,0,0,166,45,47,1,0,0,0,0,0,0,0,0,0,0,0,0
2510,830,764,31,419,131,122,5,470,140,133,4,0,0,0,0,0,0,0,0,156,46,43,1,0,0,0,0,0,0,0,0,0,0,0,0
2915,951,871,37,555,176,167,5,275,82,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,812,740,25,510,164,150,7,527,151,156,5,0,0,0,0,0,0,0,0,280,74,80,2,64,20,17,0,0,0,0,0,0,0,0,0
2628,832,791,27,574,180,171,7,519,165,152,6,0,0,0,0,0,0,0,0,169,59,54,2,257,79,79,3,0,0,0,0,0,0,0,0
2362,802,714,28,644,191,195,5,434,143,127,4,0,0,0,0,0,0,0,0,293,77,74,2,0,0,0,0,0,0,0,0,0,0,0,0
3268,1070,973,39,713,219,199,7,433,126,126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,1517,1423,49,338,103,101,4,726,216,207,9,57,17,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,712,660,25,745,244,230,7,136,39,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,954,874,34,342,126,108,6,829,247,225,10,163,49,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,1062,970,38,623,175,166,5,1003,320,290,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,417,378,12,307,82,83,2,1458,450,418,17,0,0,0,0,183,57,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,504,463,19,669,225,204,8,1329,412,382,15,0,0,0,0,157,46,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,464,437,18,292,101,91,4,1615,505,473,17,0,0,0,0,165,47,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,128,136,3,0,0,0,0,1198,354,346,10,0,0,0,0,183,54,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,91,88,4,0,0,0,0,860,253,247,11,0,0,0,0,139,38,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,89,97,2,164,45,44,1,1075,310,302,9,0,0,0,0,188,54,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,231,216,12,257,79,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,174,207,0,296,68,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,964,899,29,481,139,136,2,493,151,132,5,0,0,0,0,0,0,0,0,191,57,56,2,95,40,33,2,0,0,0,0,0,0,0,0
1253,455,418,22,193,63,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,837,766,31,498,154,149,5,837,257,256,10,0,0,0,0,0,0,0,0,157,46,46,1,0,0,0,0,0,0,0,0,0,0,0,0
3021,998,918,37,328,107,105,7,145,46,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,136,157,0,609,139,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,571,544,16,705,218,206,9,464,131,138,3,0,0,0,0,0,0,0,0,132,44,42,1,0,0,0,0,0,0,0,0,0,0,0,0
2034,622,593,20,720,208,203,6,170,58,56,3,0,0,0,0,0,0,0,0,125,48,35,2,0,0,0,0,0,0,0,0,0,0,0,0
3577,1138,1030,38,629,198,181,7,452,138,130,4,338,104,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,1013,917,42,602,187,171,6,495,153,151,6,435,111,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,1053,942,41,592,179,167,4,470,137,135,3,428,132,123,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,526,505,15,557,155,157,4,717,234,209,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,501,482,14,617,188,181,5,818,256,240,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,411,403,8,611,157,158,3,660,194,188,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,273,242,15,0,0,0,0,289,96,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,259,260,7,0,0,0,0,459,126,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,349,318,15,168,57,49,3,709,229,201,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,1339,1231,38,1210,380,337,10,1265,386,366,12,0,0,0,0,0,0,0,0,155,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,996,920,33,628,192,187,6,368,117,106,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,966,877,33,0,0,0,0,665,205,181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,602,576,21,0,0,0,0,631,185,184,5,0,0,0,0,0,0,0,0,0,0,0,0,362,111,105,4,0,0,0,0,0,0,0,0
2957,985,878,41,422,132,127,3,1479,455,428,21,0,0,0,0,0,0,0,0,149,50,47,2,144,51,46,3,0,0,0,0,0,0,0,0
3096,951,914,31,472,149,145,6,966,289,267,10,0,0,0,0,0,0,0,0,140,48,46,2,0,0,0,0,0,0,0,0,0,0,0,0
2000,579,560,15,154,42,46,1,364,106,101,4,0,0,0,0,0,0,0,0,171,54,49,2,288,87,83,3,107,29,23,0,0,0,0,0
2218,659,621,20,154,42,47,1,185,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,401,117,107,3,0,0,0,0,0,0,0,0
3245,1070,987,46,711,214,198,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,567,533,20,647,206,192,7,777,238,229,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,700,662,28,173,48,49,1,924,270,255,10,0,0,0,0,157,47,44,1,188,59,56,2,0,0,0,0,0,0,0,0,0,0,0,0
2113,717,672,29,182,50,53,1,942,271,263,8,0,0,0,0,160,47,45,1,187,55,56,2,0,0,0,0,0,0,0,0,0,0,0,0
2527,850,782,40,937,292,276,15,890,290,265,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,864,783,40,934,295,283,13,890,267,251,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,869,789,40,933,296,281,13,879,260,249,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,1233,1159,35,1293,415,376,10,1305,407,379,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,488,454,16,369,114,107,5,518,147,150,5,0,0,0,0,0,0,0,0,163,53,48,2,0,0,0,0,0,0,0,0,0,0,0,0
1634,480,457,17,374,120,111,5,544,159,152,5,0,0,0,0,0,0,0,0,150,51,45,1,0,0,0,0,0,0,0,0,0,0,0,0
2196,705,655,22,386,130,108,5,943,302,280,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,499,454,23,534,197,183,10,1629,506,482,18,0,0,0,0,325,97,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,721,689,27,833,237,246,8,2577,847,753,37,0,0,0,0,568,190,161,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,487,437,20,567,205,182,10,1604,469,457,14,0,0,0,0,303,85,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,383,384,8,582,154,147,3,1619,517,476,22,0,0,0,0,331,102,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,729,658,23,959,341,306,14,2885,855,823,24,0,0,0,0,689,205,194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,915,849,35,0,0,0,0,329,92,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,311,299,9,0,0,0,0,176,51,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,156,138,6,0,0,0,0
1706,570,510,22,0,0,0,0,283,87,81,3,0,0,0,0,0,0,0,0,0,0,0,0,575,179,159,8,0,0,0,0,0,0,0,0
1092,290,284,7,0,0,0,0,460,124,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,842,795,28,296,89,93,2,475,141,139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,1305,1181,54,811,250,235,7,1177,356,326,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,1104,1029,40,416,118,117,3,883,254,239,7,191,72,65,4,68,20,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,1096,983,42,468,148,139,4,1080,334,311,11,0,0,0,0,53,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,1040,964,38,509,161,149,5,1532,464,457,16,0,0,0,0,42,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,673,628,22,518,157,141,5,1196,370,354,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,1035,957,34,398,114,113,2,799,261,241,9,0,0,0,0,0,0,0,0,157,43,46,1,0,0,0,0,0,0,0,0,0,0,0,0
4131,1289,1204,44,430,133,128,4,1009,315,294,13,0,0,0,0,0,0,0,0,112,38,34,1,0,0,0,0,0,0,0,0,0,0,0,0
575,163,156,4,0,0,0,0,304,84,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,992,890,36,151,51,47,1,844,254,238,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,1438,1295,37,108,42,40,2,1366,443,399,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,491,474,16,700,194,194,5,1157,362,325,17,0,0,0,0,143,45,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,490,472,17,724,205,204,5,1256,390,355,18,0,0,0,0,141,46,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,494,473,17,733,212,205,5,1252,396,356,18,0,0,0,0,140,46,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,515,794,0,185,40,66,0,585,142,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,126,186,0
3119,712,1204,0,0,0,0,0,676,151,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,679,1132,0,0,0,0,0,354,81,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,828,1224,0,156,39,56,0,456,112,170,0,569,130,207,0,0,0,0,0,0,0,0,0,239,61,83,0,0,0,0,0,0,0,0,0
3018,735,1131,0,175,43,55,0,593,141,222,0,142,37,54,0,0,0,0,0,309,77,111,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,736,1147,0,306,79,106,0,610,142,227,0,0,0,0,0,0,0,0,0,307,75,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,308,491,0,0,0,0,0,655,154,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,273,428,0,150,32,53,0,625,135,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,240,385,0,0,0,0,0,320,78,115,0,0,0,0,0,0,0,0,0,152,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,581,982,0,313,69,115,0,164,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4583,1081,1767,0,592,138,223,0,283,61,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
