X1_hydrophobic,X2_vdw,X3_hbond,X4_ligand_entropy,Y_cyscore_BA
-2.2716,-4.1329,0,0.966,-5.4385
-1.0583,-1.6469,0,0.21,-2.4952
-0.7012,-1.587,0,0.21,-2.0782
-0.9347,-1.7306,0,0.168,-2.4973
-0.6256,-2.2455,0,0.42,-2.4511
-1.3943,-3.8031,0,1.008,-4.1894
-0.47,-2.2909,0,0.42,-2.341
0.0493,-2.1286,0,0.42,-1.6593
-2.349,-4.1928,0,1.176,-5.3658
-1.5269,-1.8468,0,0.336,-3.0377
-0.5929,-1.1456,0,0,-1.7385
-0.7914,-1.5947,0,0.042,-2.3441
-1.046,-1.0868,0,0.084,-2.0488
-1.509,-1.9434,0,0.21,-3.2424
-1.7539,-3.753,0,0.84,-4.6669
-2.016,-3.5348,0,0.798,-4.7528
-1.7145,-3.2135,0,0.882,-4.046
-1.3059,-3.3133,0,0.882,-3.7372
-1.0339,-2.042,0,0.504,-2.5719
-2.1207,-3.3511,0,0.588,-4.8838
-2.4649,-3.6567,0,0.63,-5.4916
-0.8308,-0.759,0,0.084,-1.5058
-0.8784,-1.8596,0,0,-2.738
-0.793,-2.4065,0,0.378,-2.8215
-0.8004,-1.9378,0,0.252,-2.4862
-0.6476,-1.9428,0,0.252,-2.3384
-0.7802,-1.8307,0,0.252,-2.3589
-0.8857,-1.8655,0,0.294,-2.4572
-0.8038,-1.8171,0,0.168,-2.4529
-0.375,-1.5302,0,0.63,-1.2752
-1.1895,-2.3158,0,0.336,-3.1693
0.273,-2.05,0,0.168,-1.609
-0.1877,-2.1369,0,0.21,-2.1146
-0.3767,-1.1565,0,0.084,-1.4493
-0.7284,-1.2403,0,0.084,-1.8847
-0.8677,-1.1237,0,0.084,-1.9073
-0.3562,-1.4733,0,0,-1.8295
-0.8445,-2.3481,0,0.63,-2.5626
-0.8025,-1.7723,0,0.042,-2.5329
-1.0729,-1.4508,0,0.462,-2.0617
-0.8705,-1.9942,0,0.63,-2.2347
-1.0919,-2.1264,0,0.672,-2.5463
-0.8492,-1.3541,0,0.084,-2.1193
-1.0745,-2.5445,0,0.546,-3.0729
-1.5543,-4.0815,0,0.966,-4.6698
-0.9626,-1.3443,0,0.084,-2.2229
0.3664,-1.1896,0,0.042,-0.7812
-0.2785,-1.8722,0,0.168,-1.9827
-1.1603,-1.9527,0,0.21,-2.9031
-1.4092,-1.7239,0,0.168,-2.965
-1.0899,-1.5457,0,0.252,-2.3836
-0.4069,-1.1204,0,0.042,-1.4853
-0.3664,-1.329,0,0.042,-1.6535
-0.8488,-1.9058,0,0.168,-2.5866
-0.2469,-1.9943,0,0.336,-1.9052
-0.7756,-1.6309,0,0.252,-2.1546
-0.2276,-2.0183,0,0.336,-1.9099
-1.556,-3.46,0,0.588,-4.428
-3.2859,-4.5876,0,1.134,-6.7395
-2.6937,-3.5867,0,0.882,-5.3984
-1.576,-2.4748,0,0.504,-3.5468
-1.5266,-2.8434,0,0.504,-3.866
-1.4046,-2.85,0,0.504,-3.7506
-0.6151,-0.7513,0,0,-1.3664
-0.4166,-0.9335,0,0.126,-1.2241
-0.2804,-0.9329,0,0.126,-1.0872
-0.5249,-1.3127,0,0.126,-1.7116
-0.2342,-1.614,0,0.21,-1.6382
-0.1537,-0.8725,0,0,-1.0262
-0.1007,-1.5219,0,0.126,-1.4965
-1.9522,-2.8965,0,0.546,-4.3027
-0.4239,-1.9629,0,0.168,-2.2188
-0.6623,-1.6303,0,0.252,-2.0406
-0.7911,-2.0887,0,0.252,-2.6278
-1.7916,-2.9661,0,0.42,-4.3377
-0.3316,-0.9638,0,0,-1.2954
-0.4335,-1.6515,0,0.126,-1.959
-0.8177,-1.9182,0,0.126,-2.6099
-0.9328,-1.5855,0,0.126,-2.3923
-0.1834,-1.5669,0,0.336,-1.4143
-1.1763,-2.4323,0,0.378,-3.2306
-3.0536,-3.5421,0,0.924,-5.6717
-3.1645,-4.8541,0,1.26,-6.7587
-3.5246,-4.2333,0,0.966,-6.7919
-0.5264,-1.7539,0,0,-2.2803
-1.1368,-1.8804,0,0.084,-2.9332
-0.6775,-1.2043,0,0.042,-1.8398
-1.0221,-1.4807,0,0.21,-2.2928
-1.6444,-2.624,0,0.756,-3.5124
-2.1128,-3.3815,0,0.588,-4.9063
-1.1634,-2.5052,0,0.756,-2.9125
-2.7097,-4.4085,0,1.134,-5.9841
-3.486,-3.7958,0,0.924,-6.3578
-1.9967,-3.207,0,0.924,-4.2798
-0.1824,-2.7111,0,0.588,-2.3056
-0.6411,-2.622,0,0.462,-2.8012
-1.027,-2.1812,0,0.252,-2.9562
-1.2016,-2.2452,0,0.252,-3.1948
-0.8792,-2.0635,0,0.252,-2.6907
-0.8718,-1.048,0,0.126,-1.7938
-1.6282,-2.2855,0,0.546,-3.3677
-1.1737,-2.5438,0,0.672,-3.0455
-0.8346,-1.6225,0,0.168,-2.2891
-1.0975,-1.784,0,0.168,-2.7135
-0.486,-1.5031,0,0.168,-1.821
-0.6546,-2.0743,0,0.294,-2.4349
-0.7744,-1.6383,0,0.252,-2.1607
-0.8743,-1.6492,0,0.252,-2.2714
-0.3006,-0.9937,0,0.126,-1.1683
-1.2537,-2.5356,0,0.63,-3.1593
-1.3647,-3.3446,0,0.798,-3.9113
-0.5451,-1.2966,0,0.21,-1.6316
-1.4742,-2.8381,0,0.588,-3.7242
-0.8688,-1.9524,0,0.126,-2.6953
-0.3061,-1.1363,0,0,-1.4425
0.269,-2.4515,0,0.126,-2.0565
-1.2086,-2.6206,0,0.378,-3.4512
-0.5699,-1.7755,0,0.21,-2.1354
-0.2054,-1.7683,0,0.21,-1.7636
-0.8646,-2.6367,0,0.168,-3.3332
-1.3253,-2.0559,0,0.378,-3.0032
-1.4762,-1.5651,0,0.042,-2.9992
-1.3522,-2.0234,0,0.252,-3.1236
-0.143,-0.8478,0,0.042,-0.9488
-0.1356,-0.8133,0,0,-0.9488
-0.5334,-1.3652,0,0,-1.8986
-0.6965,-1.0123,0,0,-1.7088
-0.9719,-1.893,0,0.252,-2.6129
-1.1636,-1.533,0,0.084,-2.6126
-0.7284,-1.0985,0,0.126,-1.7009
-0.9701,-1.3398,0,0.126,-2.1839
-0.6488,-1.0865,0,0.126,-1.6093
-1.5497,-2.0578,0,0.084,-3.5234
-0.4878,-2.3994,0,0.084,-2.8032
-1.5504,-2.003,0,0.084,-3.4693
-0.925,-1.6579,0,0.126,-2.4569
-1.521,-2.438,0,0.378,-3.581
-1.7604,-2.8758,0,0.504,-4.1321
-0.1486,-0.7377,0,0,-0.8863
-0.3222,-2.0849,0,0.21,-2.1971
-1.6091,-2.2392,0,0.21,-3.6382
-0.2891,-1.4569,0,0.084,-1.662
-0.5173,-1.5723,0,0.084,-2.0056
-0.7826,-2.4725,0,0.504,-2.7511
-0.7226,-0.8798,0,0.084,-1.5184
-0.6244,-1.9485,0,0.168,-2.4049
-0.3627,-2.2037,0,0.252,-2.3144
-0.659,-2.3674,0,0.21,-2.8164
-0.6739,-2.6453,0,0.168,-3.1512
-0.8357,-2.7055,0,0.378,-3.1632
-0.6915,-2.302,0,0.42,-2.5735
-0.516,-2.4546,0,0.798,-2.1726
-2.0791,-3.572,0,0.756,-4.895
-1.1715,-2.2216,0,0.084,-3.3091
-1.7474,-2.2748,0,0.504,-3.5182
-0.0939,-2.668,0,0.336,-2.4259
-1.048,-2.1467,0,0.252,-2.9428
-1.348,-2.3313,0,0.252,-3.4273
-1.5922,-2.4702,0,0.252,-3.8104
-0.4614,-1.3506,0,0.252,-1.56
-0.4084,-1.1245,0,0.21,-1.3228
-0.6245,-1.3471,0,0.21,-1.7615
-0.4322,-0.7391,0,0,-1.1713
0.2291,-0.7451,0,0,-0.516
-0.6465,-2.7641,0,0.168,-3.2426
-0.6571,-1.0207,0,0.168,-1.5098
-0.2709,-2.1701,0,0.42,-2.0209
-1.1119,-1.9387,0,0.084,-2.9666
-0.5337,-0.9112,0,0,-1.4449
-1.1335,-1.7473,0,0.168,-2.7129
-0.9581,-2.0015,0,0.21,-2.7496
-0.2952,-2.3861,0,0.504,-2.1773
-0.9481,-2.2441,0,0.42,-2.7722
-1.235,-2.6856,0,0.546,-3.3747
-0.9299,-1.4831,0,0.084,-2.329
-1.1632,-1.5993,0,0.084,-2.6785
-1.3593,-1.7703,0,0.084,-3.0455
-0.468,-1.1522,0,0.084,-1.5363
-0.4646,-0.9707,0,0,-1.4354
0.1024,-1.0172,0,0,-0.9149
-2.6526,-4.8123,0,1.302,-6.1628
-2.3031,-2.757,0,0.42,-4.6401
-1.0282,-2.0469,0,0.042,-3.0331
-0.9533,-1.6231,0,0.294,-2.2824
-2.2016,-3.0242,0,0.924,-4.3018
-1.0051,-2.6393,0,0.63,-3.0144
-0.3625,-1.6304,0,0.21,-1.7829
-0.6628,-1.5932,0,0.168,-2.088
-0.4202,-1.8274,0,0.294,-1.9536
-0.5024,-1.8658,0,0.336,-2.0322
-0.598,-2.1139,0,0.336,-2.3759
-0.6689,-2.1273,0,0.336,-2.4602
-1.5847,-2.4446,0,0.378,-3.6513
-0.8864,-2.1899,0,0.378,-2.6983
-1.3717,-2.2578,0,0.378,-3.2515
-3.4982,-4.5624,0,0.966,-7.0946
-0.4732,-1.7249,0,0.21,-1.9881
-1.0026,-1.6704,0,0.21,-2.4631
-0.2001,-1.6022,0,0.168,-1.6343
-1.4977,-2.4497,0,0.42,-3.5274
-1.6011,-3.5094,0,1.008,-4.1025
-1.1841,-2.6075,0,0.42,-3.3715
-0.5527,-2.0246,0,0.42,-2.1573
-1.9148,-5.5112,0,1.176,-6.25
-1.0775,-1.6956,0,0.336,-2.4371
-0.7579,-1.3308,0,0,-2.0886
-1.1787,-2.1297,0,0.042,-3.2664
-0.7405,-1.0915,0,0.084,-1.748
-1.3413,-2.1512,0,0.21,-3.2825
-1.583,-3.2336,0,0.84,-3.9765
-1.904,-3.1458,0,0.798,-4.2519
-2.2714,-3.4978,0,0.882,-4.8872
-1.4761,-3.5892,0,0.882,-4.1833
-1.5657,-1.9476,0,0.504,-3.0094
-0.8842,-3.1731,0,0.588,-3.4693
-1.4084,-3.928,0,0.63,-4.7064
-0.3193,-0.8348,0,0.084,-1.07
0.1038,-2.1429,0,0,-2.039
-2.7922,-3.4353,0,0.378,-5.8495
-1.1537,-2.0146,0,0.252,-2.9162
-0.4754,-1.764,0,0.252,-1.9873
-1.1459,-1.9349,0,0.252,-2.8288
-0.7873,-1.8813,0,0.294,-2.3747
-1.1538,-2.0571,0,0.168,-3.0429
-0.905,-1.7997,0,0.63,-2.0748
-1.0962,-2.1052,0,0.336,-2.8654
-0.8917,-2.2334,0,0.168,-2.9571
-1.0524,-2.2373,0,0.21,-3.0797
-0.5987,-1.1355,0,0.084,-1.6503
-0.2993,-1.0976,0,0.084,-1.3129
-0.3705,-1.018,0,0.084,-1.3045
-0.7469,-1.2307,0,0,-1.9775
-1.3377,-2.8791,0,0.63,-3.5869
-0.6036,-1.5732,0,0.042,-2.1348
-1.2458,-1.8682,0,0.462,-2.652
-1.4551,-1.9475,0,0.63,-2.7726
-1.6498,-2.2685,0,0.672,-3.2463
-0.5664,-1.349,0,0.084,-1.8313
-0.8392,-2.4941,0,0.546,-2.7874
-0.6018,-3.0733,0,0.966,-2.7091
-0.9946,-1.3798,0,0.084,-2.2904
-0.3652,-1.2278,0,0.042,-1.551
-1.0737,-2.0995,0,0.168,-3.0052
-0.5268,-1.4957,0,0.21,-1.8125
-1.0027,-1.7414,0,0.168,-2.5761
-1.3254,-1.9743,0,0.252,-3.0477
-0.438,-1.2702,0,0.042,-1.6662
-0.4598,-1.3434,0,0.042,-1.7612
-0.9464,-2.0942,0,0.168,-2.8726
-0.8164,-2.1177,0,0.336,-2.5981
-1.3094,-1.8229,0,0.252,-2.8803
-1.4941,-2.2787,0,0.336,-3.4368
-1.6139,-2.9692,0,0.588,-3.9951
-1.175,-2.7544,0,1.134,-2.7954
-2.6773,-2.9663,0,0.882,-4.7616
-1.2088,-2.1166,0,0.504,-2.8214
-1.0471,-2.1385,0,0.504,-2.6817
-1.0917,-2.2458,0,0.504,-2.8335
-0.7149,-0.6569,0,0,-1.3718
0.0667,-1.1475,0,0.126,-0.9548
-0.4817,-1.1678,0,0.126,-1.5235
-0.4346,-1.1624,0,0.126,-1.471
-1.0491,-1.5509,0,0.21,-2.39
-0.2286,-1.0955,0,0,-1.3241
-0.5472,-1.5477,0,0.126,-1.9689
-1.5238,-3.096,0,0.546,-4.0738
-0.9422,-2.0973,0,0.168,-2.8715
-1.0489,-2.0026,0,0.252,-2.7995
-1.0315,-2.2258,0,0.252,-3.0053
-0.9771,-2.8583,0,0.42,-3.4153
-0.3258,-1.0342,0,0,-1.3599
-0.8683,-1.884,0,0.126,-2.6263
-0.6868,-2.1139,0,0.126,-2.6747
-1.569,-1.9787,0,0.126,-3.4217
-1.3192,-2.4003,0,0.336,-3.3834
-2.0494,-3.0533,0,0.378,-4.7247
-1.6926,-2.8723,0,0.924,-3.6409
-2.8012,-4.7575,0,1.26,-6.2987
-0.3979,-3.7976,0,0.966,-3.2295
-0.482,-1.6768,0,0,-2.1588
-0.9083,-1.6747,0,0.084,-2.499
-1.186,-1.5739,0,0.042,-2.7178
-0.7029,-1.4439,0,0.21,-1.9368
-1.6564,-2.5178,0,0.756,-3.4181
-1.0675,-3.3545,0,0.588,-3.834
-1.7095,-2.618,0,0.756,-3.5715
-2.689,-4.0314,0,1.134,-5.5864
-1.6452,-3.3428,0,0.924,-4.064
-1.8806,-3.3751,0,0.924,-4.3317
-2.0806,-2.5121,0,0.588,-4.0047
-0.6029,-2.3184,0,0.462,-2.4593
-0.6271,-1.5807,0,0.252,-1.9558
-0.8086,-1.945,0,0.252,-2.5016
-0.7227,-1.5777,0,0.252,-2.0484
-1.0981,-1.2651,0,0.126,-2.2372
-1.6041,-2.6235,0,0.546,-3.6816
-1.7479,-2.7512,0,0.672,-3.8271
-1.2693,-1.8105,0,0.168,-2.9117
-1.1131,-1.9052,0,0.168,-2.8503
-1.3322,-1.751,0,0.168,-2.9153
-0.3941,-1.7768,0,0.294,-1.8769
-1.0921,-1.8438,0,0.252,-2.684
-0.8375,-1.5223,0,0.252,-2.1078
-0.9755,-1.3324,0,0.126,-2.1819
-1.6569,-2.9564,0,0.63,-3.9833
-1.3133,-2.6464,0,0.798,-3.1617
-0.687,-1.4711,0,0.21,-1.9481
-1.1942,-2.6472,0,0.588,-3.2534
-0.8044,-2.0282,0,0.126,-2.7065
-0.6747,-1.4279,0,0,-2.1026
-1.0033,-2.1427,0,0.126,-3.02
-1.8666,-2.8491,0,0.378,-4.3377
-0.9699,-1.8838,0,0.21,-2.6437
-1.1312,-1.8659,0,0.21,-2.7871
-1.034,-2.5648,0,0.168,-3.4308
-0.9783,-2.1525,0,0.378,-2.7529
-0.8921,-1.1897,0,0.042,-2.0398
-0.8998,-2.2786,0,0.252,-2.9265
-0.7788,-0.9119,0,0.042,-1.6487
-0.7138,-0.9688,0,0,-1.6826
-0.6489,-1.379,0,0,-2.0279
-0.6654,-0.8589,0,0,-1.5243
-1.1297,-1.9906,0,0.252,-2.8683
-0.7636,-1.7888,0,0.084,-2.4684
-1.0068,-1.2427,0,0.126,-2.1236
-1.0135,-1.373,0,0.126,-2.2605
-1.0272,-1.2505,0,0.126,-2.1517
-1.073,-2.568,0,0.084,-3.557
-1.4373,-2.4224,0,0.084,-3.7757
-0.6698,-1.7711,0,0.084,-2.3568
-0.9355,-1.9523,0,0.126,-2.7618
-1.4571,-2.4252,0,0.378,-3.5043
-1.4906,-2.3731,0,0.504,-3.3597
-0.5835,-0.965,0,0,-1.5485
-0.9948,-2.033,0,0.21,-2.8178
-0.9506,-2.1964,0,0.21,-2.937
-0.8301,-1.3834,0,0.084,-2.1295
-0.4421,-1.5583,0,0.084,-1.9164
-1.4365,-2.7279,0,0.504,-3.6605
-0.9153,-0.8865,0,0.084,-1.7178
-0.8222,-1.8987,0,0.168,-2.5529
-0.2576,-2.4027,0,0.252,-2.4083
-1.5261,-2.0707,0,0.21,-3.3868
-1.195,-2.7509,0,0.168,-3.7779
-0.8672,-2.1368,0,0.378,-2.6259
-1.2574,-2.4576,0,0.42,-3.295
-1.729,-2.5557,0,0.798,-3.4867
-2.2798,-3.8677,0,0.756,-5.3915
-0.5752,-1.9866,0,0.084,-2.4778
-1.7761,-2.68,0,0.504,-3.9521
-1.2381,-2.6381,0,0.336,-3.5402
-1.3483,-2.2633,0,0.252,-3.3596
-1.3467,-2.535,0,0.252,-3.6296
-1.3375,-2.3668,0,0.252,-3.4522
-0.8897,-1.3444,0,0.252,-1.9821
-0.7423,-1.0932,0,0.21,-1.6255
-1.0435,-1.4575,0,0.21,-2.291
-0.5999,-0.9709,0,0,-1.5708
-0.5592,-0.963,0,0,-1.5222
-1.2684,-2.8277,0,0.168,-3.9281
-0.7246,-1.1826,0,0.168,-1.7392
-1.6991,-2.6107,0,0.42,-3.8898
-1.264,-1.9285,0,0.084,-3.1085
-0.2891,-0.7713,0,0,-1.0604
-1.344,-2.1409,0,0.168,-3.3169
-0.879,-1.8614,0,0.21,-2.5304
-1.5625,-3.0718,0,0.504,-4.1303
-0.8648,-2.4168,0,0.42,-2.8616
-1.1807,-2.5989,0,0.546,-3.2336
-0.9615,-1.8646,0,0.084,-2.7421
-0.4781,-1.3302,0,0.084,-1.7243
-0.977,-2.0815,0,0.084,-2.9745
-0.5933,-1.0374,0,0.084,-1.5467
-0.2866,-1.0096,0,0,-1.2961
-0.2866,-1.0168,0,0,-1.3034
-2.5836,-3.7785,0,1.302,-5.0602
-1.3767,-2.4544,0,0.42,-3.411
-1.0317,-1.787,0,0.042,-2.7767
-1.0083,-1.6619,0,0.294,-2.3763
-2.2459,-3.3497,0,0.924,-4.6716
-0.8967,-2.4245,0,0.63,-2.6912
-1.153,-1.9239,0,0.21,-2.8669
-0.8666,-1.8409,0,0.168,-2.5396
-0.4828,-2.1997,0,0.294,-2.3885
-1.4713,-2.3673,0,0.336,-3.5026
-0.7948,-2.0809,0,0.336,-2.5397
-0.7323,-2.1671,0,0.336,-2.5634
-1.5629,-2.4918,0,0.378,-3.6767
-1.2519,-2.0575,0,0.378,-2.9314
-1.3427,-2.0359,0,0.378,-3.0006
-1.6786,-3.643,0,0.966,-4.3556
-1.3004,-1.9722,0,0.21,-3.0626
-1.3599,-1.9817,0,0.21,-3.1316
-0.6971,-1.5493,0,0.168,-2.0784
-1.2586,-2.2765,0,0.42,-3.1152
-1.82,-2.8401,0,1.008,-3.6521
-1.5176,-2.5456,0,0.42,-3.6432
-0.944,-1.8534,0,0.42,-2.3774
-2.315,-4.2355,0,1.176,-5.3745
-1.2001,-2.1046,0,0.336,-2.9687
-0.5711,-1.0814,0,0,-1.6525
-0.0745,-1.6116,0,0.042,-1.6441
-0.5684,-1.0412,0,0.084,-1.5256
-0.3559,-1.9414,0,0.21,-2.0873
-1.1183,-3.123,0,0.84,-3.4014
-1.6336,-2.9345,0,0.798,-3.7701
-1.9807,-2.703,0,0.882,-3.8017
-1.3873,-2.906,0,0.882,-3.4113
-0.8642,-1.8724,0,0.504,-2.2326
-1.3834,-2.5646,0,0.588,-3.36
-1.4336,-3.0847,0,0.63,-3.8883
-0.4871,-0.9169,0,0.084,-1.32
-0.1025,-1.3384,0,0,-1.4409
-1.526,-2.2234,0,0.378,-3.3714
-0.987,-2.0243,0,0.252,-2.7593
-1.229,-2.0393,0,0.252,-3.0163
-1.3608,-2.0481,0,0.252,-3.1569
-3.8226,-1.1776,0,0.294,-4.7062
-2.9078,-2.7424,0,0.168,-5.4822
-2.434,-2.9709,0,0.63,-4.7749
-3.4019,-3.1697,0,0.336,-6.2356
-3.0442,-3.0244,0,0.168,-5.9006
-3.059,-4.9869,0,0.21,-7.836
-1.2305,-1.6889,0,0.084,-2.8354
-0.9269,-1.68,0,0.084,-2.5229
-0.717,-1.407,0,0.084,-2.04
-1.4175,-1.4928,0,0,-2.9102
-3.3524,-1.0284,0,0.63,-3.7508
-2.3282,-1.7399,0,0.042,-4.0261
-2.4135,-2.5395,0,0.462,-4.491
-3.4873,-4.286,0,0.63,-7.1433
-3.8606,-4.2735,0,0.672,-7.4621
-0.9903,-1.6416,0,0.042,-2.5898
-2.8689,-2.3452,0,0.546,-4.6681
-5.3453,-3.553,0,0.966,-7.9323
-0.7148,-1.4643,0,0.084,-2.0951
-1.3493,-1.808,0,0.042,-3.1153
-2.067,-2.0475,0,0.168,-3.9464
-2.5084,-2.4914,0,0.21,-4.7899
-1.7487,-2.2847,0,0.168,-3.8654
-2.7528,-2.0933,0,0.252,-4.5941
0.3271,-1.383,0,0.042,-1.0139
-0.7088,-1.6294,0,0.042,-2.2961
-2.1602,-2.284,0,0.168,-4.2761
-2.7375,-3.6004,0,0.336,-6.0019
-1.7142,-2.0297,0,0.252,-3.492
-2.7733,-3.0555,0,0.336,-5.4929
-5.0167,-3.0675,0,0.588,-7.4961
-6.1548,-3.8298,0,1.134,-8.8506
-5.3957,-2.8106,0,0.882,-7.3242
-3.1019,-4.3007,0,0.504,-6.8986
-3.2573,-3.798,0,0.504,-6.5513
-3.1293,-4.2552,0,0.504,-6.8806
-0.5545,-0.8927,0,0,-1.4472
-0.5752,-1.4866,0,0.126,-1.9359
-0.4166,-1.4878,0,0.126,-1.7784
-1.5948,-1.9245,0,0.126,-3.3932
-2.3405,-2.6329,0,0.21,-4.7634
-1.0859,-1.6075,0,0,-2.6933
-2.793,-2.0519,0,0.126,-4.7189
-3.8288,0.375,0,0.546,-2.9078
-3.1586,-1.2432,0,0.168,-4.2339
-2.4813,-2.4923,0,0.252,-4.7215
-2.9501,-3.0232,0,0.252,-5.7214
-3.4249,-3.0238,0,0.42,-6.0287
-0.7539,-1.277,0,0,-2.0309
-1.6204,-2.7502,0,0.126,-4.2446
-2.3865,-2.8652,0,0.126,-5.1257
-2.0845,-2.033,0,0.126,-3.9915
-3.2148,-3.0107,0,0.336,-5.8895
-3.6629,-1.7267,0,0.378,-5.0116
-4.8548,-3.1466,0,0.924,-7.0774
-6.7394,-0.3898,0,1.26,-5.8692
-6.6875,-3.2703,0,0.966,-8.9918
-1.8611,-2.7259,0,0,-4.587
-1.9444,-1.2416,0,0.084,-3.102
-1.9018,0.0648,0,0.042,-1.795
-1.1403,-2.4334,0,0.21,-3.3638
-3.86,-3.6265,0,0.756,-6.7305
-5.312,0.3271,0,0.63,-4.3549
-4.5315,-2.8484,0,0.756,-6.6239
-6.1573,-2.7241,0,1.134,-7.7474
-5.4811,-2.8285,0,0.924,-7.3855
-5.1139,-5.1478,0,0.924,-9.3377
-4.5975,-2.1137,0,0.588,-6.1232
-3.5399,0.9409,0,0.462,-2.137
-2.2182,-2.6814,0,0.252,-4.6476
-2.1763,-3.2092,0,0.252,-5.1335
-2.1732,-2.7293,0,0.252,-4.6505
-1.549,-1.3743,0,0.126,-2.7974
-3.8799,-3.5585,0,0.546,-6.8924
-4.0963,-4.5843,0,0.672,-8.0086
-2.2268,-2.3708,0,0.168,-4.4297
-2.1048,-2.5898,0,0.168,-4.5267
-1.9054,-2.2103,0,0.168,-3.9477
-1.8967,-3.085,0,0.294,-4.6877
-1.2188,-2.2787,0,0.252,-3.2454
-1.1124,-1.7351,0,0.252,-2.5954
-0.3822,-1.5933,0,0.126,-1.8495
-4.0363,-4.2209,0,0.63,-7.6272
-5.0294,-3.2552,0,0.798,-7.4866
-2.0447,-2.2354,0,0.21,-4.0701
-3.2488,-4.0837,0,0.588,-6.7445
-2.2902,-2.5432,0,0.126,-4.7074
-1.5817,-1.9461,0,0,-3.5278
-3.347,-5.4517,0,0.126,-8.6728
-3.2367,-0.8372,0,0.378,-3.6958
-2.5383,-0.5115,0,0.21,-2.8398
-2.2263,-0.4206,0,0.21,-2.4369
-3.64,0.988,0,0.168,-2.484
-2.7169,-3.2477,0,0.378,-5.5866
-2.2954,-1.232,0,0.042,-3.4854
-2.666,-2.4832,0,0.252,-4.8972
-0.8868,-1.0994,0,0.042,-1.9442
-0.6303,-1.0079,0,0,-1.6382
-1.3214,-1.6112,0,0,-2.9326
-0.6862,-1.2736,0,0,-1.9598
-2.2185,-3.1727,0,0.252,-5.1393
-1.2253,-2.0255,0,0.084,-3.1667
-1.0979,-1.6152,0,0.126,-2.5872
-1.9053,-2.051,0,0.126,-3.8304
-1.2404,-1.5777,0,0.126,-2.6921
-3.3788,-1.0002,0,0.084,-4.2951
-3.705,-0.9426,0,0.084,-4.5636
-3.3892,-2.1436,0,0.084,-5.4487
-2.136,-2.437,0,0.126,-4.447
-2.6793,-3.7743,0,0.378,-6.0757
-3.509,-2.8872,0,0.504,-5.8922
-0.6051,-1.2356,0,0,-1.8406
-3.0816,-3.6564,0,0.21,-6.5281
-3.7175,-1.3734,0,0.21,-4.8809
-2.1419,-2.1088,0,0.084,-4.1668
-1.8256,-1.7078,0,0.084,-3.4495
-3.6771,-1.5664,0,0.504,-4.7395
-0.5411,-0.91,0,0.084,-1.367
-1.8128,-3.1939,0,0.168,-4.8387
-3.2401,-3.4689,0,0.252,-6.457
-3.0523,-2.4129,0,0.21,-5.2552
-2.79,-3.5288,0,0.168,-6.1507
-3.4596,-0.0068,0,0.378,-3.0884
-3.1275,-4.2599,0,0.42,-6.9673
-4.4749,-4.158,0,0.798,-7.8349
-5.7517,-1.2626,0,0.756,-6.2583
-2.1133,-2.2308,0,0.084,-4.2601
-3.4615,-3.2637,0,0.504,-6.2212
-4.1988,-1.2296,0,0.336,-5.0923
-2.02,-3.2631,0,0.252,-5.0311
-2.3859,-3.1077,0,0.252,-5.2417
-1.9395,-2.9983,0,0.252,-4.6857
-0.8675,-1.4903,0,0.252,-2.1058
-0.4616,-1.2346,0,0.21,-1.4862
-0.679,-1.6111,0,0.21,-2.0801
-1.0758,-1.3719,0,0,-2.4478
-1.2007,-1.4028,0,0,-2.6035
-2.1701,-0.2748,0,0.168,-2.2769
-1.2975,-1.5716,0,0.168,-2.7011
-3.8791,-4.4357,0,0.42,-7.8948
-2.4671,-2.4328,0,0.084,-4.8159
-0.7983,-1.2372,0,0,-2.0355
-1.6198,-2.4415,0,0.168,-3.8932
-2.6705,-2.8314,0,0.21,-5.2919
-4.4358,-2.1483,0,0.504,-6.0802
-3.891,-1.4557,0,0.42,-4.9267
-3.5271,-3.1682,0,0.546,-6.1494
-1.4512,-2.1976,0,0.084,-3.5648
-2.117,-2.1227,0,0.084,-4.1557
-2.0049,-2.5747,0,0.084,-4.4956
-0.8307,-1.4496,0,0.084,-2.1963
-1.1325,-1.251,0,0,-2.3835
-0.9547,-1.2735,0,0,-2.2282
-6.1039,-2.1043,0,1.302,-6.9062
-2.8509,-2.2691,0,0.42,-4.7
-2.4367,-0.9594,0,0.042,-3.3541
-2.1402,-1.8858,0,0.294,-3.732
-4.1124,-2.9523,0,0.924,-6.1407
-3.5298,-2.4892,0,0.63,-5.3889
-2.5967,-1.2046,0,0.21,-3.5913
-1.807,-1.7771,0,0.168,-3.4161
-3.159,-2.65,0,0.294,-5.515
-3.0564,-3.1108,0,0.336,-5.8312
-2.9178,-3.2162,0,0.336,-5.798
-2.8625,-3.6111,0,0.336,-6.1376
-3.5067,-3.2784,0,0.378,-6.4071
-3.3341,-4.206,0,0.378,-7.1621
-3.7011,-3.3118,0,0.378,-6.6349
-5.0353,-3.0873,0,0.966,-7.1566
-1.9338,-2.4821,0,0.21,-4.2059
-1.7021,-2.4878,0,0.21,-3.9799
-2.6934,-2.6338,0,0.168,-5.1592
-3.0268,-2.8779,0,0.42,-5.4848
-4.8844,-7.4963,0,1.008,-11.3727
-2.3605,-3.2529,0,0.42,-5.1935
-2.7399,-3.585,0,0.42,-5.905
-4.7136,-11.9629,0,1.176,-15.5005
