X1_lig_vol,X2_pock_vol,X3_nb_AS,X4_mean_as_ray,X5_mean_as_solv_acc,X6_apol_as_prop,X7_mean_loc_hyd_dens,X8_hydrophobicity_score,X9_volume_score,X10_polarity_score,X11_charge_score,X12_flex,X13_prop_polar_atm,X14_as_density,X15_as_max_dst,X16_ALA,X17_ARG,X18_ASN,X19_ASP,X20_CYS,X21_GLN,X22_GLU,X23_GLY,X24_HIS,X25_ILE,X26_LEU,X27_LYS,X28_MET,X29_PHE,X30_PRO,X31_SER,X32_THR,X33_TRP,X34_TYR,X35_VAL
641.38,1040.97,111,3.39,0.47,0.28,9.48,16.7,4.26,33,3,30.65,43.04,9.83,21.5,1,2,3,3,1,3,3,2,0,4,0,7,2,0,3,5,2,3,2,7
177.72,495.29,46,3.44,0.44,0.37,8.94,12.24,4.56,19,2,30.78,43.55,6.09,14.69,0,2,0,2,0,3,1,1,0,0,0,3,1,0,1,3,1,2,2,3
180.33,542.97,51,3.42,0.46,0.37,8.95,7.03,4.41,22,3,31.42,45.07,6.41,14.19,0,2,1,2,0,3,1,1,0,0,0,4,1,0,2,4,1,2,2,3
266.64,731.63,60,3.46,0.49,0.35,8.38,22.39,4.48,19,2,28.85,43.02,7.3,16.56,1,2,1,1,0,2,3,0,0,2,0,4,1,0,2,2,1,1,2,8
279.59,661,68,3.47,0.46,0.32,7.73,7.49,4.23,25,3,30.51,44.21,7.73,20.47,0,2,2,2,1,3,2,1,0,1,0,5,1,0,2,4,2,1,2,4
539.95,1769.64,71,4.11,0.62,0.18,8.31,18.5,3.87,21,1,33.75,47.06,10.12,25.97,1,0,4,1,0,0,2,0,3,2,0,1,1,3,1,5,3,0,2,1
286.52,740.51,81,3.4,0.49,0.36,10.41,15.1,4.23,25,3,30.37,40.91,8.63,21.24,0,2,2,2,1,3,2,1,0,2,0,5,1,0,2,4,2,1,2,7
272.52,789.32,68,3.51,0.5,0.35,9.42,14.15,4.47,21,3,28.9,41.67,7.8,16.08,1,2,1,1,1,3,3,0,0,2,0,5,1,0,3,2,1,1,2,5
597.39,2048.49,85,4.1,0.6,0.21,8.44,17.18,3.76,26,3,34.93,46.23,10.64,29.81,2,0,4,1,0,1,2,1,4,2,0,2,2,3,1,6,4,0,2,1
286.65,722.8,69,3.48,0.48,0.38,9.38,15.94,4.34,22,1,28.98,41.3,8.17,17.81,1,2,1,3,1,3,2,0,0,1,1,4,1,0,2,2,2,1,2,6
139.62,499.38,44,3.5,0.47,0.43,9.26,17.74,4.78,15,3,29.67,36.67,5.89,12.88,0,2,0,1,0,3,1,0,0,2,0,3,1,0,2,2,0,1,2,3
208.3,563.78,48,3.52,0.49,0.44,8.95,20.4,4.5,18,4,29.19,40,6.48,13.28,1,2,1,1,1,3,1,0,0,2,0,4,1,0,2,2,1,1,2,5
115.2,474.72,36,3.5,0.52,0.33,10,26.56,4.72,10,0,27.98,42,5.5,11.32,0,1,0,1,0,2,1,0,0,1,0,1,1,0,2,0,1,1,2,4
270.97,728,66,3.47,0.49,0.39,9.54,12.12,4.33,21,2,29.06,40,7.53,16,1,2,1,1,1,3,3,0,0,1,0,4,1,0,3,3,1,1,2,5
515.25,1824.92,77,4.2,0.64,0.23,6.67,12.64,3.61,23,2,33.84,46.39,9.31,23.45,2,0,4,1,0,0,2,1,3,1,0,2,2,3,1,6,4,0,1,0
459.59,981.59,87,3.47,0.46,0.31,8.96,14.68,4.39,29,3,30.05,43.9,8.82,19.17,1,2,2,2,1,3,3,1,0,2,0,6,2,0,3,4,2,3,2,5
466.11,879.58,81,3.48,0.45,0.32,8.54,14.36,4.31,29,3,29.92,44.54,8.63,19.17,1,2,2,2,1,3,3,2,0,2,0,6,2,0,3,4,2,3,2,5
493.86,1038.61,105,3.45,0.47,0.26,8.67,12.55,4.12,32,2,29.84,42.75,9.86,23.68,2,2,2,4,1,3,3,1,0,3,1,7,2,0,3,5,3,1,2,6
279.71,801.32,61,3.49,0.47,0.34,8.57,17.33,4.55,19,3,28.51,46.34,7.39,16.08,1,2,1,1,1,2,3,0,0,2,0,5,1,0,3,1,1,1,2,6
443.53,1034.46,94,3.47,0.47,0.27,9.36,14.36,4.31,29,3,29.87,42.97,9.02,19.89,1,2,2,2,1,3,3,2,0,2,0,6,2,0,3,4,2,3,2,5
542.79,958.28,93,3.45,0.47,0.32,8.6,18.9,4.22,29,2,29.08,43.2,9.26,19.47,2,2,1,3,1,3,3,1,0,3,1,6,1,0,3,4,3,2,2,8
76.56,242.24,22,3.49,0.42,0.32,5.43,12.79,4,10,1,38.96,48.48,3.95,8.82,0,0,2,1,0,2,0,1,0,1,0,2,0,0,0,1,1,1,0,2
340.27,1421.93,48,4.14,0.62,0.27,6.31,16.24,3.71,12,1,33.76,46.15,6.26,14.92,1,0,2,1,0,0,1,0,2,1,0,1,1,2,0,3,2,0,0,0
719.18,2329.05,66,4.48,0.64,0.18,7.33,13.36,3.61,20,2,33.3,47.44,8.45,20.11,1,0,3,1,0,0,2,1,3,1,0,2,2,3,0,6,3,0,0,0
243.84,740.31,57,3.46,0.47,0.37,8.19,17.9,4.48,19,2,28.33,41.98,7.07,14.68,1,2,1,1,1,2,3,0,0,1,0,4,1,0,2,1,2,1,2,6
253.5,661.97,62,3.45,0.48,0.42,9.77,19,4.29,21,0,29.41,41.57,7.3,15.32,1,2,1,2,1,3,3,0,0,2,0,3,1,0,2,3,1,1,2,7
241.28,629.01,58,3.48,0.47,0.38,8.36,19.78,4.25,22,3,29.76,43.37,6.95,15.26,1,2,1,2,1,3,1,0,0,2,0,4,1,0,2,4,2,1,2,7
333.49,1061.76,67,4.04,0.57,0.52,22.29,18.91,4.14,14,-4,30.99,36.11,7.06,17.79,1,0,3,1,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
260.14,968.33,57,3.92,0.54,0.44,14.96,15.91,4.22,15,-4,31.53,37.31,6.37,13.64,1,0,2,2,0,1,4,1,1,2,0,1,0,1,1,0,1,1,2,2
264.44,1005.52,64,3.94,0.54,0.45,16.55,19.14,4.27,14,-3,30.49,36.62,6.75,15.67,1,0,2,1,0,1,4,1,1,2,0,1,0,1,1,0,1,1,2,2
358.14,1208.75,57,4.1,0.56,0.54,18.77,15.77,4,13,-4,33.11,34.72,6.63,16.81,2,0,2,1,0,2,4,1,0,2,0,1,0,1,1,0,1,0,2,2
283.97,874.47,62,3.95,0.55,0.39,14.08,19.73,4.18,14,-4,31.45,36.11,6.77,16.5,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
275.76,1122.01,67,3.98,0.55,0.46,17.74,21.14,4.19,13,-4,31.35,35.14,6.98,15.99,1,0,2,1,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
133.95,545.19,32,4.07,0.59,0.62,18.4,20.27,4.2,9,-4,27.59,39.02,4.19,9.77,1,0,2,1,0,0,3,0,0,2,0,0,0,1,1,0,1,0,2,1
131.46,717.48,43,4.1,0.58,0.58,21.44,16.71,4.18,11,-4,30.22,38.46,5.21,12.23,1,0,2,1,0,2,3,0,0,2,0,0,0,1,1,0,1,0,2,1
107.76,695.7,37,4.08,0.56,0.49,16.33,18.38,4.19,10,-4,31.48,35.56,4.61,9.31,1,0,2,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
204.52,815.96,43,4.03,0.6,0.49,17.24,17.84,4,11,-5,31.07,37.5,5.22,10.99,1,0,2,1,0,1,4,1,0,2,0,0,0,1,1,0,1,0,2,2
430.06,1518.76,76,4.09,0.56,0.49,21.95,13.64,4.08,17,-5,32.79,37.21,7.71,17.79,1,0,3,2,0,3,4,1,1,2,0,0,0,1,1,0,1,1,2,2
254.48,1044.37,48,4.1,0.54,0.46,15.09,13.9,3.95,13,-5,33.31,37.93,6.31,14.15,1,0,2,2,0,1,4,1,1,2,0,0,0,1,1,0,1,0,2,2
225.76,945.82,49,4.09,0.58,0.55,21.63,13.74,4.11,12,-3,30.77,34.43,5.67,12.29,1,0,2,1,0,2,3,1,0,2,0,1,0,1,1,0,1,0,2,1
324.18,1082.95,67,4.03,0.55,0.49,19.82,16.48,4.13,15,-5,30.65,35.53,7.09,16.65,1,0,2,2,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
330.96,1030.23,67,4.03,0.55,0.49,19.76,19.73,4.18,14,-4,30.37,35.14,7.08,16.65,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
153.38,775.03,28,4,0.45,0.21,5,-3.84,3.79,12,1,38.57,53.66,5.36,11.56,1,0,3,0,1,4,1,1,0,0,0,2,0,1,3,0,1,0,1,0
391.58,1349.66,73,3.99,0.57,0.48,18.06,14.3,4.07,18,-3,31.16,39.08,8.11,18.68,2,0,4,1,0,3,4,1,1,2,0,1,0,1,1,0,1,1,2,2
800.21,2105.16,108,4.01,0.58,0.46,19.44,14.71,4.13,25,-2,35.63,37.8,9.86,26.33,3,0,3,2,1,7,4,2,1,3,0,3,0,1,1,0,1,2,2,2
151.65,698.97,41,4.04,0.59,0.54,18.18,14.61,4,11,-5,31.02,35.29,4.95,9.77,1,0,2,1,0,1,4,1,0,2,0,0,0,1,1,0,1,0,2,1
153.04,724.26,43,4.05,0.55,0.53,16.61,15.61,4,11,-4,27.24,36.73,5.73,13.14,1,0,2,1,0,0,4,1,1,2,0,0,0,1,1,0,1,0,2,1
245.3,1139.18,60,4.1,0.56,0.5,19.2,16.05,4,13,-4,30.46,35.29,6.76,16.44,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,0,2,2
227.19,789.18,61,3.85,0.53,0.43,15.31,16.95,4.05,13,-3,31.21,35.82,6.41,13.32,1,0,2,1,1,1,4,1,1,2,0,1,0,1,1,0,1,0,2,2
219.64,939.6,57,4.07,0.57,0.58,22.73,17.35,4,12,-4,30.34,37.5,6.44,14.7,1,0,2,1,0,1,4,1,1,2,0,0,0,1,1,0,1,0,2,2
243.66,1104.03,60,3.9,0.53,0.35,10.76,16.71,4.04,15,-3,33.76,34.85,6.41,13.64,2,0,2,1,1,2,4,1,1,2,0,1,0,0,1,0,1,1,2,2
135.59,509.88,22,3.94,0.46,0.27,5,-0.56,3.62,9,1,36.19,53.12,4.55,9.86,1,0,3,0,1,3,0,1,0,0,0,1,0,1,3,0,1,0,1,0
147.09,631.96,40,4.04,0.57,0.6,17.83,15.61,4,11,-4,27.59,38.78,5.4,12.77,1,0,2,1,0,0,4,1,1,2,0,0,0,1,1,0,1,0,2,1
248.83,988.25,52,4.13,0.57,0.54,20.21,14.57,4.1,13,-4,30.85,35.38,5.99,12.85,1,0,2,1,0,2,4,1,0,2,0,1,0,1,1,0,1,0,2,2
285.98,1063.77,63,3.98,0.54,0.4,15.6,16.91,4,14,-5,32.63,36.23,6.94,13.96,1,0,2,2,0,1,4,2,1,2,0,0,0,1,1,0,1,1,2,2
181.49,764.03,43,4.04,0.57,0.56,17,15.94,4.29,11,-3,27.91,35.85,5.52,12.12,1,0,2,1,0,1,3,0,0,2,0,1,0,1,1,0,1,0,2,1
249.07,1092.33,57,3.98,0.53,0.37,12.67,11.57,4,15,-4,33.28,38.81,6.7,13.78,1,0,2,2,0,1,4,2,1,2,0,1,0,0,1,0,1,1,2,2
503.05,1660.01,82,4.01,0.56,0.45,17.78,18.67,4.13,19,-2,32.05,36.84,9,25.26,2,0,2,1,1,3,4,2,1,2,0,2,0,1,1,1,1,2,2,2
677.56,2106.48,104,4.04,0.58,0.46,20.21,22.5,4.24,24,-1,32.45,40.16,10.81,26.58,3,0,3,1,1,3,4,2,1,2,0,3,1,1,1,2,1,3,3,3
552.1,2131.4,100,4.1,0.59,0.48,19.71,18.77,4.14,22,-3,34.35,37.72,9.74,25.06,3,0,4,2,1,3,4,2,1,3,0,2,0,1,1,0,1,2,3,2
295.87,1351.06,75,4.02,0.58,0.45,16.35,17,4.04,16,-3,31.42,36.9,8.39,20.32,2,0,2,1,0,3,4,2,1,2,0,1,0,1,1,0,1,1,2,2
304.73,1186.64,66,4.02,0.57,0.44,17.31,16.05,4,13,-4,31.44,36,7.11,16.44,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,0,2,2
299.73,1263.46,77,4.01,0.56,0.42,15.25,19.96,4.19,17,-3,31.9,36.47,8.41,21.6,2,0,2,1,0,3,4,2,1,2,0,1,0,1,1,0,1,2,2,2
83.81,351.81,26,3.82,0.52,0.23,5,6.38,3.69,9,-3,31.45,42.86,3.23,7.56,1,0,2,2,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1
120.7,656.7,39,4.17,0.59,0.64,21.6,18.38,4.19,10,-4,27.8,36.17,4.95,10.99,1,0,2,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
125.18,702.68,39,4.17,0.59,0.64,21.6,18.38,4.19,10,-4,27.8,36.17,4.95,10.87,1,0,2,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
169.16,793.07,52,3.86,0.53,0.4,13.24,17.2,4.1,13,-4,31.41,34.55,5.93,13.64,1,0,2,1,0,1,4,1,1,2,0,0,0,0,1,0,1,1,2,2
225.36,1153.55,59,4.01,0.54,0.42,13.6,13.14,3.91,14,-5,33.64,34.85,6.65,14.44,1,0,2,2,0,1,4,2,1,2,0,0,0,0,1,0,1,1,2,2
129.64,556.67,35,3.97,0.56,0.63,17.55,14.71,4.29,11,-4,27.61,38.1,4.74,10.35,1,0,2,1,0,0,4,0,0,2,0,1,0,1,1,0,1,0,2,1
236.21,1109.18,71,3.94,0.54,0.44,16.84,17.29,4.17,15,-4,30.96,35.06,7.1,15.86,1,0,2,2,1,1,4,1,1,2,0,1,0,1,1,0,1,1,2,2
467.13,1818.31,86,4.07,0.59,0.48,17.61,12.55,4.13,21,-3,33.83,36.73,9.08,20.71,2,0,3,2,0,4,4,2,1,2,0,2,0,1,1,0,1,1,3,2
312.1,1310.27,69,4.03,0.56,0.46,18.88,16.48,4.13,15,-5,31.79,35.06,7.2,17,1,0,2,2,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
214.82,927.49,64,4,0.55,0.5,19.12,19.73,4.18,14,-4,31.54,36.11,7.03,16.43,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
251.89,1157.57,64,4.03,0.54,0.47,17.47,19.73,4.18,14,-4,30.15,35.71,7.28,17,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
400.96,1464.27,73,4.04,0.54,0.42,15.35,15.25,4.08,15,-4,31.9,37.04,7.54,16.23,1,0,2,2,0,1,4,2,1,2,0,1,0,1,1,0,1,1,2,2
89.32,511.4,30,4.12,0.55,0.53,14.38,20.27,4.2,9,-4,27.77,37.84,3.97,8.37,1,0,2,1,0,0,3,0,0,2,0,0,0,1,1,0,1,0,2,1
214.07,969.28,44,4.21,0.56,0.61,22,22.21,4.26,12,-4,29.55,32.14,5.49,13.32,2,0,2,1,0,2,3,0,0,2,0,0,0,1,1,0,1,1,2,1
226.99,968.49,49,4.08,0.58,0.55,18.74,18,4.19,13,-4,28.78,32.26,6.13,14.81,2,0,2,1,0,1,4,1,0,2,0,1,0,1,1,0,1,1,2,1
210.69,1062.17,52,4.17,0.59,0.56,18.34,17.09,4.27,14,-2,29.94,36.51,7.08,15.52,2,0,2,1,0,2,3,1,0,2,0,2,0,1,1,0,1,1,2,1
299.55,1471.81,78,4.08,0.56,0.49,18.84,18.24,4.08,15,-4,32.73,34.52,7.66,17.22,2,0,2,2,1,1,4,1,1,2,0,1,0,1,1,0,1,1,2,2
400.47,1376.3,71,4.06,0.56,0.48,19.53,19.5,4.19,17,-5,31.93,33.33,7.41,19.09,2,0,2,2,0,3,4,1,1,2,0,0,0,1,1,0,1,2,2,2
623.75,1985.41,95,4.07,0.55,0.43,18.34,9.79,3.76,21,-5,33.39,34.55,8.77,18.93,3,0,3,3,1,4,4,2,1,2,0,1,0,1,2,1,1,1,2,2
796.2,2266.2,110,4,0.61,0.43,18.51,17.9,4.4,28,-2,36.81,38.69,10.76,30.62,3,0,4,2,0,7,4,1,1,3,0,3,1,1,1,0,1,3,3,2
775.31,2651.41,116,4.01,0.57,0.45,18.58,17.58,4.14,28,-2,35.92,38.69,11.09,32.26,4,0,3,2,1,8,4,2,1,3,0,3,1,1,1,1,1,3,2,2
195.72,814.08,44,4.19,0.57,0.52,19.39,16.71,4.18,11,-4,30.39,37.04,5.37,12.23,1,0,2,1,0,2,3,0,0,2,0,0,0,1,1,0,1,0,2,1
237.19,1026.11,52,4.09,0.59,0.48,18.56,21.95,4.6,15,-3,30.73,38.1,6.94,14.72,1,0,3,1,0,2,3,0,0,2,0,1,0,1,0,0,1,1,3,1
215.39,1160.65,51,4.18,0.6,0.61,21.87,20.4,4.45,14,-1,31.08,36.67,6.84,15.51,1,0,3,0,0,2,3,1,0,2,0,2,0,1,0,0,1,1,2,1
182.51,807,42,4.17,0.59,0.64,23.19,15.65,4.12,11,-4,29.02,40.38,5.34,13.67,1,0,3,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
444.87,1458.01,82,4.09,0.58,0.46,16.05,19.58,4.08,16,-5,35.02,34.07,8.22,18.56,2,0,2,2,0,3,4,1,1,3,0,0,0,1,1,0,1,1,2,2
557.04,1889.09,82,4.01,0.57,0.46,19.95,20.1,4.23,19,-4,32.36,36.36,8.81,24.76,2,0,3,2,0,2,4,2,1,2,0,1,1,1,1,0,1,2,3,2
459.34,1400.65,77,4.02,0.56,0.45,16,18.1,4.1,18,-4,34.87,36.05,7.82,18.12,2,0,2,2,1,4,4,1,1,3,0,1,0,1,1,0,1,1,2,2
742.3,2278.07,97,4.05,0.57,0.45,20.64,18.54,4.11,23,-2,33.04,41.67,10.09,26.26,3,0,4,1,0,3,4,3,1,2,0,2,0,1,2,1,1,3,3,3
552.55,1675.1,90,4.09,0.55,0.44,16.85,22.23,4.13,18,-5,34.31,33.66,8.74,22.27,2,0,3,2,1,3,4,1,1,3,0,0,1,1,1,0,1,1,3,2
486.82,1534.83,78,4.14,0.58,0.46,17.17,19.58,4.08,16,-5,34.29,33.33,7.88,18.12,2,0,2,2,0,3,4,1,1,3,0,0,0,1,1,0,1,1,2,2
389.2,1210.96,69,4.01,0.55,0.46,19.19,18.43,4.17,15,-4,32.06,35.06,7.21,16.65,1,0,2,1,0,3,4,1,1,2,0,0,0,1,1,0,1,1,2,2
483.09,1649.81,82,4.14,0.55,0.43,14.69,19.58,4.08,16,-5,34.32,34.07,8.16,20.04,2,0,2,2,0,3,4,1,1,3,0,0,0,1,1,0,1,1,2,2
225.56,975.75,42,4.25,0.57,0.57,20.25,20.56,4,10,-4,30.54,35.19,5.25,11.15,1,0,2,1,0,1,3,1,0,2,0,0,0,1,1,0,1,0,2,2
226.75,964.86,58,3.95,0.56,0.5,19.17,17.68,4.14,14,-5,32,36.36,6.41,13.98,1,0,2,2,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
229.21,878.7,65,3.81,0.53,0.38,13.68,18.62,4.29,15,-2,30.94,35.62,6.59,13.98,1,0,2,1,1,1,4,1,1,2,0,2,0,1,1,0,1,1,2,2
132.04,674.69,40,4.02,0.56,0.52,16.67,14.61,4,11,-5,30.42,36.17,4.88,9.77,1,0,2,1,0,1,4,1,0,2,0,0,0,1,1,0,1,0,2,1
381.53,1292.77,70,4.09,0.57,0.47,21.15,19.73,4.18,14,-4,31.54,34.21,7.26,17,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
415.38,1482.68,70,4.09,0.55,0.46,17.38,22.88,4.12,15,-4,31.51,34.18,7.58,21.17,2,0,2,1,0,2,4,2,1,2,0,0,0,1,1,0,1,2,2,2
203.7,900.67,45,4.19,0.57,0.6,20.59,16.45,4,12,-5,29.42,35.71,5.61,12.45,1,0,2,1,0,2,4,1,0,2,0,0,0,1,1,0,1,0,2,2
227.31,898.53,50,4.14,0.58,0.58,22.21,13.32,4,12,-5,30.73,33.9,5.73,12.55,1,0,2,1,0,2,4,1,0,2,0,0,0,1,1,0,1,0,2,1
190.8,889.32,47,4.18,0.55,0.55,17.69,16.45,4,12,-5,29.28,35.59,5.7,12.3,1,0,2,1,0,2,4,1,0,2,0,0,0,1,1,0,1,0,2,2
205.34,871.91,51,4.11,0.55,0.55,19.57,11.5,4.1,13,-4,30.57,34.92,5.79,12.45,1,0,2,1,0,2,4,1,0,2,0,1,0,1,1,0,1,0,2,1
169.77,645.56,40,4.02,0.57,0.6,19.08,13.89,4.11,11,-4,29.7,35.85,4.98,10.05,1,0,2,1,0,0,4,1,0,2,0,1,0,1,1,0,1,0,2,1
165.35,762.41,45,4.13,0.6,0.51,19.48,15.78,4,11,-4,30.79,35.71,5.33,12.29,1,0,2,1,0,2,3,1,0,2,0,0,0,1,1,0,1,0,2,1
135.65,678.25,39,4.17,0.6,0.67,22.46,18.38,4.19,10,-4,27.8,36.17,4.89,10.99,1,0,2,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
335.99,1227.3,66,4.06,0.56,0.48,19.06,21.14,4.19,13,-4,31.4,34.72,6.99,16.65,1,0,2,1,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
444.85,1524.97,84,4.07,0.56,0.5,17.1,19.08,4.15,16,-4,33.97,35.16,8.15,18.5,2,0,2,2,0,2,4,1,1,3,0,1,0,1,1,0,1,1,2,2
196.03,908.04,55,4.04,0.54,0.55,17.67,17.35,4,12,-4,28.02,38.71,6.81,16.14,1,0,2,1,0,1,4,1,1,2,0,0,0,1,1,0,1,0,2,2
328.52,1167.57,64,4.04,0.57,0.5,18.06,17.18,3.91,13,-4,32.42,35.53,7.02,16.81,2,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,0,2,2
257.28,1294.15,74,4.09,0.55,0.43,15.5,18.7,4.04,14,-5,33.31,35,7.54,16.72,2,0,2,2,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
181.89,879.95,45,4.2,0.58,0.64,22.28,14.61,4,11,-5,27.83,33.96,5.6,12.55,1,0,2,1,0,1,4,1,0,2,0,0,0,1,1,0,1,0,2,1
366.73,1416.39,61,4.16,0.57,0.44,16.59,16.96,4.16,16,-4,33.35,38.67,7.42,18.35,2,0,2,1,0,4,4,1,0,2,0,1,0,1,1,0,1,1,2,2
408.65,1409.26,75,4.02,0.57,0.47,18.97,19.36,4.25,19,-5,32.04,34.44,8.04,19.51,2,0,3,2,0,3,4,1,1,2,0,0,0,1,1,0,1,2,3,2
269.45,976.51,62,4.07,0.56,0.52,19.31,16.05,4,13,-4,30.72,36.23,6.79,15.21,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,0,2,2
268.69,1025.44,64,4.05,0.55,0.52,20.12,16.05,4,13,-4,31.1,36.62,6.86,16.14,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,0,2,2
383.45,1379.16,74,4.15,0.57,0.53,19.13,18.7,4.04,14,-5,33.36,33.75,7.61,16.65,2,0,2,2,0,1,4,1,1,2,0,0,0,1,1,0,1,1,2,2
276.08,1289.63,69,4.07,0.57,0.48,19.15,17.5,4.04,15,-5,32.23,34.62,7.28,16.77,2,0,2,2,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
211.75,1078.06,50,4.16,0.56,0.56,19.86,17.52,4.33,14,-4,28.88,36.67,6.49,14.81,2,0,2,1,0,2,4,0,0,2,0,1,0,1,1,0,1,1,2,1
307.14,1162.09,66,4.04,0.55,0.45,17.73,19.73,4.18,14,-4,31.47,35.14,7.33,18.1,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
110.39,552.1,28,4.06,0.57,0.57,13.88,9.59,3.88,11,-5,29.6,43.24,4.13,8.67,1,0,2,1,0,1,4,1,0,2,0,0,0,0,1,0,1,0,2,1
86.99,141.34,19,3.34,0.41,0.37,6,6.93,3.93,9,1,29.47,53.57,3.76,8.31,0,0,3,1,0,0,1,2,1,2,1,2,0,0,1,0,0,0,1,0
173.8,838.63,45,4.03,0.55,0.56,18.32,13.89,4.11,11,-4,29.51,35.71,5.51,11.38,1,0,2,1,0,0,4,1,0,2,0,1,0,1,1,0,1,0,2,1
102.82,543.28,28,3.85,0.51,0.29,6.5,4.33,3.67,11,-4,32.54,43.75,3.67,10.12,1,0,2,2,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1
216.41,1074.71,59,4.03,0.55,0.47,16.79,20.65,4.09,14,-4,30.18,33.82,7.06,18.7,2,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
202.4,925.55,49,4.18,0.57,0.57,21.21,11.5,4.1,13,-4,30.73,35.48,5.69,12.55,1,0,2,1,0,2,4,1,0,2,0,1,0,1,1,0,1,0,2,1
150.69,681.72,30,3.8,0.46,0.3,6.22,-3.84,3.79,12,1,39.82,53.49,5.64,11.15,1,0,3,0,1,4,1,1,0,0,0,2,0,1,3,0,1,0,1,0
187.48,993.78,47,4.17,0.61,0.57,23.48,13.47,3.95,12,-4,31.61,36.21,5.55,13.33,1,0,3,1,0,2,3,1,0,2,0,0,0,1,1,0,1,0,2,1
142.26,647.64,36,4.06,0.54,0.61,17.45,16.06,4,10,-5,27.64,35.56,4.86,9.77,1,0,2,1,0,0,4,1,0,2,0,0,0,1,1,0,1,0,2,1
296.58,1273.01,76,4.01,0.55,0.46,15.09,20.24,4.16,15,-4,33.73,35.29,7.83,18.5,2,0,2,2,0,1,4,1,1,3,0,1,0,1,1,0,1,1,2,2
309.27,1147.06,67,4.06,0.54,0.43,17.03,19.73,4.18,14,-4,31.36,34.67,7.12,16.66,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
312.85,1153.97,67,4.03,0.56,0.45,17.8,19.73,4.18,14,-4,31.36,34.67,7.08,16.65,1,0,2,1,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
213.77,901.63,44,4.21,0.58,0.61,23.48,18.38,4.19,10,-4,30.4,35.29,5.19,11.37,1,0,2,1,0,1,3,0,0,2,0,0,0,1,1,0,1,0,2,1
321.79,1339.24,74,3.99,0.55,0.47,17.14,20.24,4.16,15,-4,33.03,36.25,7.64,17.78,2,0,2,2,0,1,4,1,1,3,0,1,0,1,1,0,1,1,2,2
377.38,1426.39,74,4.08,0.58,0.47,18.06,17.5,4.04,15,-5,32.79,33.73,7.63,16.77,2,0,2,2,0,2,4,1,1,2,0,0,0,1,1,0,1,1,2,2
116.11,537.09,35,4.03,0.54,0.6,16.67,16.06,4,10,-5,27.32,36.59,4.66,9.77,1,0,2,1,0,0,4,1,0,2,0,0,0,1,1,0,1,0,2,1
262.94,966.07,51,4.15,0.59,0.55,17.93,17.09,4.27,14,-2,29.8,37.5,6.8,15.78,2,0,2,1,0,2,3,1,0,2,0,2,0,1,1,0,1,1,2,1
340.71,1419.71,73,4.04,0.58,0.51,20.11,14.5,4.13,19,-1,31.36,37.36,8.56,21.35,2,0,2,1,1,4,4,2,1,2,0,3,0,1,1,0,1,1,2,2
217.9,865.88,42,4.25,0.56,0.57,20.17,17.29,4,10,-4,28.41,33.96,5.19,12.65,1,0,2,1,0,1,3,1,0,2,0,0,0,1,1,0,1,0,2,1
223.12,823.32,49,4.08,0.58,0.51,18.56,16.45,4,12,-5,30.94,35.59,5.73,12.3,1,0,2,1,0,2,4,1,0,2,0,0,0,1,1,0,1,0,2,2
450.51,1527.27,72,4.21,0.58,0.51,20.65,13.85,4.07,17,-3,32.28,34.57,7.94,20.4,2,0,2,2,0,2,4,2,1,2,0,2,0,1,1,0,1,1,2,2
100.47,370.15,22,3.74,0.45,0.27,5,-1.88,3.76,10,2,38.13,55.88,4.47,9.21,1,0,3,0,1,3,0,1,0,0,0,2,0,1,3,0,1,0,1,0
