X1_PCS,X1_PCS_Pharm,X2_sas_score,Y1_dsx_score,Y2_dsx_score_Pharm
-0.205,-0.112,-33.342,-169.64,-92.958
-0.184,-0.075,-35.18,-184.534,-75.572
-0.199,-0.104,-20.498,-108.838,-56.863
-0.218,-0.107,-26.574,-157.947,-77.43
-0.21,-0.107,-21.982,-179.674,-91.691
-0.215,-0.133,-12.105,-43.935,-27.228
-0.201,-0.094,-14.244,-108.257,-51.106
-0.208,-0.09,-19.703,-141.179,-60.956
-0.17,-0.07,-12.894,-82.757,-34.267
-0.191,-0.062,-7.345,-88.174,-28.729
-0.206,-0.077,-12.726,-111.057,-41.539
-0.213,-0.067,-19.611,-70.309,-27.031
-0.21,-0.099,-17.336,-96.588,-45.598
-0.2,-0.116,-12.925,-87.273,-50.466
-0.19,-0.087,-13.998,-100.873,-46.611
-0.184,-0.087,-13.01,-95.101,-44.929
-0.198,-0.102,-13.421,-94.763,-49.937
-0.2,-0.09,-10.245,-66.621,-29.848
-0.216,-0.093,-13.316,-75.549,-33.356
-0.21,-0.112,-11.758,-48.496,-25.802
-0.168,-0.084,-11.592,-65.831,-33.029
-0.22,-0.113,-15.798,-125.289,-64.516
-0.176,-0.099,-0.398,-61.689,-34.853
-0.214,-0.106,-22.359,-101.701,-50.319
-0.221,-0.1,-28.189,-118.596,-53.693
-0.245,-0.126,-24.881,-115.486,-59.164
-0.238,-0.037,-14.363,-72.262,-11.597
-0.213,-0.056,-36.378,-125.842,-33.258
-0.201,-0.045,-41.157,-200.269,-44.692
-0.156,-0.069,-8.399,-44.043,-20.014
-0.217,-0.065,-13.633,-81.864,-24.357
-0.199,-0.075,-14.756,-91.824,-34.6
-0.2,-0.052,-16.953,-83.576,-21.833
-0.179,-0.07,-21.674,-78.584,-30.863
-0.191,-0.072,-12.774,-94.75,-35.46
-0.241,-0.044,-13.75,-61.092,-11.017
-0.201,-0.052,-14.941,-69.9,-18.246
-0.207,-0.065,-15.209,-83.787,-26.418
-0.178,-0.093,-21.941,-98.785,-51.709
-0.156,-0.075,-13.195,-59.833,-29.086
-0.193,-0.083,-16.577,-72.343,-31.268
-0.227,-0.114,-26.302,-197.861,-99.546
-0.207,-0.099,-44.44,-248.858,-118.885
-0.236,-0.115,-24.98,-154.728,-75.276
-0.207,-0.089,-24.935,-107.672,-46.088
-0.167,-0.091,-13.04,-84.29,-45.809
-0.211,-0.091,-26.765,-102.919,-44.55
-0.179,-0.078,-8.6,-34.265,-14.93
-0.256,-0.121,-16.555,-81.801,-38.553
-0.25,-0.12,-14.869,-79.633,-38.253
-0.239,-0.101,-22.144,-92.319,-39.047
-0.197,-0.082,-13.758,-88.593,-37.088
-0.209,-0.088,-18.983,-68.279,-28.533
-0.202,-0.084,-10.738,-74.63,-31.098
-0.204,-0.103,-17.95,-157.299,-79.88
-0.203,-0.091,-12.948,-88.74,-39.853
-0.226,-0.109,-15.425,-96.907,-46.439
-0.234,-0.107,-18.713,-98.9,-45.057
-0.214,-0.092,-29.602,-147.519,-63.583
-0.221,-0.095,-14.467,-49.778,-21.448
-0.179,-0.074,-15.292,-65.636,-27.438
-0.181,-0.089,-19.951,-75.374,-37.022
-0.185,-0.107,-11.855,-62.254,-35.786
-0.214,-0.101,-29.948,-124.284,-58.965
-0.215,-0.101,-24.505,-141.853,-66.9
-0.208,-0.095,-40.338,-189.556,-86.785
-0.193,-0.089,-44.899,-231.262,-106.609
-0.229,-0.107,-50.585,-265.267,-123.921
-0.195,-0.068,-20.427,-80.832,-29.076
-0.197,-0.094,-18.636,-95.756,-45.547
-0.222,-0.076,-7.863,-50.215,-18.576
-0.173,-0.1,-14.013,-65.533,-37.842
-0.183,-0.093,-15.204,-140.877,-71.629
-0.221,-0.102,-39.945,-204.526,-94.342
-0.215,-0.103,-20.163,-149.11,-71.396
-0.224,-0.098,-37.059,-230.867,-100.578
-0.236,-0.109,-39.105,-211.502,-98.174
-0.204,-0.097,-28.538,-157.659,-75.308
-0.227,-0.109,-27.746,-143.727,-69.048
-0.22,-0.088,-31.711,-147.7,-58.779
-0.206,-0.084,-24.453,-90.862,-36.827
-0.18,-0.067,-21.961,-85.893,-31.921
-0.196,-0.09,-18.845,-81.274,-37.248
-0.222,-0.097,-17.333,-56.739,-25.32
-0.205,-0.108,-18.238,-122.038,-64.209
-0.241,-0.112,-31.472,-142.362,-66.079
-0.195,-0.039,-17.684,-73.545,-14.891
-0.219,-0.048,-23.466,-91.633,-20.538
-0.26,-0.095,-13.441,-86.001,-31.463
-0.225,-0.099,-20.073,-68.318,-29.973
-0.21,-0.094,-19.305,-65.775,-29.544
-0.166,-0.082,-14.167,-53.18,-26.159
-0.203,-0.087,-14.408,-55.23,-23.576
-0.214,-0.101,-23.73,-124.466,-59.213
-0.226,-0.097,-31.082,-158.494,-68.131
-0.174,-0.086,-12.939,-69.43,-34.072
-0.171,-0.053,-26.262,-108.147,-33.444
-0.17,-0.08,-7.041,-70.844,-35.133
-0.162,-0.079,-2.128,-50.663,-24.602
-0.208,-0.098,-14.224,-114.824,-54.365
-0.205,-0.089,-21.873,-126.566,-55.569
-0.207,-0.083,-16.648,-86.917,-34.598
-0.204,-0.099,-13.288,-85.28,-41.51
-0.219,-0.103,-12.274,-124.816,-58.638
-0.171,-0.076,-19.64,-90.055,-39.89
-0.207,-0.105,-8.157,-83.806,-42.509
-0.209,-0.094,-25.058,-108.928,-49.033
-0.193,-0.1,-12.905,-50.473,-26.268
-0.26,-0.106,-6.943,-52.064,-21.147
-0.196,-0.064,-24.175,-73.837,-24.258
-0.195,-0.076,-11.452,-45.252,-17.536
-0.21,-0.1,-18.006,-103.819,-49.454
-0.243,-0.086,-23.336,-87.674,-31.048
-0.199,-0.102,-18.57,-74.369,-38.296
-0.241,-0.116,-17.473,-77.172,-37.051
-0.215,-0.111,-16.427,-71.92,-37.347
-0.215,-0.11,-15.335,-103.104,-52.586
-0.216,-0.104,-14.208,-111.029,-53.689
-0.203,-0.096,-16.543,-119.106,-56.473
-0.204,-0.101,-14.21,-76.794,-38.045
-0.196,-0.084,-31.967,-101.555,-43.303
-0.187,-0.098,-25.108,-116.121,-60.479
-0.253,-0.099,-17.246,-65.236,-25.544
-0.204,-0.104,-18.347,-110.927,-56.332
-0.202,-0.09,-20.615,-115.236,-51.537
-0.25,-0.104,-13.607,-92.879,-38.716
-0.256,-0.105,-13.259,-94.689,-38.754
-0.215,-0.094,-22.975,-122.393,-53.588
-0.226,-0.08,-14.768,-55.051,-19.641
-0.176,-0.093,-11.198,-63.201,-33.776
-0.222,-0.093,-23.099,-122.746,-51.736
-0.229,-0.113,-18.121,-101.689,-50.294
-0.2,-0.103,-14.341,-105.047,-54.23
-0.203,-0.08,-18.134,-122.252,-48.59
-0.228,-0.097,-21.263,-128.418,-54.605
-0.231,-0.113,-31.232,-136.082,-66.97
-0.214,-0.11,-25.191,-166.775,-85.588
-0.194,-0.089,-15.307,-93.83,-43.005
-0.198,-0.089,-14.676,-102.003,-45.894
-0.182,-0.09,-23.016,-130.975,-64.782
-0.201,-0.076,-22.865,-88.704,-33.341
-0.216,-0.063,-25.159,-92.451,-26.845
-0.182,-0.076,-19.076,-86.427,-35.865
-0.201,-0.105,-16.078,-61.602,-32.245
-0.179,-0.102,-6.145,-41.128,-23.379
-0.207,-0.052,-17.314,-51.043,-13.055
-0.185,-0.109,-7.306,-50.257,-29.606
-0.249,-0.097,-16.742,-68.224,-26.695
-0.221,-0.107,-30.585,-138.122,-67.555
-0.248,-0.103,-12.358,-72.375,-30.129
-0.196,-0.09,-22.734,-109.395,-50.13
-0.192,-0.093,-12.995,-93.212,-45.272
-0.192,-0.065,-8.856,-61.452,-20.793
-0.232,-0.098,-13.642,-100.631,-42.559
-0.229,-0.089,-18.493,-88.12,-34.434
-0.221,-0.096,-20.31,-128.7,-55.881
-0.206,-0.103,-10.274,-111.058,-55.417
-0.218,-0.094,-22.587,-125.893,-54.248
-0.219,-0.078,-15.989,-76.221,-27.239
-0.195,-0.075,-15.031,-74.632,-28.831
-0.237,-0.068,-23.722,-84.424,-24.057
-0.187,-0.086,-9.779,-58.019,-26.695
-0.199,-0.061,-14.191,-59.442,-18.23
-0.19,-0.099,-2.749,-53.109,-27.928
-0.209,-0.096,-49.25,-228.369,-104.554
-0.207,-0.094,-20.997,-122.879,-55.648
-0.203,-0.09,-13.295,-105.344,-46.656
-0.215,-0.093,-17.574,-93.443,-40.897
-0.199,-0.089,-35.844,-147.746,-65.821
-0.206,-0.106,-21.913,-116.996,-59.975
-0.236,-0.096,-16.932,-87.249,-36.212
-0.221,-0.095,-16.045,-96.117,-41.812
-0.183,-0.093,-15.45,-95.536,-49.29
-0.182,-0.089,-21.344,-77.913,-38.462
-0.207,-0.084,-23.279,-99.618,-40.654
-0.207,-0.089,-19.315,-104.11,-44.941
-0.153,-0.08,-17.865,-110.377,-57.715
-0.19,-0.103,-26.638,-127.731,-69.593
-0.163,-0.089,-15.22,-112.763,-61.869
-0.213,-0.089,-41.059,-210.5,-88.265
-0.224,-0.095,-12.861,-75.557,-31.894
-0.196,-0.103,-11.032,-63.468,-33.175
-0.234,-0.097,-25.451,-98.81,-40.922
-0.186,-0.06,-20.855,-91.708,-29.691
-0.194,-0.077,-41.167,-167.638,-67.115
-0.19,-0.067,-20.002,-94.204,-33.268
-0.194,-0.077,-20.236,-99.972,-39.544
-0.166,-0.048,-47.765,-163.853,-47.44
-0.23,-0.121,-13.395,-97.387,-51.222
-0.251,-0.057,-16.224,-61.876,-15.292
-0.155,-0.069,-2.749,-52.649,-23.502
-0.224,-0.083,-18.782,-75.617,-28.014
-0.21,-0.111,-13.999,-89.722,-47.383
-0.225,-0.09,-46.2,-200.83,-80.732
-0.208,-0.096,-22.989,-143.099,-66.133
-0.205,-0.093,-31.645,-145.93,-66.054
-0.192,-0.093,-14.485,-145.575,-70.932
-0.174,-0.083,-19.863,-80.294,-38.249
-0.216,-0.098,-22.788,-141.703,-64.199
-0.214,-0.104,-31.215,-182.91,-89.085
-0.208,-0.105,-11.51,-38.758,-19.541
-0.206,-0.098,-20.023,-92.512,-44.149
-0.263,-0.098,-37.064,-161.45,-60.029
-0.202,-0.07,-15.059,-75.986,-26.198
-0.193,-0.057,-11.045,-78.301,-22.954
-0.213,-0.065,-29.25,-98.393,-29.922
-0.238,-0.079,-21.602,-84.828,-35.917
-0.234,-0.126,-28.859,-125.194,-67.602
-0.271,-0.136,-26.011,-133.169,-66.99
-0.195,-0.093,-18.995,-137.136,-66.05
-0.223,-0.106,-30.263,-123.73,-59.023
-0.224,-0.102,-34.156,-121.655,-56.728
-0.196,-0.093,-15.486,-66.53,-31.464
-0.246,-0.11,-20.157,-82.457,-37.487
-0.27,-0.129,-16.749,-66.882,-31.96
-0.227,-0.111,-5.315,-69.786,-34.332
-0.266,-0.126,-34.632,-207.987,-98.598
-0.208,-0.08,-21.472,-98.016,-38.214
-0.214,-0.112,-19.471,-96.85,-50.808
-0.204,-0.114,-13.049,-133.646,-74.321
-0.217,-0.111,-22.427,-132.419,-67.742
-0.157,-0.036,-6.126,-43.653,-10.436
-0.194,-0.052,-22.107,-138.184,-37.173
-0.183,-0.049,-38.455,-212.826,-56.667
-0.173,-0.055,-4.806,-46.144,-14.902
-0.226,-0.071,-14.622,-66.386,-20.943
-0.265,-0.103,-33.363,-140.618,-54.533
-0.171,-0.043,-11.206,-72.553,-18.118
-0.178,-0.079,-10.007,-77.738,-34.285
-0.185,-0.073,-18.84,-108.007,-42.374
-0.145,-0.083,-0.759,-39.309,-22.455
-0.187,-0.052,-11.942,-64.847,-18.13
-0.264,-0.102,-32.845,-139.693,-54.249
-0.178,-0.077,-22.756,-107.567,-46.727
-0.223,-0.077,-24.803,-84.341,-29.472
-0.222,-0.081,-27.565,-109.009,-40.097
-0.213,-0.111,-26.197,-197.785,-103.265
-0.188,-0.093,-37.557,-252.964,-125.279
-0.228,-0.111,-30.226,-211.961,-102.921
-0.202,-0.083,-24.017,-114.364,-46.736
-0.199,-0.081,-24.807,-112.75,-46.076
-0.2,-0.076,-25.296,-113.063,-43.264
-0.199,-0.1,-13.058,-45.863,-22.902
-0.272,-0.131,-21.417,-81.225,-39.176
-0.274,-0.132,-21.392,-81.866,-39.471
-0.255,-0.104,-24.629,-91.177,-37.171
-0.237,-0.087,-21.502,-106.121,-39.066
-0.245,-0.108,-20.482,-75.912,-33.564
-0.26,-0.123,-23.631,-132.52,-63.222
-0.204,-0.1,-23.861,-177.882,-87.967
-0.246,-0.119,-23.26,-134.535,-65.267
-0.246,-0.114,-27.53,-118.376,-54.831
-0.249,-0.12,-25.002,-131.253,-63.097
-0.226,-0.11,-30.097,-184.33,-89.763
-0.252,-0.117,-18.588,-55.772,-25.827
-0.189,-0.085,-19.162,-86.408,-39.012
-0.205,-0.098,-22.468,-100.249,-48.152
-0.234,-0.117,-23.053,-102.791,-51.495
-0.224,-0.101,-24.877,-122.878,-56.325
-0.209,-0.09,-31.025,-147.379,-63.69
-0.182,-0.085,-37.957,-218.846,-102.168
-0.201,-0.099,-27.609,-255.339,-126.332
-0.195,-0.095,-35.885,-273.302,-133.148
-0.206,-0.08,-26.384,-98.649,-39.281
-0.234,-0.111,-27.966,-114.927,-54.604
-0.245,-0.078,-22.605,-81.948,-27.546
-0.213,-0.094,-24.577,-91.206,-40.165
-0.211,-0.108,-28.257,-166.418,-85.238
-0.204,-0.105,-28.171,-196.653,-100.674
-0.222,-0.119,-24.731,-174.636,-93.998
-0.191,-0.097,-27.434,-233.155,-118.237
-0.2,-0.105,-28.645,-203.683,-106.901
-0.219,-0.096,-31.711,-192.904,-84.371
-0.216,-0.098,-22.079,-155.923,-71.198
-0.214,-0.093,-27.777,-193.825,-84.067
-0.206,-0.09,-16.849,-107.72,-47.047
-0.197,-0.086,-16.388,-103.211,-45.223
-0.21,-0.085,-26.158,-105.907,-42.951
-0.193,-0.107,-12.486,-55.812,-31.32
-0.202,-0.106,-26.563,-163.706,-86.151
-0.203,-0.1,-33.07,-165.53,-81.178
-0.198,-0.051,-14.66,-84.772,-21.706
-0.179,-0.061,-9.701,-62.625,-21.531
-0.214,-0.072,-14.548,-84.383,-28.447
-0.181,-0.093,-10.494,-67.355,-34.862
-0.097,-0.055,-11.578,-36.21,-20.618
-0.132,-0.076,-6.528,-50.513,-29.042
-0.228,-0.092,-18.01,-76.543,-30.804
-0.226,-0.108,-36.556,-159.147,-76.185
-0.199,-0.094,-30.708,-181.74,-86.055
-0.265,-0.124,-17.128,-104.531,-49.034
-0.193,-0.068,-27.753,-130.564,-46.207
-0.211,-0.108,-21.586,-108.727,-57.291
-0.237,-0.103,-26.785,-97.19,-42.081
-0.23,-0.105,-19.875,-139.026,-63.792
-0.214,-0.095,-25.841,-163.16,-74.007
-0.245,-0.13,-24.582,-125.277,-66.655
-0.237,-0.113,-23.924,-124.529,-59.138
-0.228,-0.096,-19.937,-149.84,-63.33
-0.2,-0.086,-21.698,-112.427,-48.223
-0.248,-0.103,-32.413,-103.399,-43.232
-0.219,-0.109,-22.431,-125.715,-62.868
-0.219,-0.119,-10.997,-47.993,-26.095
-0.211,-0.098,-10.785,-42.557,-19.838
-0.228,-0.098,-26.559,-87.937,-38.305
-0.197,-0.063,-16.292,-52.92,-16.911
-0.213,-0.085,-25.748,-108.179,-43.59
-0.171,-0.067,-17.216,-79.412,-31.183
-0.227,-0.109,-17.393,-73.775,-35.306
-0.245,-0.111,-24.999,-106.625,-48.473
-0.195,-0.088,-15.583,-70.545,-31.788
-0.235,-0.114,-21.255,-136.827,-66.357
-0.235,-0.107,-23.591,-139.25,-64.51
-0.255,-0.129,-30.274,-153.438,-77.783
-0.257,-0.109,-21.71,-89.905,-38.272
-0.195,-0.094,-20.147,-119.848,-57.757
-0.18,-0.089,-18.7,-133.199,-66.11
-0.248,-0.123,-15.369,-62.166,-30.75
-0.256,-0.112,-30.337,-145.916,-63.986
-0.221,-0.113,-31.967,-154.113,-78.932
-0.233,-0.1,-16.516,-88.23,-37.836
-0.232,-0.098,-3.707,-81.83,-34.707
-0.207,-0.096,-24.963,-174.585,-80.523
-0.239,-0.101,-18.735,-57.867,-24.412
-0.21,-0.092,-20.834,-108.827,-48
-0.237,-0.12,-28.004,-144.582,-73.554
-0.24,-0.124,-23.896,-153.792,-80.011
-0.247,-0.118,-18.684,-149.873,-72.082
-0.228,-0.111,-21.064,-165.896,-81.31
-0.219,-0.099,-23.965,-132.501,-60.135
-0.223,-0.118,-21.816,-156.865,-83.451
-0.218,-0.114,-35.417,-261.061,-135.837
-0.25,-0.112,-21.773,-130.001,-58.159
-0.238,-0.107,-26.906,-157.938,-71.106
-0.202,-0.105,-25.171,-177.65,-92.615
-0.216,-0.09,-15.874,-101.462,-42.192
-0.211,-0.079,-19.893,-116.305,-43.322
-0.189,-0.068,-15.084,-97.632,-35.234
-0.182,-0.066,-11.903,-42.87,-15.582
-0.129,-0.053,-5.841,-30.128,-12.426
-0.184,-0.089,-5.239,-44.63,-22.061
-0.25,-0.123,-15.983,-61.86,-30.286
-0.251,-0.124,-15.669,-63.877,-31.377
-0.198,-0.11,-17.633,-137.032,-77.289
-0.276,-0.139,-22.222,-85.035,-42.864
-0.218,-0.099,-23.235,-147.703,-67.599
-0.254,-0.121,-31.39,-152.892,-72.517
-0.261,-0.104,-18.456,-61.798,-24.585
-0.233,-0.091,-20.428,-94.216,-37.032
-0.239,-0.083,-21.99,-104.219,-36.294
-0.201,-0.097,-34.575,-182.671,-88.739
-0.218,-0.109,-22.648,-135.384,-68.158
-0.203,-0.101,-21.811,-140.304,-70.013
-0.2,-0.083,-18.59,-92.601,-38.147
-0.159,-0.051,-9.088,-70.555,-22.559
-0.172,-0.051,-9.768,-79.783,-23.704
-0.214,-0.107,-18.765,-70.987,-35.512
-0.21,-0.094,-16.544,-58.872,-26.445
-0.202,-0.096,-11.552,-59.154,-28.625
-0.191,-0.094,-29.892,-253.491,-124.287
-0.224,-0.113,-18.149,-124.241,-63.856
-0.211,-0.091,-15.941,-97.135,-41.844
-0.224,-0.091,-27.232,-101.381,-41.486
-0.194,-0.082,-40.775,-175.605,-74.411
-0.211,-0.111,-29.11,-153.809,-81.16
-0.241,-0.1,-17.334,-96.124,-41.203
-0.233,-0.106,-16.2,-92.94,-42.568
-0.234,-0.123,-23.661,-142.552,-76.076
-0.206,-0.095,-17.902,-99.467,-46.409
-0.211,-0.098,-29.675,-124.055,-58.136
-0.209,-0.096,-30.007,-130.887,-60.469
-0.198,-0.098,-26.741,-149.043,-73.461
-0.228,-0.12,-22.34,-164.938,-87.259
-0.224,-0.117,-24.559,-160.576,-83.887
-0.178,-0.077,-23.896,-186.722,-80.291
-0.236,-0.097,-21.744,-86.695,-35.686
-0.234,-0.101,-19.261,-84.861,-36.748
-0.24,-0.092,-20.139,-124.437,-47.61
-0.204,-0.064,-26.598,-132.937,-42.011
-0.203,-0.078,-36.979,-211.396,-81.195
-0.205,-0.064,-27.266,-129.297,-40.283
-0.216,-0.087,-17.362,-118.885,-47.95
-0.169,-0.051,-37.996,-194.032,-59.015
-0.274,-0.134,-29.076,-139.832,-68.485
-0.258,-0.06,-20.97,-57.81,-14.318
-0.241,-0.078,-29.368,-101.731,-33.657
-0.258,-0.11,-21.278,-75.932,-32.314
-0.25,-0.132,-26.8,-127.644,-67.224
-0.205,-0.094,-39.042,-201.37,-92.914
-0.221,-0.107,-32.772,-176.056,-86.198
-0.224,-0.106,-36.484,-179.238,-84.501
-0.196,-0.097,-29.752,-203.393,-101.058
-0.181,-0.094,-20.887,-120.139,-62.368
-0.244,-0.108,-25.041,-190.188,-84.476
-0.22,-0.112,-30.939,-215.795,-110.227
-0.21,-0.102,-11.855,-36.1,-17.559
-0.198,-0.115,-3.083,-79.057,-46.23
-0.106,-0.012,-28.788,-118.315,-13.479
-0.237,-0.089,-28.143,-106.122,-40.062
-0.196,-0.079,-9.829,-85.322,-34.513
-0.179,-0.082,-9.269,-77.959,-35.547
-0.189,-0.066,-8.42,-60.975,-25.431
-0.217,-0.104,-7.409,-76.257,-36.944
-0.228,-0.131,-5.974,-88.911,-51.156
-0.179,-0.091,-8.451,-92.512,-47.261
-0.182,-0.102,-7.265,-82.337,-46.717
-0.161,-0.094,-3.301,-70.619,-42.802
-0.166,-0.077,-1.476,-47.73,-22.146
-0.21,-0.109,-3.951,-65.777,-36.456
-0.205,-0.106,-5.169,-42.584,-22.044
-0.234,-0.112,-9.546,-80.777,-38.756
-0.208,-0.134,-0.987,-119.261,-76.782
-0.198,-0.12,0.922,-80.549,-49.14
-0.206,-0.104,-9.127,-82.404,-41.46
-0.187,-0.102,-14.606,-92.53,-50.408
-0.192,-0.102,-6.656,-105.817,-56.145
-0.17,-0.037,-9.275,-57.368,-12.787
-0.175,-0.042,-16.808,-100.075,-24.289
-0.21,-0.045,-29.113,-201.187,-43.201
-0.168,-0.026,-7.077,-53.757,-8.305
-0.186,-0.073,-3.701,-53.073,-20.899
-0.204,-0.088,-3.008,-91.78,-39.769
-0.188,-0.059,-8.993,-78.934,-24.925
-0.181,-0.073,-9.375,-72.991,-29.336
-0.171,-0.06,-12.611,-65.305,-22.894
-0.163,-0.048,-5.136,-52.339,-15.555
-0.169,-0.03,-10.223,-55.946,-10.078
-0.208,-0.093,-5.422,-86.674,-38.731
-0.185,-0.068,-14.829,-90.504,-33.377
-0.157,-0.067,-9.585,-49.792,-21.701
-0.191,-0.06,-17.792,-84.574,-26.955
-0.201,-0.106,-5.153,-130.827,-69.113
-0.19,-0.104,-17.219,-169.09,-92.147
-0.183,-0.096,-9.59,-108.8,-57.236
-0.174,-0.088,-12.529,-86.332,-43.49
-0.166,-0.083,-14.155,-87.332,-43.81
-0.187,-0.089,-14.14,-90.933,-43.119
-0.205,-0.108,-8.391,-37.25,-19.728
-0.204,-0.122,-2.287,-51.016,-30.485
-0.204,-0.122,-2.009,-51.203,-30.51
-0.223,-0.103,-7.036,-75.124,-34.849
-0.196,-0.085,-4.427,-79.566,-34.539
-0.205,-0.107,-5.677,-53.521,-27.835
-0.244,-0.122,-7.71,-84.625,-42.312
-0.191,-0.097,0.577,-123.743,-62.875
-0.214,-0.102,-5.942,-97.719,-46.469
-0.219,-0.111,-10.053,-84.588,-42.857
-0.228,-0.114,-12.038,-101.294,-50.672
-0.191,-0.103,1.195,-131.364,-70.588
-0.209,-0.127,-3.463,-41.463,-25.184
-0.167,-0.069,-7.38,-60.379,-25.051
-0.161,-0.07,-6.557,-67.664,-29.726
-0.213,-0.126,-2.147,-78.931,-46.915
-0.2,-0.116,-7.095,-78.234,-46.612
-0.19,-0.084,-9.5,-98.29,-43.543
-0.177,-0.1,-6.296,-106.625,-60.4
-0.207,-0.096,-31.405,-201.385,-93.015
-0.197,-0.089,-18.165,-159.094,-71.935
-0.161,-0.074,-0.258,-73.849,-36.219
-0.195,-0.109,-6.503,-71.351,-39.926
-0.182,-0.059,-5.949,-45.82,-15.903
-0.203,-0.1,-6.822,-65.051,-32.109
-0.177,-0.093,-5.353,-120.193,-62.722
-0.231,-0.123,-27.372,-218.65,-116.847
-0.209,-0.103,-10.748,-122.835,-61.085
-0.184,-0.1,-9.901,-139.626,-76.474
-0.19,-0.109,-2.452,-111.6,-63.94
-0.188,-0.097,-4.553,-117.417,-60.711
-0.174,-0.086,-2.526,-98.282,-49.053
-0.196,-0.088,-14.626,-106.016,-47.782
-0.193,-0.076,-11.329,-86.061,-33.979
-0.178,-0.072,-10.09,-83.705,-33.632
-0.183,-0.072,-9.629,-79.722,-31.355
-0.21,-0.1,-7.949,-47.627,-23.391
-0.21,-0.108,-10.016,-119.307,-61.605
-0.2,-0.103,-14.311,-119.164,-61.612
-0.212,-0.062,-10.3,-85.277,-24.876
-0.167,-0.022,-11.104,-65.503,-8.545
-0.221,-0.084,-5.06,-84.538,-31.968
-0.133,-0.046,-12.995,-53.249,-18.532
-0.147,-0.06,-7.628,-46.902,-19.071
-0.139,-0.059,-4.852,-46.42,-19.79
-0.199,-0.086,-7.104,-53.022,-22.826
-0.173,-0.086,-9.251,-106.835,-53.114
-0.222,-0.121,-12.308,-120.25,-65.499
-0.213,-0.111,-5.676,-87.835,-45.76
-0.18,-0.062,-20.992,-111.877,-38.383
-0.199,-0.107,-6.277,-80.894,-45.538
-0.206,-0.102,-1.735,-71.973,-35.637
-0.215,-0.115,-3.882,-107.191,-57.212
-0.217,-0.088,-11.342,-116.016,-48.14
-0.204,-0.102,-4.18,-80.249,-40.137
-0.174,-0.099,-0.431,-68.719,-39.275
-0.217,-0.117,-4.577,-104.145,-56.234
-0.174,-0.066,-13.991,-99.661,-37.625
-0.201,-0.087,-6.88,-51.893,-22.627
-0.196,-0.114,-3.175,-78.803,-45.753
-0.254,-0.13,-8.086,-52.159,-26.625
-0.201,-0.079,-4.803,-39.569,-15.573
-0.171,-0.091,-8.706,-54.435,-29.312
-0.17,-0.069,-3.705,-50.273,-20.353
-0.195,-0.084,-12.108,-85.972,-37.208
-0.183,-0.055,-9.036,-79.477,-23.855
-0.207,-0.125,-6.673,-58.533,-35.334
-0.208,-0.112,-9.465,-65.378,-35.092
-0.191,-0.075,-5.552,-54.779,-21.457
-0.208,-0.119,1.261,-106.017,-60.711
-0.216,-0.107,-2.887,-113.042,-57.489
-0.218,-0.125,-7.197,-98.056,-56.11
-0.203,-0.11,-8.869,-76.794,-41.647
-0.172,-0.086,-17.708,-88.842,-44.525
-0.178,-0.081,-23.978,-115.58,-52.864
-0.212,-0.115,-3.868,-60.509,-32.724
-0.215,-0.1,-4.008,-103.622,-48.195
-0.159,-0.105,-1.314,-83.969,-55.258
-0.27,-0.126,-8.143,-87.921,-40.948
-0.262,-0.115,-9.624,-86.771,-38.105
-0.208,-0.107,-9.324,-117.139,-60.103
-0.2,-0.088,-5.465,-54.9,-24.022
-0.243,-0.109,-14.107,-81.81,-37.26
-0.194,-0.105,-12.776,-90.231,-49.127
-0.226,-0.124,-6.03,-99.055,-54.52
-0.206,-0.116,-12.545,-114.647,-64.472
-0.169,-0.098,0.678,-86.089,-51.004
-0.199,-0.071,-8.074,-86.641,-30.923
-0.225,-0.12,-15.54,-130.205,-70.057
-0.177,-0.102,-1.518,-107.264,-62.176
-0.197,-0.095,-2.855,-71.986,-34.645
-0.197,-0.081,-8.366,-103.705,-42.567
-0.157,-0.082,-7.386,-93.476,-48.841
-0.165,-0.053,-10.194,-77.091,-24.962
-0.176,-0.052,-14.607,-86.73,-25.582
-0.2,-0.079,-13.503,-93.326,-37.007
-0.126,-0.023,-10.287,-29.702,-5.298
-0.195,-0.091,-9.758,-46.258,-21.579
-0.181,-0.049,-13.819,-40.736,-11.247
-0.204,-0.107,-4.351,-58.205,-30.634
-0.218,-0.133,-0.07,-47.366,-28.786
-0.183,-0.112,-0.739,-96.536,-59.663
-0.215,-0.128,-3.852,-43.063,-25.605
-0.203,-0.1,-14.077,-118.599,-59.443
-0.218,-0.117,-0.509,-97.15,-52.239
-0.2,-0.102,-0.054,-51.122,-26.105
-0.219,-0.097,-12.338,-93.372,-41.484
-0.214,-0.092,-7.081,-88.365,-37.782
-0.207,-0.115,-6.653,-110.628,-62.036
-0.211,-0.092,-14.053,-133.202,-58.06
-0.184,-0.088,-6.702,-107.395,-51.879
-0.189,-0.061,-7.849,-81.26,-26.271
-0.185,-0.047,-11.004,-76.797,-19.604
-0.179,-0.05,-11.942,-71.983,-20.271
-0.202,-0.113,-2.873,-60.958,-34.112
-0.219,-0.107,-8.17,-53.441,-26.151
-0.186,-0.082,-7.371,-54.269,-24.713
-0.182,-0.099,-6.543,-133.063,-72.156
-0.163,-0.096,-0.561,-78.315,-47.105
-0.192,-0.097,-6.337,-79.646,-39.991
-0.209,-0.108,-6.361,-74.39,-39.18
