X1_exposed_hydrophobic_count,X2_ligand_acceptor_count,X3_ligand_clash_count,X4_ligand_donor_count,X5_ligand_hbond_count,X6_molecular_weight,X7_occluded_ligand_acceptor_count,X8_occluded_ligand_donor_count,X9_occluded_ligand_polar_count,X10_occluded_protein_acceptor_count,X11_occluded_protein_donor_count,X12_occluded_protein_polar_count,X13_rotatable_bond_count,X14_ligand_buried_surface_area_docked
12,23,13,4,8,786.176,7,2,1,8,0,0,16,84.067
7,13,3,4,5,416.114,3,2,0,2,1,0,9,82.9886
7,13,10,3,9,415.106,4,1,1,2,0,0,8,82.0882
7,28,14,8,12,895.2,8,2,0,6,0,0,22,84.2913
12,2,7,0,2,272.213,0,0,0,4,0,0,8,83.453
6,1,1,1,1,328.784,0,1,0,0,0,0,1,78.467
9,2,7,2,2,319.955,0,0,0,1,1,0,3,78.9882
7,3,1,0,2,144.084,0,0,0,1,0,0,2,80.8664
13,3,5,1,3,305.223,0,0,0,2,1,0,6,78.7677
11,8,9,12,10,620.483,0,5,0,4,1,0,28,85.1443
9,8,10,2,5,565.291,1,0,1,5,1,0,22,81.4326
11,9,12,2,5,531.282,1,1,1,5,1,0,22,82.833
8,14,14,4,6,651.323,5,0,1,7,0,0,23,82.4636
6,8,5,5,7,355.215,0,0,0,2,0,0,15,77.582
17,8,4,4,4,514.401,2,3,0,3,1,0,15,79.2008
14,9,13,2,5,600.449,0,0,0,6,1,0,16,83.409
3,2,0,1,3,81.0495,0,0,0,0,0,0,3,77.5809
9,6,8,0,2,398.26,1,0,0,6,1,0,0,80.2263
22,13,2,3,4,837.568,4,1,0,0,1,0,9,66.5083
7,9,1,4,2,337.142,2,1,2,0,0,0,7,79.8843
9,10,2,5,5,354.149,1,1,0,2,0,0,7,79.4384
7,10,13,5,9,354.149,2,1,1,3,0,0,7,77.069
2,4,14,4,2,769.814,2,1,0,5,0,0,7,97.3469
1,4,8,1,3,293.209,0,0,0,1,0,0,5,99.1362
3,2,8,0,0,248.191,0,0,0,3,1,0,15,94.5305
6,3,14,0,1,478.163,2,0,2,5,2,0,9,91.4631
2,4,3,1,2,378.333,3,0,2,4,3,0,5,98.6426
4,5,6,1,3,385.352,3,0,1,4,1,0,6,97.7978
1,4,2,2,2,162.099,1,2,0,1,0,0,4,97.0769
2,4,5,0,3,174.09,1,0,1,2,0,0,3,95.4037
0,2,4,0,0,136.128,1,0,1,1,1,0,2,95.1738
4,1,11,4,3,228.205,0,1,0,2,2,0,1,91.8936
3,2,15,6,5,454.394,1,2,0,4,3,0,15,97.8269
4,1,14,2,3,281.675,0,0,0,4,1,0,2,88.6734
1,3,4,10,6,258.232,2,3,0,1,2,0,15,99.3158
3,4,19,11,10,361.311,3,1,0,3,1,0,20,97.0201
2,4,14,11,7,361.311,1,6,0,3,0,0,21,98.0065
1,7,6,5,7,185.114,1,0,0,1,0,0,6,96.6591
3,16,19,10,10,506.287,6,4,0,4,0,0,17,89.4553
11,29,29,20,13,926.544,7,4,0,9,1,0,34,76.7672
1,7,6,5,5,185.114,1,2,0,2,0,0,6,96.8646
1,5,6,4,3,192.128,1,2,0,3,0,0,5,97.7373
0,5,9,4,1,288.214,3,4,1,5,1,0,8,98.9369
2,9,9,6,6,296.166,4,1,0,2,1,0,11,97.5407
0,7,9,7,6,279.182,2,3,0,2,1,0,10,97.6162
2,7,13,9,6,321.222,3,3,0,5,1,0,12,92.9393
1,5,8,5,4,155.108,1,0,0,2,0,0,5,95.6419
1,6,7,6,5,186.122,1,3,0,2,0,0,6,97.1562
0,5,7,4,3,288.214,2,1,1,3,2,0,8,99.1462
2,10,11,1,4,375.103,3,0,0,4,0,0,7,91.2558
1,6,7,4,4,239.101,4,1,0,2,0,0,6,97.6395
1,10,10,1,4,339.071,4,0,1,3,1,0,7,94.5179
5,3,17,5,6,524.416,2,0,0,7,2,0,18,93.5871
11,14,45,12,13,840.579,6,2,0,10,1,0,37,88.8994
4,9,25,5,6,609.461,5,1,2,6,3,0,24,93.2422
0,9,10,2,5,408.179,3,1,1,5,0,0,9,98.0629
1,9,8,2,4,408.179,7,0,2,2,0,0,9,98.9789
1,9,10,2,5,408.179,3,0,3,5,0,0,9,98.0809
0,4,0,0,2,112.04,1,0,0,0,0,0,2,98.816
1,2,4,0,2,140.095,0,0,0,1,1,0,3,95.1382
1,2,4,0,2,140.095,0,0,0,1,1,0,3,95.1034
0,3,7,3,3,199.146,1,0,0,2,2,0,3,97.8722
0,3,6,6,1,282.28,2,4,1,2,2,0,5,98.9158
0,2,2,3,3,157.129,1,0,0,2,0,0,1,96.769
3,2,2,2,1,289.655,1,2,0,3,0,0,5,98.8282
3,9,14,2,1,548.403,6,2,0,6,3,0,11,95.2123
5,2,13,2,2,385.162,1,1,0,6,0,0,6,96.5115
2,3,0,3,1,245.192,2,1,0,3,0,0,8,97.2
1,3,15,3,5,293.235,0,0,0,5,1,0,8,97.5885
4,5,18,4,5,474.366,2,1,1,8,2,0,13,92.0716
1,2,5,0,2,124.117,0,0,0,2,1,0,1,91.6708
0,4,5,1,0,310.713,3,1,0,2,2,0,4,98.9409
0,7,9,2,4,336.277,4,0,0,3,0,0,6,98.5134
1,2,6,4,0,230.201,0,4,0,2,0,0,5,98.6512
2,3,7,3,3,429.226,2,1,0,3,1,0,8,98.9295
1,7,1,4,6,474.504,2,2,0,8,1,0,10,99.6207
8,13,40,15,10,773.538,6,3,0,7,3,0,33,84.8715
9,12,40,19,9,907.694,8,6,0,12,3,0,42,88.1369
13,12,26,12,8,896.647,6,3,0,7,1,0,34,82.7108
2,6,10,2,4,268.158,2,1,1,3,0,0,3,97.3648
2,3,10,1,2,281.201,0,0,1,3,0,0,2,94.6619
3,1,8,1,1,470.74,1,0,0,3,1,0,1,96.4383
0,6,7,0,3,246.176,1,0,1,3,1,0,4,95.8737
5,9,16,3,3,513.327,6,1,0,6,1,0,19,97.2593
3,10,26,2,4,684.458,5,0,0,9,1,0,18,91.5703
2,5,19,8,8,480.387,2,2,0,5,1,0,21,97.5357
12,11,42,10,10,848.629,7,1,0,8,1,0,33,84.5973
6,9,21,7,8,629.447,2,3,0,8,0,0,29,87.7461
3,9,14,3,1,568.322,7,3,0,6,4,0,20,98.3531
2,5,13,5,3,467.317,3,3,2,7,1,0,19,99.2869
13,9,29,4,6,595.348,3,1,0,8,0,0,12,84.4673
0,8,5,3,3,296.11,5,3,0,3,0,0,6,98.7468
0,8,4,2,2,297.094,5,1,2,2,0,0,5,98.539
1,8,7,3,4,296.11,5,2,2,3,0,0,6,98.0619
1,2,7,5,2,137.116,1,2,0,3,1,0,6,96.2086
5,5,12,4,3,450.338,3,2,0,5,2,0,14,96.016
5,7,18,3,6,488.281,2,1,0,3,0,0,16,91.6715
0,7,6,7,6,253.165,2,3,0,3,0,0,7,99.0253
0,9,5,8,4,284.179,6,4,0,0,0,0,8,98.8357
0,6,4,6,3,236.158,3,3,0,3,0,0,6,98.858
1,8,9,2,4,292.036,4,0,0,2,0,0,9,98.0138
1,7,10,3,6,246.071,1,1,0,3,0,0,8,98.0184
2,8,7,1,3,246.048,5,1,1,2,0,0,7,97.4883
0,3,6,1,3,157.102,0,0,0,1,0,0,4,96.0069
2,8,11,2,5,441.223,4,0,0,3,1,0,14,98.7197
11,8,23,2,5,549.319,4,0,1,8,0,0,17,91.4437
1,4,1,3,2,233.185,4,1,0,2,1,0,4,98.802
0,16,5,4,5,495.086,11,3,0,7,0,0,11,98.931
1,5,4,3,2,319.278,3,2,2,2,0,0,5,98.9761
2,1,3,4,3,202.191,1,1,0,2,1,0,2,98.2249
2,6,10,5,2,429.32,5,3,1,6,3,0,6,97.9066
5,8,19,2,3,537.202,3,1,3,9,0,0,10,94.607
4,4,16,2,4,316.249,2,0,0,4,0,0,6,95.4944
2,3,12,3,2,315.264,1,1,0,3,1,0,6,96.4698
9,5,22,3,3,459.348,3,1,0,5,0,0,3,88.089
1,8,2,7,6,371.307,3,3,1,3,0,0,11,98.0796
1,2,7,4,3,263.082,1,1,0,2,1,0,3,98.4727
2,3,5,2,1,335.702,3,1,0,3,1,0,7,97.785
2,2,4,3,5,121.093,0,0,0,0,0,0,2,86.4578
0,2,11,4,5,100.076,1,0,0,0,0,0,1,100
2,4,4,1,2,254.026,1,0,0,1,0,0,2,98.2037
2,3,6,2,3,134.096,2,0,0,2,1,0,0,92.5241
1,6,8,3,5,326.132,0,1,4,2,1,0,7,96.6149
1,5,14,7,5,259.197,3,2,0,3,0,0,5,95.2437
0,4,10,4,4,180.118,2,1,0,1,0,0,4,96.1181
2,4,7,4,4,230.156,2,0,0,1,1,0,4,96.9206
0,4,10,4,5,180.118,2,0,0,1,0,0,4,95.9786
5,3,13,1,1,361.284,2,0,0,7,1,0,4,94.5256
7,4,11,1,2,375.291,1,0,0,5,2,0,4,94.9415
5,3,7,0,0,336.255,2,0,0,5,2,0,4,97.9367
1,5,6,0,2,254.198,0,0,1,4,0,0,3,98.3152
0,9,11,1,4,409.263,5,0,0,5,0,0,10,98.0475
2,11,10,2,7,476.309,5,0,0,4,0,0,14,97.2045
0,0,6,4,2,116.12,0,1,0,1,1,0,2,95.8057
3,3,12,6,3,322.276,2,3,0,1,2,0,6,93.9732
4,3,10,9,3,399.364,2,3,0,3,2,0,9,89.8943
3,3,15,2,1,242.185,2,2,0,4,0,0,4,94.9345
3,3,14,2,1,254.196,1,1,0,4,1,0,4,92.7753
7,6,17,1,1,487.398,3,0,0,8,2,0,9,89.3853
2,1,6,4,3,106.105,0,2,0,1,0,0,3,94.9851
1,5,5,2,1,296.234,5,1,1,3,0,0,3,98.6213
2,3,2,3,2,353.31,1,1,0,1,2,0,8,97.3245
3,4,8,4,2,370.299,2,2,0,5,2,0,7,90.5728
0,4,5,4,0,447.854,4,2,3,4,3,0,6,99.398
5,7,16,2,2,550.717,5,1,1,8,2,0,10,93.6324
4,5,8,3,3,399.382,4,0,1,1,2,0,11,91.4887
4,3,16,11,5,431.382,2,5,0,6,2,0,24,96.7542
14,5,26,2,1,659.491,2,2,0,11,1,0,20,87.4515
2,3,10,7,4,311.277,2,3,0,3,3,0,5,96.7542
4,5,10,5,3,398.28,2,4,1,5,1,0,10,96.9026
0,8,13,10,8,518.393,3,4,0,5,3,0,14,98.125
2,9,11,3,4,314.102,4,2,1,3,0,0,6,97.3916
0,10,15,4,5,355.134,3,1,2,3,0,0,6,98.0133
0,10,6,3,5,330.101,5,0,0,3,0,0,6,98.8454
0,7,3,1,3,180.01,1,1,1,0,0,0,5,84.2326
1,6,2,0,2,150.992,1,0,1,0,0,0,3,83.6709
0,6,0,2,4,167.014,1,0,1,1,0,0,5,96.8448
1,0,6,4,3,116.12,0,0,0,1,1,0,2,96.8299
1,0,6,4,3,116.12,0,1,0,1,1,0,2,96.2504
3,5,10,0,1,471.81,4,0,1,6,1,0,5,98.9088
1,0,2,3,2,137.137,0,0,0,1,1,0,5,96.6873
2,5,10,6,6,414.35,3,1,0,4,0,0,12,98.4211
2,1,11,6,3,316.292,1,3,0,2,2,0,5,96.8106
0,3,5,3,3,133.111,1,1,0,1,0,0,1,96.3367
2,5,13,4,2,284.25,4,2,1,3,2,0,6,96.208
0,4,5,4,3,278.269,3,1,0,2,1,0,6,98.9955
7,3,24,3,2,488.333,2,2,3,4,1,0,15,93.014
3,3,15,5,4,430.295,1,3,1,4,1,0,14,95.6278
4,3,15,6,5,443.314,1,1,3,1,1,0,17,95.2057
1,6,6,5,6,257.182,2,2,0,3,0,0,6,99.2004
1,7,4,5,5,261.17,3,2,0,1,0,0,5,96.9567
0,6,2,6,3,272.196,4,2,1,2,1,0,6,97.7968
0,3,4,1,1,145.092,0,1,0,2,1,0,3,95.8179
0,3,0,1,3,133.081,0,0,0,0,0,0,2,96.5896
2,4,3,1,2,151.076,0,0,0,1,1,0,2,96.3089
9,13,46,14,15,930.753,5,4,1,5,0,0,38,84.9936
4,5,12,3,3,367.295,0,1,0,3,2,0,10,85.7408
2,5,14,1,3,321.219,0,0,0,3,0,0,3,94.5321
2,4,5,0,1,291.043,3,0,0,2,1,0,6,99.0464
4,10,21,5,6,586.271,4,1,0,8,0,0,21,90.9864
4,6,16,5,5,451.367,3,2,1,5,2,0,16,95.3961
6,2,13,1,2,398.038,0,0,1,5,0,0,5,94.5556
2,1,8,1,2,317.533,0,0,0,4,0,0,5,98.03
7,3,14,2,3,346.299,0,1,0,4,1,0,7,92.4899
2,5,16,6,8,286.2,1,1,0,4,1,0,13,96.9559
1,6,12,1,4,378.232,1,0,0,3,2,0,7,95.1968
4,6,13,1,3,378.232,2,0,0,3,2,0,7,88.868
2,9,4,5,3,427.286,5,5,0,2,1,0,11,98.6499
2,9,16,5,5,437.304,3,4,1,5,0,0,12,98.8262
1,9,7,5,6,437.304,5,2,0,4,0,0,12,98.3691
10,13,37,15,10,793.57,6,5,0,9,2,0,34,89.7039
0,3,2,2,4,230.199,1,0,1,2,0,0,5,99.1451
1,3,6,2,2,230.199,1,1,1,2,0,0,5,97.9614
1,7,12,3,2,337.2,4,1,1,3,0,0,6,97.5244
0,13,9,4,7,416.114,4,1,2,4,0,0,9,98.3841
1,23,30,4,9,786.176,10,1,5,12,0,0,16,92.0379
0,13,8,4,6,416.114,6,2,0,4,0,0,9,98.1654
0,13,9,3,4,415.106,7,2,0,5,0,0,8,97.9683
0,28,27,8,13,895.2,12,4,3,9,1,0,22,93.6013
3,2,6,0,2,272.213,0,0,0,2,1,0,8,97.6394
1,1,3,1,0,328.784,0,1,0,2,1,0,1,97.7074
1,2,4,2,1,319.955,1,1,0,3,1,0,3,99.0446
0,3,5,0,1,144.084,1,0,0,2,1,0,2,94.6435
4,3,10,1,1,305.223,2,1,0,4,1,0,6,94.4673
6,8,29,12,11,620.483,2,5,0,8,1,0,28,93.5423
3,8,23,2,4,565.291,5,0,2,7,1,0,22,97.3638
4,9,12,2,8,531.282,2,0,1,6,0,0,22,98.2439
6,14,27,4,2,651.323,9,3,1,10,1,0,23,89.9508
2,8,12,5,7,355.215,4,0,0,2,0,0,15,96.7997
9,8,17,4,8,514.401,0,1,0,7,0,0,15,90.2631
8,9,21,2,4,600.449,4,0,1,7,0,0,16,85.5305
1,2,4,1,3,81.0495,0,0,0,2,0,0,3,96.8197
4,6,19,0,1,398.26,0,0,0,8,1,0,0,87.6178
17,13,36,3,6,837.568,2,0,0,10,1,0,9,72.7405
5,9,13,4,4,337.142,6,0,2,1,2,0,7,95.038
1,10,18,5,6,354.149,5,2,0,5,0,0,7,90.31
0,10,15,5,7,354.149,3,1,0,4,1,0,7,94.8516
8,4,14,4,4,769.814,1,1,0,4,0,0,7,82.2395
7,4,10,1,2,293.209,2,0,0,5,1,0,5,87.7958
4,2,3,0,1,248.191,1,0,0,1,2,0,15,92.6698
9,3,14,0,1,478.163,1,0,2,5,2,0,9,86.6106
9,4,8,1,2,378.333,2,1,0,3,0,0,5,86.935
13,5,12,1,2,385.352,0,0,1,4,0,0,6,77.7479
3,4,0,2,2,162.099,2,2,0,1,0,0,4,97.1957
2,4,1,0,2,174.09,2,0,1,0,0,0,3,96.9088
2,2,8,0,0,136.128,0,0,0,2,0,0,2,83.0454
8,1,10,4,3,228.205,0,2,0,2,1,0,1,88.4391
16,2,14,6,2,454.394,0,3,0,3,1,0,15,78.2956
10,1,10,2,1,281.675,0,0,0,1,0,0,2,79.8987
4,3,4,10,6,258.232,1,3,0,0,0,0,15,85.594
6,4,5,11,6,361.311,3,2,0,3,2,0,20,90.064
9,4,14,11,10,361.311,0,2,0,1,0,0,21,86.0975
4,7,8,5,4,185.114,2,2,0,2,0,0,6,91.5522
7,16,17,10,4,506.287,6,4,0,4,1,0,17,81.1491
10,29,22,20,15,926.544,6,5,0,7,0,0,34,80.5586
0,7,17,5,4,185.114,2,2,0,1,0,0,6,94.1441
3,5,17,4,2,192.128,3,2,0,3,0,0,5,91.6741
4,5,6,4,1,288.214,2,1,0,2,2,0,8,92.9359
2,9,9,6,3,296.166,3,3,0,2,1,0,11,90.9253
2,7,8,7,7,279.182,1,1,0,0,0,0,10,91.8075
3,7,5,9,4,321.222,3,2,0,1,0,0,12,79.5362
3,5,7,5,4,155.108,2,1,0,1,0,0,5,91.3444
1,6,19,6,7,186.122,0,0,0,1,0,0,6,88.0965
11,5,12,4,1,288.214,3,1,1,2,0,0,8,83.4583
3,10,5,1,3,375.103,4,1,2,2,0,0,7,84.1103
4,6,10,4,5,239.101,0,2,1,3,0,0,6,92.7205
8,10,12,1,3,339.071,3,0,1,4,0,0,7,82.7736
14,3,23,5,4,524.416,1,1,0,5,0,0,18,80.7295
6,14,17,12,9,840.579,2,5,0,6,2,0,37,85.9803
10,9,19,5,2,609.461,3,0,1,6,0,0,24,80.3051
4,9,14,2,5,408.179,1,1,1,4,1,0,9,85.2115
7,9,8,2,6,408.179,3,0,2,3,0,0,9,90.2684
7,9,15,2,6,408.179,3,1,2,5,0,0,9,85.9166
1,4,5,0,3,112.04,1,0,0,1,0,0,2,87.5376
1,2,0,0,2,140.095,0,0,0,0,0,0,3,97.8824
0,2,0,0,2,140.095,0,0,0,0,0,0,3,97.0146
0,3,1,3,1,199.146,1,1,0,0,0,0,3,89.5813
5,3,3,6,2,282.28,1,3,0,1,0,0,5,82.9098
0,2,2,3,2,157.129,0,1,0,0,1,0,1,94.4049
10,2,8,2,1,289.655,0,0,1,2,0,0,5,76.8863
19,9,18,2,0,548.403,5,0,0,5,0,0,11,82.6955
12,2,13,2,2,385.162,1,0,0,2,1,0,6,78.3814
6,3,12,3,5,245.192,1,0,0,2,1,0,8,84.9119
5,3,5,3,1,293.235,1,1,0,3,1,0,8,87.0538
13,5,15,4,1,474.366,2,2,0,3,2,0,13,83.7393
1,2,0,0,1,124.117,0,0,1,0,0,0,1,97.8419
4,4,3,1,2,310.713,2,0,0,1,0,0,4,90.9238
3,7,6,2,5,336.277,2,1,0,4,0,0,6,87.4682
5,2,7,4,4,230.201,0,0,0,3,1,0,5,88.1257
6,3,7,3,2,429.226,0,1,0,3,0,0,8,85.9701
14,7,17,4,3,452.33,1,3,0,4,1,0,10,82.8986
9,13,19,15,10,773.538,6,3,0,6,1,0,33,81.5631
14,12,19,19,12,907.694,2,6,0,4,2,0,42,86.6771
14,12,3,12,12,949.058,2,1,0,6,2,0,38,85.2753
3,6,4,2,3,268.158,2,1,0,3,0,0,3,79.0817
4,3,3,1,3,281.201,0,1,0,1,1,0,2,78.3208
8,1,4,1,1,470.74,0,0,0,1,0,0,1,71.5084
3,6,1,0,4,246.176,1,0,1,0,0,0,4,82.011
13,9,11,3,6,513.327,3,2,0,4,0,0,19,84.5432
12,10,11,2,4,684.458,2,0,0,3,1,0,19,81.9464
11,5,15,8,6,480.387,1,3,0,3,0,0,21,83.3286
17,11,29,10,5,848.629,2,6,1,9,1,0,33,78.4609
10,9,16,7,8,629.447,3,3,0,4,0,0,29,88.1896
8,9,15,3,3,568.322,2,0,1,7,1,0,20,86.9456
6,5,15,5,5,467.317,1,1,1,5,0,0,19,85.5717
10,9,17,4,2,595.348,2,3,0,6,1,0,12,81.9009
4,8,5,3,4,296.11,1,2,1,2,0,0,6,93.3592
3,8,6,2,5,297.094,2,0,1,2,0,0,5,94.3721
4,8,8,3,5,296.11,1,1,1,3,1,0,6,91.9955
2,2,8,5,4,137.116,0,3,0,1,0,0,6,91.1472
7,5,15,4,2,450.338,2,2,0,5,2,0,14,85.7708
11,7,18,3,3,488.281,3,1,0,4,1,0,16,82.0704
4,7,7,7,4,253.165,2,2,0,4,1,0,7,92.1179
3,9,8,8,7,284.179,2,5,0,3,1,0,8,92.0714
7,6,16,6,5,236.158,2,1,0,3,0,0,6,77.098
3,8,1,2,3,292.036,3,0,1,2,0,0,9,89.2601
2,7,7,3,4,246.071,2,1,1,2,0,0,8,88.8489
3,8,5,1,3,246.048,2,0,0,2,0,0,7,88.5136
4,3,4,1,1,157.102,1,0,0,1,0,0,4,84.7264
10,8,17,2,2,441.223,2,2,0,3,0,0,14,82.5646
7,8,15,2,2,549.319,5,0,0,6,1,0,17,86.5823
6,4,8,3,1,233.185,1,2,0,3,0,0,4,92.3879
6,16,16,4,9,495.086,6,1,1,5,1,0,11,89.6296
8,5,12,3,2,319.278,2,2,1,5,0,0,5,84.2561
12,1,9,4,4,202.191,0,0,0,0,0,0,2,78.3082
15,6,21,5,3,429.32,4,2,1,3,0,0,6,82.6425
11,8,16,2,3,537.202,4,1,1,5,0,0,10,79.524
13,4,12,2,3,316.249,1,1,0,2,0,0,6,85.9035
11,3,8,3,2,315.264,0,1,0,3,1,0,6,87.2279
15,5,16,3,1,459.348,3,1,0,4,1,0,3,80.6207
2,8,9,7,3,371.307,5,3,0,6,2,0,11,89.0153
7,2,19,4,3,263.082,1,2,0,1,0,0,3,79.0037
7,3,7,2,1,335.702,1,0,0,1,1,0,7,82.3734
0,2,2,3,1,121.093,0,3,0,0,0,0,2,97.7233
0,2,10,4,4,100.076,1,1,0,0,0,0,1,99.6169
2,4,3,1,0,254.026,1,0,0,1,1,0,2,85.5949
2,3,6,2,1,134.096,0,0,0,2,0,0,0,90.5525
3,6,12,3,5,326.132,1,0,3,2,0,0,7,89.4779
2,5,8,7,3,259.197,2,1,0,1,2,0,5,91.1396
0,4,3,4,3,180.118,1,3,0,1,0,0,4,95.2229
6,4,7,4,3,230.156,1,1,0,1,0,0,4,89.302
2,4,1,4,4,180.118,1,2,0,1,0,0,4,94.7239
12,3,10,1,1,361.284,1,0,0,2,1,0,4,74.3183
16,4,8,1,2,375.291,1,0,0,3,0,0,4,75.363
6,3,7,0,0,336.255,1,0,0,0,1,0,4,87.0213
4,5,3,0,4,254.198,0,0,0,1,0,0,3,80.1173
7,9,8,1,2,409.263,3,0,1,3,0,0,10,82.5305
5,11,12,2,3,476.309,5,1,0,5,0,0,14,86.54
0,0,1,4,1,116.12,0,1,0,0,1,0,2,96.488
4,3,9,6,3,322.276,1,2,0,5,1,0,6,90.5109
10,3,8,9,3,399.364,0,3,0,1,3,0,9,79.9975
4,3,6,2,2,242.185,1,1,0,2,2,0,4,91.6089
5,3,8,2,2,254.196,0,1,0,4,2,0,4,89.5752
12,6,10,1,2,487.398,1,0,1,4,0,0,9,78.9148
1,1,1,4,1,106.105,0,3,0,0,0,0,3,97.1873
12,5,10,2,3,296.234,3,0,1,2,0,0,3,76.0626
8,3,9,3,2,353.31,1,2,0,3,0,0,8,84.6189
12,4,16,4,3,370.299,0,0,0,4,0,0,7,82.9592
12,4,11,4,4,447.854,2,0,1,3,0,0,6,81.8797
16,7,14,2,0,550.717,6,1,1,6,1,0,10,77.0213
7,5,8,3,6,399.382,0,0,0,2,0,0,11,73.5912
10,3,20,11,6,431.382,0,5,0,3,0,0,24,86.8426
15,5,17,2,3,659.491,0,1,1,9,1,0,20,78.6068
5,3,10,7,3,311.277,2,1,0,3,1,0,5,88.6838
10,5,16,5,4,398.28,2,1,0,4,1,0,10,83.3865
12,8,13,10,6,518.393,3,1,0,3,1,0,14,74.943
4,9,8,3,4,314.102,4,1,1,3,0,0,6,90.9263
1,10,7,4,2,355.134,4,3,1,2,0,0,6,90.167
3,10,8,3,5,330.101,5,1,0,3,0,0,6,90.5233
2,7,1,1,4,180.01,2,0,1,3,0,0,5,93.9311
2,6,0,0,4,150.992,1,0,1,0,0,0,3,89.9141
1,6,11,2,2,167.014,1,2,0,2,0,0,5,87.3621
0,0,3,4,3,116.12,0,0,0,0,0,0,2,98.5166
0,0,0,4,1,116.12,0,2,0,0,0,0,2,97.8492
10,5,6,0,1,471.81,1,0,0,4,0,0,5,84.9351
2,0,5,3,1,137.137,0,1,0,0,0,0,5,93.7277
7,5,14,6,4,414.35,1,0,1,2,1,0,12,87.4922
10,1,11,6,3,316.292,0,1,0,1,0,0,5,78.6606
1,3,11,3,2,133.111,1,0,0,2,0,0,1,84.8071
4,5,17,4,2,284.25,3,1,1,4,0,0,6,87.4427
6,4,12,4,5,278.269,2,0,0,2,0,0,6,83.1679
7,3,13,3,1,488.333,1,1,3,6,0,0,15,82.0466
6,3,11,5,2,430.295,1,1,3,2,1,0,14,86.7004
8,3,18,6,3,443.314,1,2,2,4,2,0,17,84.5253
6,6,7,5,0,257.182,5,2,0,2,1,0,6,86.3662
2,7,8,5,4,261.17,2,1,0,3,2,0,5,91.9327
2,6,11,6,7,272.196,1,0,1,1,0,0,6,86.5314
2,3,1,1,2,145.092,0,0,0,0,0,0,3,97.7904
0,3,0,1,2,133.081,1,1,0,0,0,0,2,96.2235
2,4,0,1,3,151.076,1,0,1,0,0,0,2,95.4748
12,13,25,14,8,930.753,4,5,1,11,0,0,38,78.3775
8,5,4,3,3,367.295,1,1,0,1,1,0,10,78.8818
7,5,18,1,2,321.219,2,0,0,4,0,0,3,80.2604
4,4,4,0,2,291.043,2,0,0,2,1,0,6,84.0267
7,10,14,5,2,586.271,4,0,1,6,1,0,21,84.5569
10,6,13,5,3,451.367,3,2,0,4,0,0,16,82.7423
4,2,2,1,2,398.038,0,0,0,0,1,0,5,72.7013
6,1,5,1,2,317.533,0,0,0,0,0,0,5,80.5203
11,3,12,2,2,346.299,0,1,0,3,1,0,7,88.5576
5,5,17,6,4,286.2,1,3,0,2,0,0,13,88.5049
8,6,9,1,2,378.232,1,1,1,1,0,0,7,83.2345
6,6,5,1,4,378.232,0,0,1,2,0,0,7,82.5176
9,9,13,5,6,427.286,5,0,0,2,0,0,11,87.744
11,9,11,5,3,437.304,4,3,0,4,0,0,12,81.5147
5,9,15,5,4,437.304,4,1,0,7,1,0,12,88.0801
10,13,16,15,11,793.57,5,3,0,5,1,0,34,81.8641
3,3,5,2,2,230.199,0,0,0,3,0,0,5,90.8194
2,3,3,2,3,230.199,1,0,0,2,1,0,5,90.8729
5,7,12,3,2,337.2,2,1,1,3,3,0,6,85.7484
5,13,10,4,8,416.114,5,0,1,3,0,0,9,90.3685
11,23,17,4,8,786.176,8,1,1,6,1,0,16,80.9177
5,13,14,4,8,416.114,3,2,1,3,0,0,9,85.3317
5,13,10,3,4,415.106,4,1,2,4,1,0,8,84.5696
5,28,20,8,6,895.2,13,2,3,9,0,0,22,83.5935
8,2,10,0,0,272.213,1,0,0,2,0,0,7,87.9
2,1,1,1,0,328.784,0,0,0,0,1,0,1,93.3964
13,2,5,2,1,319.955,1,1,0,2,1,0,3,80.3595
0,3,0,0,2,144.084,1,0,0,0,0,0,2,96.6783
8,3,5,1,1,305.223,0,0,1,3,1,0,6,87.255
15,8,24,12,8,620.483,2,1,0,4,0,0,28,86.4257
8,8,19,2,2,565.291,3,1,3,6,0,0,22,83.7702
11,9,14,2,6,531.282,2,0,1,3,1,0,22,85.3966
10,14,15,4,5,651.323,3,1,1,6,1,0,23,80.2161
7,8,10,5,4,355.215,2,4,0,2,1,0,15,86.5427
7,8,11,4,2,514.401,2,2,0,4,1,0,15,85.4693
10,9,25,2,1,600.449,5,1,0,8,1,0,16,84.9262
1,2,0,1,1,81.0495,1,0,0,0,0,0,3,97.8107
9,6,9,0,2,398.26,1,0,0,4,0,0,0,82.8993
20,13,14,3,5,837.568,1,0,0,6,1,0,9,65.8371
6,9,16,4,4,337.142,3,1,1,4,0,0,7,83.9947
7,10,10,5,5,354.149,4,2,1,3,0,0,7,86.6721
2,10,14,5,5,354.149,3,3,0,3,0,0,7,85.5306
2,4,14,4,2,769.814,2,2,0,5,0,0,7,96.9595
1,4,5,1,1,293.209,3,0,0,4,0,1,5,99.4488
1,2,3,0,1,248.191,1,0,0,4,0,0,15,99.1853
3,3,22,0,0,478.163,1,0,2,9,1,0,9,96.5062
1,4,9,1,1,378.333,2,0,2,5,0,0,5,98.9261
4,5,18,1,3,385.352,2,0,1,5,1,1,6,97.077
1,4,6,2,1,162.099,2,1,0,1,0,0,4,96.2319
