Y1_ligscore_pose,Y2_ligscore_rank
-41.3,-4.28
-70.88,-24.36
-41.98,-11.46
-37.6,-11.68
-33.69,-5.77
-39.17,-14.23
-17.66,-13.6
-19.24,-4.99
-23.37,-8.34
-22.33,-5.99
-19.56,2.71
-14.05,-1.02
-28.23,-6.96
-49.74,-8.35
-32.07,-3.71
-37.1,-13.97
-38.25,-13.74
-57.84,-15.07
-10.06,-4.9
-17.28,0.39
-18.6,-2.67
-29.58,-8.25
-28.87,-2.74
-38.83,-7.69
-33.94,-5.9
-55.67,-7.69
-60.26,-16.45
-32.45,-8.91
-30.88,-10.59
-7.74,6.22
-21.04,-7.9
-47.62,-14.46
-73.92,-30.48
-35.57,-7.41
-56.46,-10.55
-48.7,-14.14
-46.88,-11.51
-38.81,-5.68
-37.18,-5.5
-30.87,-9.99
-28.07,-7.54
-30.42,-9.13
-15.66,-7.59
-47.75,-17.19
-45.06,-11.91
-29.43,-9.42
-21.28,-3.96
-23.07,-5.32
-25.59,-8.69
-22.88,-7.29
-24.25,-10.97
-22.67,-8.33
-36.22,-8.53
-42.29,-9.79
-23.77,-3.3
-50.22,-21.92
-31.37,-6.25
-30.29,-7.63
-38.89,-10.54
-33.24,-6.15
-25.69,-1.19
-25.66,-5.81
-40.13,-8.9
-31.59,-3.59
-22.21,-5.17
-28.35,-3.72
-20.07,-12.52
-8.03,0.51
-19.95,-2.99
-12.54,-0.24
-34.72,-10.14
-21.57,-1.69
-9.69,-0.2
-18.68,-5.91
-24.84,-12.54
-37.69,-6.09
-38.33,-5.98
-36.79,-7.25
-26.17,-8.97
-31.71,-5.98
-33.8,-4.75
-8.91,3.57
-40.91,-10.33
-25.92,-3.38
-28.24,-10.14
-30.14,-10.99
-45.77,-11.83
3.73,12.17
-26.54,-7.63
-33.77,-9.63
-35.26,-5.74
-42.13,-12.89
-31.55,-2.62
-30.46,-6.1
-25.45,-2.81
-41.64,-6.35
-32.82,-7.97
-41,-11.37
-38.29,-8.01
-30.53,-9.12
-36.79,-11.34
-37.25,-12.87
-12.51,-5.89
-19.44,-12.42
-13.23,-6.76
-10.79,2.69
-6.93,0.2
-33.1,-3.08
-6.12,2.41
-41.27,-14.42
-36.93,-9.01
-11.94,-1.16
-28.19,-5.69
-28.35,-3.07
-42.13,-8.7
-40.49,-9.17
-30.26,-2.89
-28.75,-5.14
-28.56,-8.34
-25.07,-6.14
-22.55,-9.06
-19.01,-9.99
-12.26,-1.57
-55.97,-17.86
-12.53,12.17
-28.49,-4.63
-25.09,-8.37
-40.4,-6.18
-32.77,-6.21
-25.02,-2.7
-30.91,-5.03
-14.96,5.67
-23.76,-2.01
-38.05,-14.7
-32.37,-12.45
-39.57,-7.59
-40.98,-13.12
-39.09,-11.54
-54.67,-14.55
-32.08,-10.89
-34.1,-13.38
-19.38,1.05
-37.07,-13.3
-51.77,-12.18
-44.41,-16.84
-32.71,-6.9
-67.03,-21.58
-30.41,-9.51
-4.64,5.28
-23.04,-3.88
-20.96,-11.19
-33.46,-8.78
-39.46,-3.31
-40.6,-8.34
-44.57,-9.13
-41.65,-12.4
-33.72,-7.27
-47.77,-17.31
-50.09,-13.87
-10.8,-5.06
-29.46,-0.58
-47.53,-12.47
-31.95,-7.75
-30.51,-7.92
-28.95,-5.97
-14.69,9.53
-31.69,-5.51
-23.13,1.08
-39.63,-4.77
-42.31,-7.81
-39.46,-5.2
-26.13,-12.13
-20.61,-9.4
-4.12,5.92
-21.01,-6.83
-46.83,-5.8
-29.05,-4.57
-27.19,-8.7
-30.16,-6.6
-34.11,-6.31
-21.92,-8.13
-52.88,-15.64
-66.6,-15.81
-16.45,-3.6
-27.69,-11.54
-42.96,-9.76
-23.54,-2.33
-26.89,-14.4
-29.54,-11.07
-24.89,-13.78
-25.46,-10.02
-29.45,-4.74
-42.3,-9.67
-27.14,-7.06
-35.33,-10.52
-80.85,-27.59
-70.02,-17.8
-74.16,-20.69
-40.23,-12.71
-35.07,-3.09
-31.05,-6.79
-13.69,-8.22
-18.3,-2.26
-18.1,-1.96
-24.4,-6.61
-29.2,-5.5
-15.96,-1.99
-39.63,-9.98
-59.44,-3.61
-46.33,-10.32
-32.79,-7.71
-39.94,-12.93
-51.78,-11.84
-6.13,1.41
-28.07,-6.64
-28.64,-4.61
-33.04,-8.12
-35.78,-1.65
-51.86,-9.39
-52.71,-3.56
-76.19,-15.67
-93,-24.18
-34.05,-4.95
-31.45,-5.21
-24.3,-0.06
-18.74,1.38
-47.85,-6.23
-57.4,-9.48
-59.1,-16.47
-78.81,-19.14
-89.5,-38
-64.24,-17.41
-57.92,-19.66
-53.52,-12.12
-34.35,-12.73
-32.66,-9.39
-33.25,-11.86
-17.63,-4.56
-67.49,-26.98
-54.72,-18.83
-33.88,-12.24
-40.33,-15.51
-27.45,-8.32
-23.82,-6.79
-22.07,-9.82
-15.24,-3.75
-18.91,-4.9
-46.64,-9.44
-62.13,-19.44
-32.91,-8.5
-29.68,1.63
-30.11,-5.17
-30.29,-6.88
-43.34,-5.14
-53.03,-9.36
-39.6,-6.12
-41.42,-7.67
-48.38,-7.42
-39.64,-9.84
-27.81,-5.61
-39.16,-6.72
-11.74,-2.22
-10.7,-1.65
-20.43,-2.69
-18.32,-5.03
-39.99,-12.88
-24,-2.55
-11.83,1.7
-9.7,3.51
-12.57,-2.32
-44.57,-7.19
-47.71,-13.59
-39.66,-4.26
-29.33,-9.06
-36.2,-1.48
-45.74,-11.02
-22.93,-11.58
-39.9,-5.45
-43.7,-2.38
-30.67,-11.77
-28.13,-5.82
-60.22,-11.93
-14.67,-4.76
-34.86,-5.28
-48.28,-11.97
-43.2,-4.37
-42.78,-8.02
-46.57,-5.21
-36.44,-1.76
-39.88,-3.6
-77.19,-13.58
-36.09,-6.02
-43.7,-7.58
-63.92,-22.31
-33.85,-11.22
-33.93,-9.34
-22.82,-4.34
-16.47,-5.53
-13.74,-4.54
-15.31,-4.66
-15.84,-6.05
-19.27,-8.89
-41.45,-3.37
-22.04,-7.52
-56.9,-19.65
-46.49,-10.52
-19.31,-7.69
-32.82,-7.71
-32.16,-4.5
-58.84,-10.8
-46.61,-5.04
-40.96,-5.15
-31.87,-8.68
-20.45,-12.25
-35.99,-12.17
-19.09,-5.16
-13.74,-1.49
-16.62,-3.01
-78.51,-22.14
-35.98,2.26
-21.91,0.05
-16.71,-4.99
-58.3,-16.75
-38.62,-6.8
-29.89,-2.97
-26.82,-3.07
-40.89,-7.53
-41.17,-17.05
-40.78,-7.85
-40.19,-9.96
-49.54,-7.46
-46.27,-7.73
-42.26,-3.08
-65.7,-16.96
-27.78,-8.79
-17.49,0.79
-38.47,-9.67
-38.6,-8.04
-63.36,-10.58
-41.33,-10.99
-39.35,-5.47
-70.83,-9.48
-32.26,-8.36
-4.55,6.91
-21.75,0.36
-20.73,-3.82
-36.19,-6.99
-51.69,-9.99
-75.59,-21
-66.94,-15.99
-58.87,-9.08
-33.4,-5.52
-73.3,-26.29
-63.26,-16.05
-14.65,-7.1
-28.41,-4.03
-48.48,-9.76
-29.67,-5.81
-40.15,-13.16
-30.45,-6.23
-14.53,11.2
-37.63,-12.07
-35.45,-7.22
-37.87,-6.97
-40.18,-4.69
-32.99,-0.02
-19.86,-6.83
-19.44,-3.29
-5.17,3.29
-22.76,-1.21
-50.31,-5.07
-40.88,-12.48
-26.93,-8.97
-30.66,-6.88
-41.57,-17.91
-31.68,-15.95
-49.95,-15.37
-71.4,-13.38
-21.03,-7.05
-28.86,-10.98
-41.55,-16.25
-24.13,-7.91
-25.15,-6.56
-22.36,-9.16
-24.85,-11.59
-25.9,-12.94
-37.32,-10.32
-32.85,-3.09
-29.68,-9.8
-40.67,-12.04
-74.98,-24.23
-86.64,-24.51
-86.89,-37.84
-26.47,-0.74
-28.82,-3.85
-27.88,-3.08
-7.14,0.41
-18.62,-2.76
-18.64,-3.06
-26.13,-6.06
-28.33,-5.59
-27.67,-11.54
-32.96,-8.16
-59,-4.88
-41.7,-9.19
-35.95,-9.77
-41.22,-8.02
-57.81,-13.13
-9.69,-2.89
-17.98,1.94
-28.38,-4.52
-36.15,-11.19
-39.17,-7.53
-45.2,-15.84
-50.6,-3.25
-75.7,-13.49
-84.69,-27.18
-32.23,-7.61
-33.51,-6.77
-19.54,2.52
-12.43,4.6
-51.91,-9.07
-66.23,-18.21
-63.69,-18.6
-83.86,-22.06
-67.85,-20.75
-52.92,-10.7
-63.47,-23.73
-75.8,-30.47
-36.57,-11.59
-34.53,-6.74
-25.51,-1.11
-5.77,-0.27
-47.81,-8.76
-60.75,-16.56
-28.71,-10.16
-30.77,-10.4
-32.61,-9.57
-26.61,-6.24
-19.5,-8.2
-17.41,-5.44
-19.61,-4.66
-50.49,-15.27
-60.07,-17.01
-35.45,-8.53
-50.59,-16.9
-29.89,-1.87
-33.82,-9.29
-50.15,-10.37
-49.15,-8.51
-36.76,-5.75
-35.96,-8.01
-49.43,-6.9
-44.13,-9.09
-14.1,0.69
-43.64,-11.48
-12.95,-3.49
-13.99,-3.61
-30.59,-7.44
-18.19,-4.92
-27.53,-2.43
-24.13,-2.7
-12.5,-0.84
-28.52,-4.87
-10.76,-0.03
-44.57,-10
-47.78,-7.07
-40.58,-4.43
-29.26,-9.73
-34.28,-7.66
-35.29,-6.49
-26.66,-14.44
-48.82,-12
-47.43,-6.82
-29.11,-7.15
-25.2,-4.15
-54.19,-7.33
-12.99,-4.05
-37.27,-9.3
-47.14,-12.28
-49.91,-8.83
-39.44,-5.45
-53.1,-8.66
-44.9,-8.95
-37.3,-10.96
-80.14,-24.56
-43.84,-10.61
-52.57,-12
-65.57,-18.39
-29.54,-3.05
-29.53,-2.5
-36.56,-12.28
-21.32,-10.48
-11.11,-5.61
-8.09,-5.19
-17.4,-6.57
-25.99,-13.68
-43.26,-0.38
-18.38,-2.45
-45.35,-12.13
-43.73,-10.9
-23.35,-10.62
-32.83,-7.5
-35.09,-3.94
-53.75,-9.99
-53.76,-10.49
-51.77,-14.93
-31.88,-7.42
-31.09,-3.91
-31.26,-8.4
-19.95,-4.16
-16.08,-5.71
-18.95,-5.09
-70.61,-16.39
-40.89,-7.25
-30.51,-2.66
-25.29,-1.91
-50.46,-13.52
-51.33,-15.41
-22.45,1.83
-31.61,-5.61
-45.96,-9.99
-42.98,-21.48
-39.23,-11.65
-45.38,-9.87
-46.71,-9.31
-43.09,-11.75
-46.1,-10.89
-74.43,-12.3
-26.02,-4.92
-21.36,-0.63
-28.99,-0.92
-43.93,-12.41
-67.47,-13.12
-42.24,-12.72
-28.39,-3.42
-66.23,-7.49
-36.01,-6.99
-15.17,-1.94
-30.35,-3.29
-17.2,-1.02
-39.6,-9.03
-70.63,-18.33
-50.65,-7.46
-62.63,-18.46
-61.32,-14.87
-41.76,-17.77
-62.51,-15.92
-69.85,-15.62
-9.65,-3.81
-31.18,-5.66
-48.2,-11.08
-30.13,-7
-29.64,-8.61
-32.14,-9.55
-14.09,7.58
-32.7,-6.67
-17.07,1.42
-38.74,-8.28
-32.37,-5.29
-19.34,1.87
-29.83,-15.8
-25.3,-9.12
-13.99,-3.18
-23.93,-2.31
-42.37,-7.87
-24.51,-0.27
-24.41,-5.44
-21.9,7.01
-16.05,7.97
-10.75,-3.11
-48.2,-15.24
-77.36,-20.03
-17.54,-5.92
-20.81,-5.99
-32.23,-9.12
-30.52,-8.64
-21.1,-4.38
-16.48,4.18
-18.18,-7.57
-17.94,-4.86
-26.88,-4.96
-35.76,-7.41
-9.26,2.93
-35.02,-6.81
-49.79,-3.36
-58.69,-4.65
-58.78,-9.33
-42.51,-13.84
-36.26,-9.08
-32.4,-5.7
-18.07,-9.56
-13.95,-3.92
-17.44,-6.63
-25.07,-6.45
-23.83,-2.08
-24.75,-11.06
-27.2,-5.04
-63.88,-10.75
-35.37,-5.96
-34.71,-11.22
-32.3,-7.37
-54.89,-13.34
-5.86,2.2
-15.02,2.3
-28.92,-5.79
-27.88,-8.97
-28.04,-4.89
-48.25,-13.81
-37.62,11.37
-58.57,5.47
-69.56,-8.24
-33.25,-8.66
-42.31,-12.68
-15.41,2.85
-11.07,3.22
-51.7,-18.43
-41.54,1.93
-41.51,-5.25
-71.96,-8.8
-50.62,-4.98
-51.09,-6.11
-45.79,-4.77
-46,-4.02
-41.67,-17.58
-40.34,-15.45
-36.55,-15.69
-14.42,-4.27
-35.17,-4.47
-41.31,-6.48
-30.31,-10.5
-33.64,-8.1
-29.21,-8.73
-31.44,-13.4
-29.43,-11.28
-19.9,-8.51
-18.93,-8.16
-34.6,-4.44
-50.18,-9.95
-22.36,-2.07
-49.33,-16.28
-25.86,-1.4
-30.75,-13.77
-38.47,-1.27
-39.53,-0.97
-37.96,-7.77
-36.89,-4.96
-48.69,-7.73
-33.51,-7.13
-27.27,-5.85
-33.22,-3.64
-10.13,-1.35
-6.74,-0.97
-25.25,-8.02
-14.74,-2.32
-36.9,-12.46
-31.24,-9.37
-20.78,-7.37
-24.65,-7.89
-21.16,-7.8
-36.81,-8.08
-46.08,-9.92
-27.45,-2.91
-29.01,-9.08
-44.87,-10.75
-44.26,-6.62
-18.1,-9.64
-43.51,-12.01
-33.02,-6.08
-22.98,-3.6
-25.01,-4.06
-45.39,-6.93
-9.37,0.15
-38.26,-13.45
-36.93,-12.11
-38.42,-3.38
-30.41,0.31
-42.19,-4.29
-26.75,-1.44
-30.96,-2.25
-59.69,-8.49
-34.96,-3.72
-33.34,-1.19
-43.53,-3.72
-36.46,-13.38
-36.97,-10.72
-39.27,-14.11
-24.41,-16.5
-24.57,-16.46
-27.79,-18.38
-17.39,-10.06
-17.06,-8.23
-40.53,-4.47
-20.8,-8.77
-35.61,-9.76
-37.45,-11.13
-13.12,-0.57
-27.46,-3.99
-33.14,-5.53
-43.45,-8
-19.93,2.19
-48.2,-10.34
-31.64,-8.7
-29.81,-6.93
-28.2,-4.61
-28.25,-13.46
-12.8,-1.77
-11.8,0.2
-79.12,-19.49
-29.8,2.1
-27.5,-0.41
-18.07,1.97
-45.56,-6.85
-51.24,-17.63
-24.01,-3.1
-25.45,-4.5
-31.13,-7.59
-24.4,-5.98
-36.91,-11.62
-32.88,-8.47
-52.91,-16.23
-56.02,-20.93
-57.18,-20.84
-65.38,-6.4
-28.31,-8.32
-37.21,-19.2
-37,-13.77
-43.42,-15.59
-63.37,-10.59
-39.87,-11.86
-35.49,-11.69
-75.72,-18.49
-23.93,-3.44
14.98,21.54
-10.52,11.63
-18.87,-4.74
-33.34,-6.59
-49.33,-0.6
-47.31,-9.01
-50.98,-7.73
-47.75,-5.96
-27.43,-4.34
-54.39,-10.18
-58.91,-8.58
-17.02,-9.3
-44.6,-6.06
-47.54,-7.33
-31.97,-7.39
-28.56,-7.47
-32.96,-8.61
3.33,20.89
-35.07,-5.97
-29.22,-6.52
-32.94,-7.19
-26.45,1.12
-7.71,13.36
-15.98,-3.41
-18,-3.55
-11.76,-0.98
-21.49,-3.75
-41.49,-4.39
-29.51,-4.67
-23.23,0.68
-30.96,-6.08
-30.45,-0.1
-26.31,-12.63
-41.12,-7.85
-57.07,-17.17
-21.04,-6.68
-26.29,-10.9
-39.63,-9.06
-24.17,-7.38
-40.16,-17.07
-37.07,-14.85
-22.73,-10.51
-23.64,-9.86
-38.46,-9.04
-33.04,-7.8
-29.65,-10.57
-27.53,-2.15
-47.91,-6.96
-39.32,-6.57
-50.37,-9.7
-32.4,-5.64
-36.48,-8.41
-29.7,-2.35
-7.92,-0.92
-17.23,-3.94
-13.68,-0.27
-19.49,-2.83
-35.27,-6.35
-21.15,-7.15
-31.53,-7.3
-60.57,-10.03
-29.33,0.78
-35.13,-8.68
-40.63,-11.52
-49.42,-5.54
14.13,19.34
-9.08,9.26
-21.97,0.11
-29.61,-4.24
-30.7,1.6
-59.87,-17.19
-34.95,-0.86
-53.36,-5.19
-76.65,-25.54
-30.77,-8.6
-26.79,-2.36
-9.28,8.1
-21.8,-5.24
-40.84,-8.23
-55.49,-7.32
-46.76,-8.09
-69.47,-9.58
-63.4,-15.81
-58.56,-15.49
-46.23,-11.8
-38.18,-4.1
-33.4,-10.91
-25.13,1.27
-30.53,-9.35
-25.06,-12.96
-36.36,2.08
-49.47,-11.21
-39.84,-21.95
-35.79,-10.03
-38.23,-19.29
-22.49,-4.14
-25.21,-5.73
-14.96,2.42
-25.79,-8.87
-46.4,-10.46
-43.25,-4.76
-31.91,-7.88
-37.56,-7.2
-29.81,-2.7
-28.13,-6.79
-35.81,-3.25
-34.01,0.53
-33.2,-3.02
-35.38,-3.62
-35.69,-3.77
-36.5,-9.92
-17.62,-1.33
-41.76,-8.34
-12.93,-0.06
-13.45,-4.35
-23.95,-6.41
-15.47,0.28
-19.32,-1.82
-40.77,-17.66
-11,3.15
-26.15,-7.22
-12.23,2.3
-37.54,-2.17
-37.89,-2.46
-29.46,-1.17
-21.03,-2.33
-35.03,-5.24
-35.68,-2.58
-17.02,-6.16
-39.54,-10.43
-43.61,-13.53
-24.14,-8.04
-28.9,-9.27
-41.51,-3.16
-17.88,-5.68
-24.76,-4.58
-33.1,-5.19
-41.9,-9.71
-32.37,3.25
-33.25,-0.34
-31.11,1.16
-29.66,1.04
-66.67,-9.09
-29.85,-1.61
-32.35,3.59
-47.27,-6.81
-42.59,-17.79
-45.93,-17.71
-37.17,-11.58
-17.72,-6.83
-14.57,-3.46
-24.51,-12.77
-16.68,-6
-16.58,-6
-40.31,0.98
-18.71,-4.57
-43.47,-13.62
-32.62,-7.07
-18.99,-3.91
-37.82,-13.19
-35.14,-11.81
-44.16,-5.92
-29.01,-2.74
-27.3,6.98
-34.84,-11.87
-26.91,-4.32
-36.33,-13.09
-10.93,-0.27
-18.21,-5.28
-17.33,-4.1
-62.02,-11.39
-33.32,0.42
-26.51,-1.52
-27.37,-2.75
-45.8,-7.2
-29.24,-2.95
-27.48,-3.39
-28.42,-4.9
-34.73,-2.6
-40.06,-13.05
-28.45,-5.71
-30.89,-7.67
-39.94,-2.25
-37.81,-5
-36.81,-4.46
-59.8,-12.93
-32.12,-13.4
-35.9,-15.17
-20.13,-0.42
-32.79,-4.24
-53.12,-8.64
-45.91,-15.23
-37.65,-10.21
-60.8,-16.42
-34.69,-7.5
-6.27,4.32
-18.83,4.27
-16.43,-2.95
-31.64,-5.36
-44.9,-4.52
-38.92,-6.13
-45.69,-10.4
-43.16,-3.9
-29.17,-6.96
-50.79,-15.87
-49.08,-7.13
-19.69,-11.45
-25.33,-6.75
-43,-10.47
-33.71,-8.32
-35.68,-9.26
-36.94,-8.77
39.61,49.24
-29.48,-8.53
-37.34,-7.16
4.69,9.7
-16.53,1.75
2.79,14.43
-30.31,-12.64
-37.41,-22.54
-13.79,-4.27
-10.05,6.56
-23.58,-2.41
-19.72,1.54
-13.46,9.38
-6.59,12.89
-12.85,8.33
-29,-10.42
17.2,3.54
128.32,38.79
-23.72,-15.8
-20.42,-3.59
-43.42,-16.57
-31.21,-19.35
-4.24,6.41
-10.57,-6.5
-29.28,-12.5
-30.58,-12.36
-41.78,-15.25
-28.61,-9.24
-22.3,-3.56
-42.31,-22.22
-32.6,-5.99
112.31,60.81
-26.41,-21.23
-12.76,8.04
-16.17,5.38
-17.89,4.57
-22.2,-12.44
-30.12,-12.14
-31.5,-12.91
-40.3,-12.02
-20.18,4.68
-24.14,-9
-22.17,1.55
4.82,-1.98
1.72,11.25
-39.94,-12.81
-37.8,-2.12
-36.85,-9.06
-4.54,1.81
-24.51,-4.68
-22.28,-3.37
-20.47,1.87
-20.66,4.2
-11.85,-7.89
69.2,34.41
139.27,61.28
110.63,51.39
-31.51,-16.04
-13.48,1.36
-4.23,5.92
-19.56,-5.19
-3.27,1.89
30.07,15.95
-13.56,-3.57
66.19,39.32
-6.47,-5.92
-24.29,-4.58
3.61,8.85
82.82,21.74
-45.62,-21.31
-57.57,-36.35
-52.27,-31.28
-20.5,-5.96
-13.97,1.41
-35.49,-15.15
-27.1,-4.31
-40.25,-13.03
-40.73,-10.75
-50.81,-28.53
-39.11,-20.5
-50.91,-39.48
-33.16,-14.17
-24.05,-4.1
-6.48,0.49
-35.23,-6.19
-26.98,-1.48
-21.49,4.93
-25.12,-2.84
-2.77,13.06
33.97,20.7
-4.89,-7.27
-14.65,-2.54
32.47,16.09
-39.21,-10.25
-25.72,-0.76
-19.39,3.2
-14.06,-1.93
-26.46,-17.16
-15.83,2.01
-23.03,-7.77
-51.57,-22.44
-28.83,-7.36
-29.91,-14.11
-30.29,-6.67
-37.53,-21
-0.1,11.23
7.24,18.68
-10.34,9.77
-45.42,-23.68
-15.58,-2.21
-1.8,-3.76
-23.7,-6.77
-31.13,1.43
2.97,12.85
-36.93,-11.52
-31.61,-6.32
-11.24,-4
-9.79,1.08
-32.95,-14.95
-32.09,-4.16
-8.44,12.43
19.37,16.15
-3.53,0.26
-33.2,-3.95
-14.13,4.98
48.7,35.78
-12.77,3.04
-30.11,-5.17
16.17,13.94
-34.57,-8.55
-42.68,-15.96
-45.77,-17.96
-34.09,-20.79
-28.52,-19.29
-38.58,-24.96
-24.08,-5.2
-24.72,-6.92
0.83,2.37
-36.24,-12.3
-32.93,-6.42
-23.03,-2.86
-20.57,-3.35
-38.18,-14.54
-41.67,-9.12
-26.84,-5.26
-12.81,-1.47
-6.96,9.89
-39.47,-12.93
-41.6,-15.35
-38.35,-12.68
-31.37,-16.5
-31.29,-12.68
-29.93,-14.98
103.33,48.97
3.11,13.21
-22.61,-10.84
-34.23,-10.98
26.98,19.55
2.63,11.2
1.22,13.68
-14.68,4.74
-18.94,4.84
-48.39,-18.24
-22.42,-5.5
-27.05,-10.51
-33.6,-4.15
-18.27,4.55
-5.87,12.66
52.48,15.85
-43.95,-16.44
-44.87,-16.85
-24.3,-5.98
-44.66,-25.27
-5.2,-34.74
-50.37,-32.31
-38.46,-17.93
59.09,5.9
-24.01,5.6
7.35,15.81
-30.92,-3.13
-26.4,-7.83
-10.99,-1.71
17.38,6.96
-12.07,-8.97
-22.59,-9.89
38.37,20.37
-28.98,-9.79
9.3,10.09
5.43,-3.93
-18.04,-9.4
64.17,25.24
414.12,187.88
-29.76,-8.04
-40.35,-16.61
-47.98,-22.91
-13.07,1.47
-24.41,-5.64
-37.66,-8.37
-32.3,-13.6
-15.14,0.07
-19.49,1.87
-24.62,-9.42
-30.72,-12.66
-15.9,-6.2
-17.52,-1.87
-40.72,-8.1
-27.75,-5.63
-11.88,4
-50.18,-19.04
-39.03,-16.2
-24.02,-11.73
-39.91,-10.02
-72.04,-26.75
-12.99,-5.44
-16.87,-6.23
-43.23,-12.98
-21.7,-11.24
-27.42,-13.67
-26.46,-13.11
-23.29,-10.07
-26.35,-13.79
-22.58,-7.07
-31.01,-8.79
-22.51,-8.57
-25.63,-12.71
-60.36,-14.83
-85.45,-28.08
-66.45,-26.53
-32.47,-6.36
-29.95,-5.39
-24.51,-1.48
-4.69,0.42
-34.41,-17.21
-33.05,-15.43
-25.21,-6.43
-20.91,-1.9
-25.7,-6.68
-41.79,-10.75
-60.59,-12.51
-18.37,0.58
-30.83,-9.28
-28.19,-7.91
-58.14,-14.07
0.32,4.46
-24.99,-5.53
-22.89,-3.79
-34.58,-5.14
-39.83,-11.3
-40.22,-13.27
-45.68,-8.13
-81.14,-29.38
-79.15,-17.03
-26.26,-5.41
-25.35,-10.34
-8.55,5.66
-19.79,-3.72
-47.95,-12.41
-45.82,-17.35
-50.57,-16.5
-75.94,-21.71
-59.34,-18.47
-67.72,-20.44
-40.17,-12.23
-39.78,-9.15
-31.07,-12.46
-29.05,-10.95
-31.69,-10.3
-22.65,-9.87
-44.81,-15.98
-52.33,-21.4
-31.88,-10.25
-30.88,-10.22
-31.29,-9.85
-33.85,-12.73
-31.48,-15.95
-29.1,-10.26
-37.91,-19.96
-57.34,-23.75
-70.8,-29.03
-32.72,-6.64
-47.84,-13.34
-30.39,-4.57
-28.15,-5.29
-45,-10.11
-46.65,-8
-29.14,-5.06
-31.29,-6.56
-27.68,0.07
-28.69,0.27
-23.02,-5.56
-32.57,-5.21
-22.47,-13.78
-14.14,-6.38
-24.85,-7.06
-19.23,-5.13
-42.1,-10.17
-25.25,-9.27
-13.89,0.75
-25.01,-5.61
-20.89,-5.49
-38.91,-7.09
-33.15,-3.86
-44.59,-7.88
-25.02,-12.29
-27.1,-7.09
-43.09,-16.4
-21.53,-7.43
-41.34,-7.95
-37.85,-4.06
-29.79,-9.8
-19.72,-3.34
-46.16,-9.31
-13.22,-2.38
-33.91,-6.83
-30.07,-4.97
-35.76,-12.13
-33.23,-1.76
-38.29,-8.54
-34.44,-8
-30.89,-5.26
-68.23,-24.34
-34.58,-3.04
-20.3,3.9
-46.11,-10.58
-32.97,-15.93
-24.69,-3.45
-29.96,-14.08
-21.57,-8.18
-7.04,0.08
-17.45,-5.57
-21.7,-6.86
-23.76,-7.09
-42.59,-5.42
-26.28,-6.93
-30.95,-7.04
-35.71,-3.56
-17.3,-3.63
-24.14,-5.18
-33.28,-6.92
-56.07,-21.36
-37.81,-7.49
-36.05,-5.14
-24.85,-7.59
-18.79,-2
-27.25,-12.86
-15.36,-3.51
-19.39,-7.17
-18.68,-3.04
-74.25,-19.41
-21.05,-1.17
-23.04,-7.52
-17.49,4.07
-47.87,-14.12
-37.48,-15.41
-21.08,-3.84
-27,-8.27
-26.16,-5.93
-32.53,-16.35
-33.32,-9.01
-38.96,-10.73
-46.89,-15.97
-45.44,-12.69
-48.35,-17.23
-64.23,-16.53
-26.23,-7.8
-27.74,-11.07
-30.72,-3.52
-43.93,-12.83
-47.89,-11.77
-36.99,-8.8
-32.22,-6.23
-57.21,-15.11
-25.95,-9.03
-7.2,1.99
-21.3,-3.4
-18.37,-5.2
-35.62,-9.7
-67.92,-23.39
-56.67,-18.27
-52.02,-14.5
-51.22,-17.67
-19.55,-0.9
-44.56,-10.86
-56.79,-16.49
-9.6,-5.65
-22.13,-3.05
-39.81,-5.61
-30.81,-7.98
-20.62,-5.8
-28.13,-7.07
-15.8,9.29
-31.77,-5.2
-36.98,-10.83
-43.57,-9.78
-34.59,-7.6
-26.2,6.28
-25.61,-11.17
-24.48,-5.91
-16.1,-3.82
-16.09,4.41
-54.53,-3.95
-29.75,-3.13
-14.56,1.87
-33.23,-3.35
-30.88,-1.42
-17.73,-3.3
-43,-8.21
-72.58,-14.99
-19.71,-4.72
-28.99,-9.22
-41.46,-8.49
-32.33,-5.63
-26,-2.06
-28.37,-3.36
-22.66,-8.79
-16.66,-6.04
-41.06,-11.16
-44.32,-10.6
-26.65,-3.58
-33.68,-4.36
-59.62,-8.9
-52.62,1.39
-73.12,-16.52
-46.04,-13.2
-45.8,-13.55
-44.15,-12.08
0.21,9.1
-18.14,-5.14
-18.98,-5.53
-26.87,-9.02
-34.91,-7.83
-22.68,-5.05
-39.22,-6.26
-66.19,-12.38
-39.15,-0.84
-39.51,-10.66
-49.51,-15.2
-59.81,-15.1
-10.93,-0.17
-30.71,-11.24
-22.82,1.48
-33.47,-7.68
-43.49,-6.99
-51.15,-9.49
-29.72,12.29
-84.28,-20.96
-82.91,-12.4
-40.58,-8.6
-40.94,-11.28
-16.59,3.47
-10.76,6.22
-55.74,-11.92
-61.19,-4.88
-47.89,-4.43
-82.06,-14.44
-63.15,-15.19
-65.72,-16.65
-66.44,-19.15
-63.23,-16.79
-33.58,-9.17
-39.59,-8.55
-40.46,-13.88
-11.98,1.14
-46.53,-3.49
-54.27,-9.36
-29.25,-10.23
-27.91,-10.05
-27.95,-10.52
-37.9,-11.6
-19.86,-6.33
-14.61,-3.95
-24.65,-10.64
-53.16,-12.89
-66.75,-12.11
-35.3,-6.54
-62.43,-20.7
-53.76,-23.27
-38.87,-13.22
-52.86,-11.66
-47.6,-1.08
-42.25,-10.71
